2.230086 	0.000000 	1.143895 	-1.432723 	0.000000 	-0.192719 	0.934069 	1.248396 	0.571428 	1.994733 	-0.112004 	-0.741224 	-0.386308 	0.056928 	0.000000 	-1.281032 	1.045958 	0.643360 	-0.323822 	-1.405748 	-0.319664 	-1.941258 	0.190960 	-0.473806 	0.774967 	-1.063656 	-1.754025 	0.893976 	0.000000 	-1.204394 	0.000000 	1.712700 	
0.000000 	0.000000 	-0.912657 	0.416826 	0.000000 	0.000000 	1.782053 	0.128988 	-0.922501 	-0.757445 	-0.885764 	-3.559473 	0.130159 	0.915892 	0.741304 	-1.159211 	1.043215 	0.000000 	1.041959 	1.608589 	-0.764466 	0.495831 	0.000000 	-0.170629 	-1.342789 	-2.349721 	1.666370 	2.797842 	1.499928 	0.000000 	-2.186015 	2.068136 	
0.000000 	3.059007 	-2.048748 	0.000000 	-0.723774 	0.000000 	3.968593 	-1.175392 	0.000000 	1.781503 	-0.439256 	-0.284669 	1.523985 	0.000000 	-2.053417 	-0.236158 	0.000000 	-1.916871 	0.000000 	-1.824193 	-1.767036 	2.048754 	1.427493 	0.000000 	-2.223897 	-3.529843 	1.050718 	2.487070 	0.000000 	-2.026333 	2.313515 	1.437268 	
-2.904509 	0.000000 	-2.756213 	3.653548 	1.863895 	1.207751 	0.000000 	-3.991325 	4.130475 	4.674205 	0.000000 	0.000000 	2.146355 	-2.947603 	-2.345620 	0.094146 	-1.522308 	0.000000 	-0.218208 	-1.086805 	0.000000 	2.007175 	0.000000 	0.000000 	-0.455607 	-3.314114 	-2.328580 	1.232012 	-0.989544 	1.352938 	-2.054123 	2.251469 	
-0.148807 	1.780367 	-0.151964 	0.423191 	-1.432881 	0.065600 	1.194850 	0.000000 	0.348015 	0.716946 	0.000000 	-0.858049 	0.000000 	-0.331003 	-1.546384 	-0.554718 	-1.297835 	-1.504844 	1.722792 	0.000000 	0.320735 	-0.122419 	0.508703 	1.189333 	-0.797656 	-0.337218 	0.000000 	2.624293 	-0.941084 	-1.636035 	1.589210 	0.000000 	
1.356083 	1.167536 	2.949696 	-2.523257 	1.218460 	0.493590 	1.506632 	0.597568 	0.510208 	0.366530 	-0.821927 	0.000000 	0.000000 	0.903108 	0.084276 	-0.934986 	4.219442 	-1.186827 	-2.418995 	-0.522079 	0.000000 	-1.782522 	0.371121 	0.156751 	0.880222 	-3.794205 	0.000000 	0.000000 	1.605600 	-2.117166 	-0.778023 	0.505102 	
2.246457 	-0.240985 	0.000000 	-0.665490 	0.000000 	-2.367374 	1.067172 	2.091398 	1.011186 	-0.547879 	-1.517931 	0.000000 	1.800689 	-1.257420 	3.412426 	-1.351226 	1.362482 	2.739998 	-1.640039 	0.214622 	0.200243 	-1.580967 	-1.273698 	-3.495404 	1.738065 	0.000000 	-0.273161 	2.055608 	0.000000 	-0.175566 	-2.692107 	-0.502527 	
-0.552445 	0.000000 	-1.095217 	0.848460 	0.000000 	-0.491780 	-0.318330 	1.594712 	0.000000 	-1.404502 	-0.425645 	-1.517601 	0.000000 	0.000000 	1.343915 	-1.146393 	0.124222 	2.327634 	0.000000 	2.452834 	0.000000 	0.799267 	-0.535345 	-1.190357 	-1.040287 	-0.228931 	1.021522 	1.419697 	0.000000 	2.302045 	-4.245261 	0.228538 	
1.710104 	-0.459966 	0.728345 	0.000000 	-1.928478 	0.000000 	0.000000 	2.662699 	-2.690474 	-2.135458 	0.000000 	0.000000 	0.000000 	1.931540 	0.761212 	0.000000 	0.000000 	0.800436 	-1.854457 	2.105728 	-0.301552 	-2.437959 	-0.425105 	0.000000 	0.000000 	0.758298 	2.101471 	-0.986400 	1.355907 	1.028967 	-1.146618 	0.000000 	
-1.403493 	-0.451452 	1.071919 	0.985159 	0.000000 	1.306727 	-1.321460 	-1.672872 	0.961586 	-0.565465 	0.000000 	-0.260402 	-0.149936 	0.000000 	-0.774863 	0.000000 	0.000000 	-0.291144 	0.203262 	1.271353 	0.585454 	-0.653625 	0.000000 	2.126592 	0.000000 	-0.625265 	0.754781 	-0.712737 	-0.222331 	0.666493 	-1.719654 	0.641057 	
-2.122238 	2.245303 	2.122238 	0.000000 	0.786258 	0.418572 	-1.391013 	0.642646 	1.481646 	1.820321 	2.275714 	3.205335 	0.207077 	0.000000 	-4.443490 	0.000000 	0.794765 	-1.276318 	-2.120392 	0.000000 	0.883120 	0.000000 	1.033618 	2.461187 	0.000000 	-3.161112 	-1.569283 	-1.323604 	0.280696 	0.168944 	-1.519642 	-0.960646 	
0.000000 	-0.704498 	-1.060425 	3.125719 	0.353275 	2.745380 	1.812797 	0.000000 	-1.195935 	2.310932 	-1.641630 	-4.528125 	-0.416070 	0.000000 	0.000000 	0.562446 	-1.084564 	-4.874668 	0.838799 	2.271385 	1.783681 	-2.065295 	-1.206718 	0.000000 	0.000000 	-1.016388 	-1.246265 	3.285594 	2.222135 	-1.531184 	2.783800 	0.000000 	
-0.652511 	1.803474 	1.346842 	-0.694331 	2.328813 	1.921429 	0.000000 	2.492310 	0.573615 	-0.116730 	-1.234572 	0.000000 	-1.724646 	-0.260859 	1.092012 	-0.299476 	2.401492 	-2.161725 	-1.840616 	1.845389 	2.080913 	0.000000 	-0.257279 	-0.967649 	-0.460752 	-0.785344 	-1.564344 	-0.335523 	0.000000 	0.000000 	0.000000 	-3.442350 	
0.652291 	-0.060890 	-2.132357 	0.000000 	-2.218523 	-1.849724 	1.095601 	1.491369 	-4.443694 	-3.020667 	1.309407 	1.686893 	0.995820 	2.146195 	0.000000 	1.163048 	-1.656471 	0.746233 	-0.252201 	0.000000 	-2.411564 	1.480066 	0.970618 	0.000000 	-1.977447 	1.548962 	3.152207 	-1.994205 	0.984762 	1.161053 	1.742081 	0.000000 	
0.000000 	1.304324 	0.000000 	0.000000 	-0.231412 	0.000000 	2.927073 	-0.326393 	-0.715741 	-1.789998 	-0.914874 	0.000000 	0.988322 	0.000000 	0.789541 	-0.966789 	0.552573 	-1.997227 	1.214617 	-0.145477 	-1.051449 	0.000000 	2.014510 	2.243611 	-2.579218 	-1.849031 	0.952270 	0.000000 	-1.093014 	-1.540017 	1.936950 	0.839248 	
-1.168934 	0.842767 	0.000000 	0.000000 	0.219540 	-0.725286 	-1.724805 	0.000000 	0.631912 	1.807843 	1.308819 	1.305332 	0.329334 	0.000000 	-2.544268 	1.568397 	0.000000 	-0.172744 	-2.004073 	0.000000 	1.235763 	1.168934 	-1.648450 	-1.921251 	2.410293 	-0.215926 	-0.159708 	1.149328 	2.085813 	0.000000 	-0.896531 	-2.411478 	
-1.581333 	-1.271846 	0.000000 	-0.557272 	2.106882 	-1.892890 	-2.166226 	-0.378936 	0.000000 	0.786763 	2.645070 	3.353043 	0.000000 	-0.691282 	-1.219649 	1.297836 	-0.537948 	0.000000 	0.706073 	-2.468726 	0.000000 	2.138605 	0.690517 	0.354981 	0.861868 	1.307658 	-2.902702 	-3.063448 	0.000000 	0.392105 	1.778209 	-1.451411 	
0.000000 	0.000000 	1.497278 	0.271246 	-0.200774 	0.309611 	0.000000 	1.713169 	-1.636252 	-2.190405 	0.000000 	0.672496 	0.000000 	0.879096 	0.591622 	0.000000 	0.572610 	-1.491917 	-0.777591 	1.904437 	0.636576 	-1.768524 	0.370370 	1.568583 	-0.436635 	-0.086700 	0.591837 	-1.422124 	0.650825 	0.000000 	0.202537 	-1.228198 	
0.000000 	2.099095 	0.000000 	-2.574913 	0.000000 	1.827690 	-0.659618 	-0.048097 	0.000000 	2.397985 	1.083903 	0.000000 	-3.040425 	1.592358 	-3.225942 	0.693973 	0.558270 	0.000000 	-0.517044 	-1.880941 	-0.651029 	2.574913 	0.395083 	-0.609803 	-0.654464 	0.000000 	0.000000 	-0.558270 	0.000000 	0.000000 	1.485857 	0.000000 	
-1.125319 	-1.078549 	-0.060740 	1.475029 	1.481225 	1.194794 	0.000000 	0.000000 	-0.817204 	0.000000 	-0.111292 	-1.708932 	0.000000 	0.716296 	0.000000 	0.000000 	1.045983 	-1.233227 	-0.622205 	1.975231 	0.259316 	-0.288971 	-0.148025 	0.701888 	-0.592114 	-2.308812 	0.000000 	-0.237190 	2.110255 	1.045199 	-1.887030 	0.930525 	
