9.625483 	6.009921 	4.068999 	3.577106 	1.247227 	-1.141846 	-2.071127 	-4.121913 	-4.306933 	-8.240865 	-9.822222 	-16.474364 	-18.046617 	-20.920858 	-26.714976 	-26.764304 	-27.490856 	-26.640062 	-28.943938 	-33.888572 	-30.877379 	-34.192158 	-31.138501 	-34.712607 	-37.089005 	-40.286923 	-38.980760 	-39.316559 	-42.961816 	-45.438745 	
