1.672027 	0.000000 	1.418498 	0.165158 	-1.948969 	1.102960 	1.143985 	-0.673088 	-1.689074 	2.260023 	0.893419 	-1.417387 	1.260319 	0.000000 	-1.745541 	-1.833885 	0.862817 	-0.334894 	-1.490951 	1.459779 	-1.093935 	-2.677828 	2.614479 	-1.994472 	-1.997452 	1.265598 	0.690126 	-0.682080 	-0.314466 	0.936736 	0.809143 	0.000000 	1.451535 	0.941984 	0.000000 	-0.560508 	-0.164104 	
-1.208539 	1.527669 	-1.036288 	-1.062247 	0.714925 	0.755089 	1.196246 	-0.061286 	-3.570610 	0.712958 	0.224255 	-3.134922 	1.007606 	-0.581959 	-1.228591 	-0.708375 	2.775144 	-1.694555 	-1.454600 	0.000000 	-1.121846 	-0.875249 	1.645580 	2.851426 	-0.961088 	0.347160 	0.679322 	-0.557444 	1.712073 	2.122153 	0.000000 	-0.884662 	-1.174556 	-1.607033 	2.622012 	1.462569 	1.274024 	
0.000000 	0.815148 	-1.277142 	0.328788 	1.143113 	-1.594141 	0.000000 	0.000000 	1.726408 	-1.603721 	-1.632196 	0.169559 	-0.484900 	-0.177405 	2.982546 	-1.075519 	-0.715732 	1.204176 	1.717946 	0.000000 	-1.332928 	-0.368821 	-1.006133 	1.401628 	1.265428 	0.641354 	-0.906888 	1.359024 	0.218902 	1.178870 	-1.966440 	0.787265 	0.314473 	-1.513488 	0.095644 	-0.845003 	-0.927116 	
0.000000 	0.000000 	-0.882634 	0.842731 	2.542770 	0.795233 	-1.031089 	-1.502292 	-1.808794 	-0.237172 	0.000000 	-0.237022 	-0.366191 	-2.118294 	-0.528315 	1.162913 	-0.290391 	0.000000 	-0.473572 	-0.387154 	0.425339 	0.823136 	-0.025732 	2.059059 	1.726512 	-1.268191 	0.727621 	-0.471326 	2.147627 	-1.249540 	0.451389 	-0.873211 	-1.144230 	-1.672931 	2.494453 	-0.379093 	2.359189 	
1.001140 	1.130346 	1.853308 	2.266070 	-0.578114 	-2.915595 	-0.903166 	-0.064026 	1.218853 	1.712568 	-0.673593 	-1.111120 	0.000000 	0.000000 	0.873937 	-1.601625 	-0.565109 	3.207270 	0.000000 	-0.701956 	0.000000 	-2.607641 	1.135297 	-0.679282 	-2.977498 	1.375082 	0.000000 	-1.719960 	0.000000 	0.648697 	-0.808027 	0.667436 	1.380602 	0.000000 	1.360960 	-0.984090 	0.000000 	
0.528168 	-1.653080 	0.000000 	0.153063 	-0.119575 	2.717665 	-0.337483 	0.000000 	-0.481250 	-1.117251 	-1.290948 	-0.308209 	1.149733 	-0.248435 	0.000000 	1.041494 	-0.727669 	-0.649290 	0.612923 	0.000000 	0.000000 	0.000000 	-0.662393 	0.000000 	1.653080 	0.000000 	0.000000 	-1.867647 	0.162424 	-0.523167 	1.367204 	1.376959 	0.000000 	0.000000 	1.707489 	-0.785964 	0.250135 	
0.000000 	1.304975 	-0.284149 	0.388665 	1.694602 	0.746196 	0.437615 	-1.652268 	0.533924 	-1.276710 	-1.803223 	0.432734 	0.729356 	1.722312 	2.569670 	0.165942 	0.484234 	0.000000 	1.033576 	0.000000 	-1.901516 	0.000000 	-0.890141 	0.108812 	-1.247661 	1.250512 	-0.791980 	-0.702703 	0.000000 	0.717416 	-0.904492 	0.307746 	0.041490 	0.769027 	-1.038991 	-0.576716 	-1.488122 	
0.116235 	0.000000 	-0.306995 	-0.096604 	0.752006 	0.696587 	0.674945 	0.000000 	0.000000 	0.519834 	0.000000 	0.000000 	-1.820539 	0.000000 	-0.142450 	0.000000 	-1.483902 	1.619242 	0.712641 	0.000000 	0.000000 	0.646308 	-2.135308 	2.255163 	0.000000 	-1.948168 	-0.781649 	-1.734096 	0.306995 	1.060671 	-0.319770 	0.000000 	-1.387586 	0.000000 	1.647503 	1.570783 	0.000000 	
2.363306 	0.547832 	0.782105 	0.926046 	-1.076586 	1.151032 	-1.382776 	0.277999 	-0.636568 	2.529113 	-1.847255 	-1.442822 	1.991959 	-0.854552 	-0.224206 	-0.469181 	-0.268155 	0.000000 	-0.537761 	0.000000 	0.000000 	-1.872021 	1.124686 	-0.398038 	0.000000 	0.000000 	1.005609 	-1.368579 	0.237302 	-1.226703 	0.706557 	1.134567 	2.554573 	-0.931899 	0.584701 	-1.373009 	0.000000 	
0.953231 	-1.945639 	1.575802 	-0.476675 	0.557734 	1.467897 	-0.866862 	-1.824696 	-1.162649 	0.000000 	1.367115 	0.974490 	1.687520 	-1.740628 	-2.698322 	0.776768 	0.000000 	-1.496883 	-1.871316 	0.458007 	0.806341 	0.564255 	1.081585 	-2.599351 	1.090146 	0.614694 	0.000000 	0.668081 	-0.821416 	-1.010283 	1.740633 	0.474620 	0.000000 	0.000000 	1.386277 	-1.071831 	2.065313 	
1.035623 	-1.121557 	0.000000 	0.658554 	0.000000 	1.755334 	1.163757 	-1.569507 	0.455065 	-0.517743 	-1.108566 	0.000000 	-0.343546 	1.373669 	0.000000 	0.000000 	-0.697353 	1.256627 	1.568762 	0.000000 	-0.540069 	-1.414351 	0.449476 	-0.811087 	0.682778 	0.000000 	0.428133 	-2.393135 	-0.253267 	0.000000 	0.501206 	0.426944 	1.025631 	1.789935 	-0.664719 	0.000000 	-1.954970 	
