-1.093688 	-1.302611 	2.497017 	-0.982318 	0.000000 	-0.077914 	2.339351 	0.890680 	-0.945022 	0.000000 	0.013680 	2.571704 	-1.498507 	-0.870711 	1.347018 	1.275808 	0.000000 	0.000000 	0.894836 	-0.253353 	0.000000 	0.320604 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-2.807340 	1.136769 	-0.064300 	-1.052962 	0.000000 	-2.173498 	0.000000 	0.000000 	1.100379 	0.000000 	
1.849667 	0.488290 	0.000000 	-2.084393 	0.000000 	-1.643660 	1.241224 	-1.437450 	1.897461 	-0.160890 	0.422209 	1.585062 	-1.688593 	2.325930 	-0.574224 	-0.699277 	-1.488327 	-0.614720 	-1.286112 	0.160584 	-2.469537 	0.737581 	0.682588 	-2.703909 	1.675591 	0.819831 	0.727089 	-0.748336 	-0.650467 	1.042725 	1.017068 	0.000000 	0.585294 	0.312018 	-0.212436 	2.255908 	0.000000 	-0.307690 	
-0.945422 	0.386617 	-1.251427 	0.000000 	-2.145074 	0.000000 	0.635798 	1.369012 	-0.379185 	-1.476434 	0.372135 	0.000000 	-0.250889 	-0.917979 	-1.294790 	0.839086 	1.343008 	1.178404 	0.830362 	-0.534100 	0.000000 	-1.503684 	2.399562 	1.757620 	-1.749678 	1.363672 	1.532031 	-1.271001 	0.000000 	0.000000 	-0.272966 	2.661558 	0.762203 	-2.200818 	0.901513 	-0.938095 	1.080093 	-0.718195 	
0.000000 	0.000000 	0.000000 	0.000000 	1.225856 	-0.551618 	-0.465356 	2.459171 	-0.287108 	0.727025 	0.150318 	-0.455001 	1.464924 	-2.103705 	-2.144508 	-2.109570 	0.530383 	-0.518099 	1.403571 	0.753456 	1.886404 	-0.342503 	0.000000 	0.165195 	0.485939 	1.297593 	-0.732093 	0.000000 	-1.078995 	1.473029 	2.061314 	-1.658355 	0.000000 	-2.375978 	1.127808 	-1.694877 	-0.582672 	0.000000 	
-0.423491 	-1.008982 	-0.310666 	0.928154 	0.904361 	0.128802 	0.000000 	0.000000 	-2.158490 	0.000000 	0.940104 	0.113062 	0.000000 	-0.690745 	1.462917 	0.929611 	-0.223180 	0.575975 	0.134134 	-0.716889 	-0.112082 	-0.601869 	-1.260359 	1.601734 	-1.954330 	1.564008 	-0.798662 	0.312157 	0.891661 	0.962046 	0.214398 	-0.851253 	-1.568272 	-0.416956 	1.449868 	-1.111481 	-0.907517 	1.323612 	
0.338551 	-1.707626 	0.000000 	-0.412473 	-1.281320 	-0.067997 	1.682321 	-1.041549 	0.000000 	1.425131 	0.403913 	0.612918 	0.000000 	-2.365245 	0.000000 	0.000000 	1.278850 	0.000000 	-1.602770 	0.000000 	-0.314733 	-0.450585 	0.853031 	-1.775098 	0.000000 	1.409619 	1.566261 	-1.587395 	0.000000 	1.540616 	1.389096 	0.000000 	1.864837 	-1.200578 	0.000000 	1.719099 	0.953139 	-0.787494 	
-1.324987 	0.985502 	-0.286985 	0.661611 	0.000000 	0.228338 	-0.553646 	0.235327 	1.959008 	-1.130267 	-1.340806 	1.091176 	-0.913594 	0.680683 	-1.139982 	0.068112 	1.955980 	-1.363284 	-0.289811 	1.056910 	-1.055320 	0.000000 	0.904655 	0.868663 	-1.494596 	0.629286 	-1.047238 	0.533417 	-0.482192 	1.986747 	0.000000 	0.832119 	-0.365258 	0.000000 	0.893331 	-1.618338 	-0.180935 	-0.472310 	
0.448260 	3.265049 	-1.163730 	-1.531424 	-1.263699 	-0.980040 	-0.620073 	-1.853898 	1.400060 	-0.572281 	0.000000 	-0.240117 	0.106149 	0.545579 	0.000000 	1.027690 	0.655682 	0.862759 	0.000000 	0.000000 	-1.725645 	-0.089223 	1.853898 	-0.985048 	1.117229 	-0.637407 	0.530435 	-0.876820 	2.627207 	-1.782090 	0.000000 	2.491668 	-0.053410 	0.000000 	-1.747816 	0.463877 	0.639195 	-1.465550 	
0.000000 	-1.052028 	0.320606 	0.193282 	0.600285 	0.677861 	0.197828 	0.831931 	0.577619 	0.000000 	-0.676960 	-0.778323 	0.378991 	0.000000 	-1.370982 	-1.142505 	1.440514 	0.000000 	1.098164 	1.141324 	0.000000 	-0.569338 	0.379893 	-1.583551 	0.000000 	0.000000 	-0.807547 	0.893757 	-1.018557 	0.212324 	-0.482718 	-0.502931 	0.833031 	0.641876 	-1.519834 	1.383802 	1.341006 	0.000000 	
-0.264695 	-2.670892 	1.392200 	0.865313 	2.087940 	-1.510974 	0.980739 	0.000000 	1.038485 	0.713310 	0.643277 	1.704299 	-0.215810 	0.668461 	0.000000 	0.968566 	-2.179086 	0.258320 	0.000000 	-2.153124 	0.000000 	-0.414458 	-1.030714 	-0.326157 	-1.981716 	0.266630 	-1.296246 	1.044932 	-1.646219 	0.634839 	0.233719 	-1.589283 	1.686749 	0.796995 	-1.376767 	0.526559 	-0.244240 	1.347334 	
