0.000000 	1.954054 	-1.813738 	0.000000 	-0.736075 	0.000000 	-1.250671 	1.858841 	-0.740432 	0.275726 	0.000000 	-1.434583 	-0.834406 	0.836806 	0.422866 	-1.130905 	1.967040 	0.983174 	-1.396091 	-2.534610 	1.672109 	0.257550 	-0.626370 	0.000000 	-0.831476 	0.000000 	-1.688427 	-0.492971 	0.000000 	0.000000 	0.468324 	0.000000 	-1.737682 	2.031099 	1.051865 	-0.304076 	-0.675809 	0.000000 	0.660762 	0.344370 	1.452145 	-1.193563 	2.130117 	1.004708 	
-0.217024 	1.168261 	0.000000 	-1.776329 	1.746212 	-0.482947 	1.570040 	-1.229313 	0.635282 	0.000000 	0.398984 	-1.479894 	0.233122 	0.000000 	0.000000 	0.000000 	0.279679 	0.697786 	1.382453 	0.574974 	0.000000 	-1.265019 	0.000000 	-0.808934 	0.470377 	-1.488110 	0.856968 	0.443765 	-1.630435 	0.124998 	0.000000 	0.000000 	1.898841 	-1.532867 	0.144874 	-0.796278 	-0.616829 	1.199914 	0.000000 	0.821988 	-0.250304 	-0.461867 	0.000000 	-0.148041 	
-1.972998 	1.138504 	-2.268052 	2.336691 	1.627925 	-1.380799 	-1.492624 	2.115600 	-2.903937 	0.854209 	-0.650934 	-0.402453 	1.076664 	0.000000 	1.727962 	-1.394968 	-0.798360 	-1.439137 	3.760735 	0.135936 	0.470292 	-0.368498 	0.686994 	-2.060531 	1.436494 	0.176837 	0.722567 	-1.327538 	0.000000 	0.000000 	-0.807685 	0.279364 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-0.757738 	0.000000 	-1.403303 	0.820872 	2.030659 	0.000000 	
0.000000 	-2.773194 	0.563671 	-0.532701 	1.397287 	0.000000 	0.000000 	0.897434 	0.096864 	1.955627 	0.100769 	-0.812666 	1.556101 	-1.234102 	0.105473 	0.827514 	-1.006202 	-1.331243 	1.763230 	-0.525377 	0.449047 	0.000000 	-1.674970 	-0.718269 	3.537489 	0.000000 	2.823757 	0.465964 	0.000000 	0.000000 	1.692313 	0.000000 	0.424796 	0.000000 	-1.784955 	0.000000 	-1.509863 	-1.381801 	-0.543246 	1.654789 	0.000000 	0.221032 	-1.129135 	-1.030980 	
0.000000 	-2.032829 	0.000000 	2.376880 	1.580305 	-1.575263 	-0.489991 	1.294919 	-1.391322 	0.000000 	0.444971 	0.000000 	1.334945 	0.000000 	0.000000 	1.150217 	-2.083040 	-0.900154 	1.482493 	0.000000 	0.146128 	-2.332820 	0.000000 	-1.729519 	1.089354 	1.500571 	1.459319 	0.000000 	-1.954015 	0.425046 	1.069998 	0.869337 	0.884018 	-1.105196 	-0.553941 	0.000000 	0.000000 	0.725761 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-0.941459 	
2.107485 	0.000000 	0.000000 	-0.427018 	0.895044 	-0.409768 	0.000000 	0.000000 	0.000000 	0.000000 	1.172923 	-1.182357 	-0.399443 	0.521451 	1.891773 	-2.086817 	-0.981694 	-0.768310 	1.157618 	-1.848149 	0.234529 	-0.596580 	-0.865610 	0.000000 	1.083298 	0.580958 	1.157809 	-0.161214 	1.415072 	0.266423 	-1.360556 	0.125906 	1.255987 	1.816023 	-1.031142 	0.212181 	0.302541 	-2.762091 	-0.598473 	1.022196 	0.987216 	-0.828497 	-0.442398 	0.000000 	
0.000000 	0.000000 	0.623311 	-2.829453 	0.000000 	-0.859398 	0.716267 	-2.702339 	1.826634 	0.000000 	-2.032884 	1.629204 	-1.107318 	0.887886 	1.699507 	3.088008 	-0.123000 	1.030317 	-1.364236 	-0.974943 	-0.296806 	1.076918 	-1.729162 	1.724751 	0.000000 	-1.061389 	0.649312 	0.735232 	1.375567 	-1.146338 	0.000000 	-0.903497 	1.084477 	-0.519252 	0.000000 	1.026342 	0.000000 	-0.414724 	0.000000 	2.322584 	1.405790 	-0.177181 	-2.694722 	-1.271974 	
-0.385229 	-1.489702 	0.645934 	-1.152375 	-0.778415 	-1.187658 	0.000000 	0.302258 	1.268232 	1.423314 	-1.472280 	0.585592 	-0.530064 	0.000000 	0.726293 	1.056413 	0.901190 	0.000000 	0.278546 	0.000000 	1.233054 	0.729653 	-1.117039 	0.245440 	0.000000 	-0.994372 	0.746843 	-0.471216 	1.126024 	-0.316126 	2.075774 	-1.275509 	0.000000 	0.673890 	0.763829 	0.220105 	-0.412892 	-0.570810 	-0.933810 	1.376264 	-0.876190 	0.579656 	-1.317008 	-0.666332 	
0.000000 	0.900287 	1.015183 	0.788396 	-0.387288 	-1.277576 	0.197618 	0.715020 	-0.819572 	0.448606 	-0.905721 	-1.635926 	0.000000 	1.353742 	-0.927592 	-0.688643 	0.000000 	0.735034 	0.000000 	-0.714818 	0.910108 	-1.423624 	0.000000 	-0.219645 	-1.051366 	-0.925845 	0.938853 	-1.304910 	0.402115 	1.058919 	-0.076456 	0.632359 	0.231888 	1.085564 	0.359652 	-0.436181 	0.785051 	-1.471935 	-0.058755 	0.000000 	0.000000 	0.000000 	0.747363 	1.215144 	
1.017369 	-2.143852 	-0.298667 	-0.458249 	-0.163068 	1.342523 	0.645250 	0.446922 	1.358676 	-0.635447 	0.177192 	0.990757 	1.385631 	-1.183242 	-0.975438 	0.625219 	-0.365668 	0.728530 	-1.426522 	-0.567570 	-0.678849 	0.731877 	-1.166358 	0.000000 	0.513085 	0.000000 	-0.378533 	0.245586 	0.624102 	0.000000 	0.957383 	0.000000 	0.392082 	0.000000 	0.856531 	0.771494 	0.000000 	-1.294433 	0.174790 	0.000000 	0.000000 	-1.429383 	0.376587 	-0.374441 	
-0.807504 	1.023646 	0.254173 	-1.288656 	-0.294325 	0.000000 	-0.181567 	-0.348016 	1.923653 	-0.234023 	0.000000 	-0.964524 	-1.452135 	0.630209 	1.273926 	0.778933 	0.361511 	1.034129 	-0.717744 	-1.222303 	-1.199167 	0.000000 	-0.708031 	-0.745285 	0.225410 	-1.168912 	0.244755 	0.986163 	0.000000 	0.939674 	-0.303877 	0.627088 	-0.209718 	-0.759062 	-0.945348 	0.000000 	1.328584 	0.277094 	-0.266012 	2.228640 	1.594377 	0.000000 	-1.358913 	0.000000 	
0.000000 	0.683637 	-0.727535 	-1.400769 	-0.097761 	0.000000 	-1.188848 	-0.371680 	0.000000 	-0.543293 	0.000000 	0.882875 	1.948038 	-1.238762 	0.000000 	1.924806 	-0.199000 	0.550232 	-1.158773 	-1.266160 	-0.891844 	0.000000 	0.610675 	-1.268842 	2.243817 	0.975892 	0.515753 	-1.092982 	-1.468111 	0.768460 	-0.158508 	-0.567657 	0.914078 	-1.078206 	2.061959 	-1.443316 	0.000000 	0.865084 	0.868225 	0.284591 	0.304550 	0.535351 	0.354948 	-0.480441 	
2.698925 	0.000000 	0.596319 	-0.611078 	-0.742633 	0.000000 	-0.503156 	-0.620079 	0.000000 	0.831909 	0.476330 	0.281875 	-1.059052 	0.743174 	0.530617 	-1.880378 	0.000000 	-0.877743 	-0.438899 	-2.068564 	0.721583 	-0.716554 	0.568768 	-0.497048 	0.851263 	1.622053 	1.213970 	-2.345490 	0.107862 	1.082932 	0.000000 	0.281874 	0.845610 	1.200380 	0.407755 	0.000000 	0.000000 	-1.087524 	0.324952 	0.668038 	1.353231 	1.408633 	-1.938615 	-1.972176 	
-0.509500 	0.000000 	0.572616 	-0.217793 	0.971546 	-0.253508 	-0.349561 	1.036668 	-0.257817 	0.870130 	-0.987971 	-1.874276 	-0.544028 	0.381355 	-0.826699 	0.959116 	0.000000 	0.778722 	0.408639 	-0.599790 	0.828350 	-0.581676 	-1.196644 	0.797184 	0.383660 	0.253614 	1.614939 	0.560142 	-0.817444 	0.358348 	1.107901 	0.593222 	1.217749 	-0.467968 	-1.212896 	0.139407 	-1.658233 	-0.835454 	-1.051289 	3.227148 	0.451825 	-0.944077 	-0.379451 	0.000000 	
1.062793 	0.000000 	1.461601 	-0.283191 	1.821877 	0.000000 	-0.155232 	-1.714185 	0.532820 	-1.808933 	-0.495579 	1.054226 	0.000000 	-0.114003 	-1.110167 	1.727246 	-2.313420 	-0.848819 	0.769615 	0.000000 	-0.526683 	-0.151051 	0.000000 	0.000000 	0.000000 	1.283405 	0.712603 	0.000000 	0.000000 	0.777987 	-1.442647 	-0.327411 	3.066572 	-0.996338 	-0.883309 	0.171396 	-1.186048 	0.938113 	0.416980 	1.665506 	0.293074 	-1.382075 	-0.534924 	0.000000 	
-2.313350 	1.572066 	-1.375646 	0.825845 	0.000000 	-1.310622 	0.227393 	2.165828 	0.691546 	0.797117 	-0.413509 	-2.627786 	1.792814 	0.000000 	0.366977 	1.451529 	-1.050310 	0.000000 	0.000000 	-1.267091 	-0.411068 	0.000000 	1.106179 	-0.457972 	1.537940 	0.153758 	1.099624 	1.388052 	-2.398056 	1.052684 	-0.377879 	-0.647064 	0.626575 	-1.716246 	0.000000 	-0.314436 	0.000000 	0.000000 	-0.494131 	0.771626 	0.767667 	-2.335292 	1.222755 	1.061920 	
