0.000000 	-1.668086 	1.716067 	-1.264408 	-0.516471 	-0.323380 	-0.628613 	-0.508476 	2.368739 	-0.901699 	-0.251989 	0.748385 	-0.700463 	0.000000 	-1.003376 	1.170269 	-0.947756 	0.408186 	2.008578 	-0.320964 	1.155906 	0.000000 	-0.379936 	0.795714 	-1.341732 	1.265860 	0.000000 	0.610498 	0.416264 	-1.226961 	-0.967635 	0.905458 	1.522855 	-1.657248 	-1.872640 	0.668947 	0.000000 	0.299189 	-1.334110 	2.159745 	
-0.186472 	-0.568517 	-0.824407 	-0.367564 	0.000000 	-2.222685 	1.142164 	0.000000 	1.882731 	-1.965236 	0.000000 	-0.590175 	1.682413 	-0.211477 	-1.812504 	2.098294 	0.207587 	-0.983823 	0.510421 	0.000000 	0.000000 	-0.957324 	2.541360 	0.000000 	1.017976 	0.000000 	0.000000 	-0.631046 	0.460102 	-1.094671 	0.000000 	0.886905 	0.450512 	0.000000 	-0.512293 	1.875209 	-0.972649 	-0.407732 	-0.155092 	0.000000 	
-0.698987 	1.484709 	-1.007330 	0.000000 	0.000000 	0.636132 	0.000000 	1.184528 	-0.939910 	-1.413302 	-0.741483 	0.135502 	-0.605085 	0.604019 	1.539069 	3.032666 	1.229475 	-1.232148 	-0.276135 	0.585814 	-0.205836 	-0.648450 	1.148549 	-1.740898 	1.037487 	-0.832932 	-0.456798 	0.000000 	1.957920 	-0.225967 	0.635230 	1.208325 	-1.842019 	0.000000 	0.798420 	-1.395638 	-1.896657 	-0.097127 	-0.087757 	1.616708 	
1.428338 	0.000000 	0.850558 	1.637967 	-0.052744 	-0.936916 	-0.218304 	0.285362 	-0.520659 	1.826772 	1.979065 	0.000000 	-0.873640 	-0.150311 	0.000000 	0.000000 	-0.076282 	1.552621 	1.017385 	-0.454110 	0.000000 	0.248571 	-1.795688 	-0.206854 	0.000000 	1.318882 	0.810875 	-1.218834 	-0.472128 	0.000000 	0.000000 	0.660562 	0.000000 	-1.803738 	-0.835410 	-2.805990 	0.649620 	-0.581405 	-1.494812 	0.697759 	
1.160088 	-0.059353 	-1.078812 	0.000000 	1.182523 	-0.486425 	1.057561 	-1.066428 	0.000000 	-0.710448 	1.465606 	1.948991 	-1.664090 	-0.775844 	-0.669505 	2.209281 	0.745045 	0.000000 	-1.471077 	0.460819 	-1.775138 	0.356625 	0.423118 	-0.430121 	0.794238 	0.000000 	-0.838404 	-0.886588 	0.204573 	-0.736216 	0.000000 	0.413483 	0.000000 	0.494120 	1.110038 	-1.275635 	0.902593 	0.371311 	0.000000 	0.000000 	
-2.263403 	0.812964 	0.833550 	0.000000 	2.234391 	-0.400465 	0.000000 	0.000000 	0.000000 	-0.799255 	1.517409 	1.118483 	1.344018 	1.124470 	0.967021 	-0.722014 	0.515966 	-0.546548 	0.788567 	2.042243 	-1.904629 	-2.270329 	0.000000 	0.372813 	0.316069 	0.000000 	1.723840 	-1.792265 	-3.101731 	0.000000 	-0.638079 	1.359622 	-1.031149 	-2.027738 	1.634391 	-0.495516 	0.000000 	0.000000 	1.424576 	0.000000 	
0.488150 	-0.654108 	0.000000 	1.717407 	0.434071 	0.000000 	-0.773556 	-0.415974 	0.000000 	-0.343560 	2.100830 	1.423457 	0.000000 	-1.453443 	0.000000 	0.000000 	0.994684 	0.000000 	0.849666 	-1.109968 	-1.361952 	0.844031 	-0.838282 	-0.589372 	0.000000 	0.000000 	1.674989 	-0.921683 	-0.179977 	0.000000 	0.946362 	1.593612 	0.000000 	-1.307830 	-1.516097 	-1.036873 	0.130055 	-0.265531 	0.343613 	0.668986 	
-1.995189 	0.000000 	0.000000 	-0.772575 	1.634281 	0.000000 	-1.019600 	0.999626 	-0.863711 	-1.153507 	0.000000 	-0.486591 	0.342157 	1.408250 	1.080285 	-1.700056 	0.607916 	0.529495 	0.000000 	2.449104 	0.000000 	1.364367 	0.000000 	-0.385061 	1.788497 	-0.501120 	-0.599602 	-1.077093 	0.000000 	0.571528 	0.506105 	1.435483 	-1.415257 	-0.556004 	0.000000 	-0.604420 	0.415180 	-0.788158 	-0.222111 	1.187531 	
-3.964633 	0.000000 	0.518937 	-2.634086 	3.206314 	0.658362 	-1.411999 	1.314344 	0.000000 	-0.800708 	-0.397199 	0.655937 	1.553986 	0.000000 	0.000000 	-1.533251 	-0.246503 	-1.713140 	1.818823 	2.290657 	-0.732771 	-1.048439 	0.865525 	0.935860 	-1.380227 	0.872676 	1.461807 	-0.559703 	-1.432643 	0.746244 	-0.527394 	1.619932 	0.000000 	-0.214924 	1.246819 	0.621935 	-1.372862 	0.579333 	-2.523504 	2.826228 	
-1.109113 	-0.728195 	2.718809 	0.000000 	1.017236 	1.430732 	0.000000 	0.985650 	0.252844 	-0.786348 	0.589491 	0.766514 	0.000000 	-1.186328 	1.705552 	-0.714858 	1.129615 	0.314829 	1.778817 	-0.956102 	0.000000 	0.389483 	-1.267197 	-0.353148 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.562943 	-1.202917 	-0.098208 	-1.156623 	-1.680623 	0.000000 	-1.149282 	0.216666 	-1.057338 	0.000000 	1.045534 	
