1.349600 	-0.932394 	-0.152452 	-0.969565 	1.027594 	0.676626 	1.242809 	-0.359375 	0.448960 	0.000000 	0.000000 	-1.316490 	-0.727917 	0.443838 	-0.734654 	0.923533 	1.722400 	0.690745 	1.831583 	0.000000 	-1.585956 	-1.755593 	-1.248604 	0.905845 	0.359375 	-0.923533 	0.000000 	0.000000 	0.727999 	0.000000 	
2.374340 	-0.601459 	-0.517183 	-2.436922 	0.488950 	0.730350 	-1.086761 	0.666800 	1.072104 	1.884051 	-2.989164 	0.000000 	0.000000 	0.000000 	1.217622 	1.362284 	-2.711510 	3.621098 	2.678581 	-1.362284 	-2.257393 	2.128469 	0.000000 	-1.301010 	-0.666800 	0.000000 	-1.252600 	0.826120 	-2.617419 	-1.069537 	
2.411661 	-1.109290 	-1.970589 	2.142479 	-1.280498 	-0.861982 	2.118278 	0.000000 	0.641476 	1.914869 	3.518982 	-1.802716 	-1.564457 	-1.479606 	0.000000 	0.669727 	-0.037675 	-3.466880 	2.812883 	-0.669727 	-1.448218 	-0.304476 	0.228022 	1.709604 	0.000000 	0.000000 	-0.970960 	-0.287311 	1.584973 	0.000000 	
-2.120445 	1.264778 	-0.852857 	1.787264 	-0.639354 	0.000000 	0.846703 	-1.013419 	0.133948 	0.000000 	1.775436 	2.847776 	0.000000 	-0.955747 	-1.147909 	2.030048 	0.000000 	-0.701134 	-0.366637 	-2.327251 	-0.864223 	-1.105297 	1.006931 	-0.786732 	1.013419 	0.297203 	0.830370 	-1.366685 	1.744651 	-0.708062 	
1.589547 	0.000000 	0.749616 	-0.918597 	2.195652 	0.000000 	1.461430 	-1.046047 	-0.678127 	-1.763536 	0.417462 	0.671829 	-0.568161 	-0.228379 	-1.277055 	0.897285 	2.053293 	0.251444 	0.000000 	0.326732 	-0.856767 	-1.699627 	-1.100699 	0.966420 	1.046047 	-1.224016 	0.000000 	-1.550854 	-0.496026 	2.616796 	
-2.375078 	-1.511494 	0.000000 	-0.119463 	-0.405842 	0.525306 	-1.432515 	-1.598367 	-0.266173 	-0.957216 	0.102116 	-1.019570 	-0.355836 	0.367005 	0.000000 	2.761267 	2.224750 	2.500851 	0.348285 	0.000000 	0.000000 	-0.614969 	-0.444434 	0.000000 	1.598367 	-2.761267 	0.962013 	1.119891 	1.020811 	0.641256 	
-3.371009 	2.403851 	0.344496 	1.824577 	-1.671464 	-0.153104 	0.270501 	-0.831900 	-1.457093 	0.000000 	0.000000 	0.000000 	0.000000 	-1.087072 	0.000000 	0.000000 	1.699546 	-0.933973 	-2.391083 	0.354692 	2.232858 	-0.612474 	0.000000 	0.000000 	0.831896 	-0.354692 	1.916452 	0.000000 	2.283937 	-1.339768 	
2.384059 	0.000000 	-0.929092 	0.677827 	1.080999 	-1.963344 	0.000000 	0.000000 	-0.420715 	-2.389898 	3.692958 	0.718708 	-1.682868 	0.000000 	0.204518 	-0.742098 	0.000000 	-2.471712 	0.280485 	-0.163611 	0.000000 	-1.338111 	0.000000 	3.009301 	0.000000 	0.905710 	0.000000 	-0.338900 	0.257112 	1.618579 	
0.000000 	1.624961 	-1.894385 	0.977152 	-0.802220 	-0.174876 	0.822207 	-1.187279 	-2.179808 	0.000000 	0.000000 	0.000000 	1.456917 	-2.450032 	0.000000 	0.000000 	-2.259262 	-2.275369 	-0.293656 	0.170318 	1.167267 	2.004878 	0.000000 	2.704526 	1.187316 	-0.170282 	0.000000 	0.000000 	-1.202623 	2.838136 	
-0.136759 	-2.419769 	-1.523252 	1.730448 	-0.782312 	-0.948137 	-0.906598 	0.000000 	1.429878 	-1.293844 	3.326131 	-3.023717 	-0.726550 	1.896342 	0.000000 	-0.610109 	1.214385 	-1.091761 	1.203794 	0.610109 	-0.281765 	-0.933889 	0.690454 	2.140723 	0.000000 	0.000000 	-0.753671 	1.890329 	1.716200 	-0.638521 	
