0.000000 	0.567791 	0.000000 	0.000000 	1.054896 	0.276257 	-0.492167 	-1.204692 	0.245917 	0.000000 	-0.601169 	0.000000 	0.000000 	0.770308 	-0.295229 	-1.014496 	-1.571882 	-0.224598 	-1.289777 	-0.288522 	-1.295535 	0.000000 	-0.030613 	2.150556 	0.000000 	-0.548117 	0.134267 	0.000000 	0.000000 	0.000000 	0.000000 	0.434143 	1.155716 	-0.348472 	0.354644 	0.969754 	1.406521 	0.972976 	0.453520 	0.364922 	-0.521580 	1.441447 	-0.463537 	-0.433245 	-0.952866 	
0.941180 	1.409331 	0.000000 	0.000000 	1.402978 	0.000000 	0.686933 	-1.120973 	-0.917045 	0.000000 	0.000000 	1.276804 	-1.512349 	1.201211 	0.797407 	0.000000 	-1.172968 	-0.719778 	0.084520 	0.000000 	0.703770 	0.000000 	-0.774293 	0.000000 	-1.227513 	-0.886360 	0.000000 	1.663014 	0.000000 	-0.318248 	0.546058 	0.000000 	-1.101502 	0.249109 	0.000000 	0.000000 	0.615785 	-1.235307 	0.000000 	0.379798 	-0.950462 	-0.516653 	1.956997 	-0.489332 	-0.088787 	
0.000000 	0.675704 	-0.095130 	0.793247 	-0.961617 	0.509103 	1.134688 	0.900426 	0.289872 	-1.736664 	0.741513 	0.000000 	0.257184 	0.157988 	0.000000 	-0.865768 	0.000000 	0.000000 	0.000000 	0.000000 	-0.758831 	0.987547 	-0.521587 	0.000000 	-1.440684 	0.000000 	0.000000 	-0.729468 	0.000000 	0.882906 	1.133484 	-2.664028 	0.000000 	1.933168 	1.263184 	1.273623 	0.000000 	0.000000 	-1.651037 	0.442108 	-0.843647 	0.903857 	0.000000 	-0.662080 	0.730860 	
-0.759450 	-1.853050 	-0.802271 	0.471317 	0.000000 	0.000000 	1.064750 	0.000000 	0.413199 	-0.607675 	0.000000 	-0.886492 	-0.194709 	1.369099 	0.000000 	0.000000 	-1.159326 	0.406403 	-0.154255 	0.000000 	1.660690 	0.448200 	-1.281344 	0.067782 	1.038002 	0.488617 	-0.409100 	2.156222 	0.000000 	-0.833861 	-0.595283 	0.326502 	0.344782 	-0.411075 	0.838927 	0.000000 	0.431849 	0.000000 	0.000000 	-0.611867 	0.611382 	-0.514866 	0.847221 	-0.946394 	0.499241 	
-2.180056 	0.537864 	0.839597 	-0.586962 	1.319996 	0.000000 	1.588824 	-0.064776 	-1.172477 	-0.339767 	-0.970226 	0.483497 	-1.154969 	1.534921 	0.000000 	1.260389 	-1.481314 	-0.691271 	1.098354 	0.000000 	-0.520829 	-0.409636 	-1.756228 	0.000000 	0.000000 	0.298136 	0.679469 	1.430606 	-1.580354 	-0.234599 	-1.875006 	-0.365063 	0.261548 	0.870235 	1.089976 	0.181358 	1.258987 	0.000000 	-1.317843 	0.000000 	0.000000 	0.000000 	0.634542 	0.941620 	1.413337 	
0.000000 	0.386485 	-0.083672 	-0.942116 	0.307317 	0.000000 	-0.262716 	-1.613608 	-0.717308 	-1.417296 	0.000000 	0.818788 	0.453502 	0.333233 	0.783903 	0.659447 	0.000000 	0.393340 	1.094904 	0.534678 	-0.486265 	1.409920 	0.000000 	-1.151562 	-0.508511 	0.749585 	0.135251 	0.000000 	-0.916823 	1.036669 	0.000000 	-1.398270 	0.000000 	-0.364228 	-0.233792 	0.236205 	1.246941 	0.955876 	-0.502357 	-0.878745 	0.151969 	-0.560711 	-0.627364 	0.000000 	1.227820 	
0.000000 	0.000000 	-0.858840 	-1.262317 	1.878362 	-1.354379 	-1.302594 	-0.350869 	1.538762 	-0.531120 	-0.625703 	0.000000 	0.135120 	-1.681166 	-0.702736 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-1.431064 	-1.993196 	1.976118 	0.000000 	-0.815930 	0.000000 	0.834035 	0.201778 	-0.819849 	1.576609 	1.302682 	0.924150 	-0.924150 	0.000000 	1.143432 	0.000000 	0.000000 	-0.932809 	1.109125 	0.333096 	0.594427 	0.961962 	0.000000 	0.781542 	0.000000 	
1.662688 	0.972737 	-1.174569 	0.101668 	0.000000 	0.000000 	0.000000 	-1.509136 	-1.821429 	1.893934 	-0.228271 	0.000000 	-1.327846 	0.438269 	0.566618 	1.115175 	-0.340816 	0.320820 	0.000000 	-2.414081 	0.000000 	0.943233 	0.000000 	-1.436269 	0.000000 	0.609750 	0.159940 	0.000000 	-0.586359 	0.772478 	1.178248 	0.360158 	0.391236 	0.000000 	-0.671199 	0.000000 	1.659067 	0.701492 	-1.088634 	-0.880546 	1.113404 	0.950265 	0.000000 	-1.530096 	0.000000 	
0.836334 	1.970743 	0.000000 	2.191000 	0.000000 	0.000000 	-0.464208 	0.932976 	1.019255 	0.000000 	-0.251628 	0.000000 	0.701600 	-1.277696 	0.000000 	-0.850334 	0.705517 	-1.248094 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-1.835699 	0.335996 	0.000000 	0.906777 	-0.799563 	0.075125 	0.000000 	1.074421 	-1.867905 	-0.168921 	0.000000 	0.687605 	0.000000 	-0.455458 	-0.560487 	-0.389955 	0.000000 	-1.119356 	-0.317372 	0.000000 	-0.870804 	1.200492 	
-0.234104 	0.000000 	0.000000 	0.901538 	0.000000 	-0.824737 	0.430113 	0.790102 	-0.469318 	0.000000 	1.237169 	-1.159255 	-0.498612 	-0.109286 	-0.755265 	1.974948 	0.792062 	0.000000 	1.473013 	0.148490 	-0.248549 	-0.742456 	0.000000 	0.734817 	0.000000 	0.000000 	-0.306684 	0.000000 	-1.020958 	0.000000 	-0.529552 	0.000000 	-0.911665 	0.997278 	-0.830248 	-0.820666 	-1.328311 	-0.826503 	-0.995824 	0.000000 	0.000000 	0.309388 	0.000000 	1.961226 	0.000000 	
