1.961472 	0.000000 	-2.726222 	1.454714 	-1.524724 	2.167187 	-3.827774 	0.397112 	4.300227 	-2.588864 	-2.442410 	-1.394898 	-0.910703 	2.346739 	1.850222 	1.085472 	0.309426 	0.000000 	1.326493 	0.000000 	1.599063 	-0.618351 	0.000000 	2.880160 	2.425337 	-3.586150 	1.185926 	-3.517792 	
-2.803690 	1.042292 	-1.676598 	0.407986 	3.072861 	0.000000 	4.480288 	-0.547702 	-2.998323 	2.707726 	0.064276 	0.000000 	-0.386560 	0.000000 	2.513995 	-1.139157 	1.139157 	2.663974 	0.000000 	-2.030569 	-0.838299 	-3.298280 	-1.836838 	0.000000 	0.000000 	1.773463 	0.322284 	-2.847443 	
1.964948 	-1.109930 	0.067512 	-2.708044 	2.077004 	0.000000 	-0.631041 	-0.292220 	0.000000 	-0.104089 	-0.263475 	0.000000 	0.263475 	-1.957116 	-1.636151 	1.600305 	-1.600305 	-0.630310 	-3.199148 	2.259359 	0.000000 	1.477495 	1.834305 	1.889602 	-1.401419 	-0.490374 	0.000000 	3.013939 	
3.283758 	0.617219 	-1.404310 	0.000000 	-2.885773 	0.000000 	-3.349718 	2.393755 	-0.487503 	-0.962639 	-0.788193 	-1.887672 	1.433485 	-1.191365 	0.194143 	1.887672 	0.000000 	-1.893513 	1.387430 	1.224233 	-1.270288 	2.105357 	1.707594 	-0.888737 	1.470271 	0.979521 	-0.645291 	0.000000 	
1.783477 	0.000000 	-0.395106 	-1.330842 	-0.528105 	-1.962422 	0.839594 	2.026116 	-1.968297 	-0.161684 	1.243817 	-1.646526 	1.260263 	-1.708647 	-2.010096 	0.651669 	0.994857 	0.000000 	1.219555 	-1.336161 	-1.298549 	1.897233 	1.273394 	-1.316609 	-0.265543 	2.768693 	-0.541658 	0.000000 	
1.308764 	-1.080930 	-0.744408 	0.000000 	-1.449999 	-0.564523 	0.000000 	0.481112 	1.082433 	-2.607811 	-0.515570 	-2.313580 	0.000000 	0.000000 	-0.952387 	1.908745 	0.404754 	0.946941 	0.000000 	-0.464833 	0.945538 	1.585416 	1.350028 	1.479647 	0.000000 	-1.562966 	1.080292 	1.609169 	
0.777766 	0.218819 	0.000000 	-1.180857 	0.000000 	-1.520237 	0.742471 	1.046514 	-2.145970 	0.000000 	0.775481 	-1.305270 	0.916746 	-2.056164 	-1.064149 	1.305270 	0.000000 	0.551308 	-0.537434 	0.074455 	-1.283752 	1.329044 	1.040345 	-1.163975 	0.000000 	1.696050 	-0.171990 	2.104500 	
-0.823357 	0.210933 	1.045343 	1.516362 	-0.640559 	1.442039 	-1.395085 	0.000000 	1.717069 	1.434348 	0.000000 	1.105419 	0.000000 	0.000000 	2.125214 	0.000000 	-1.105129 	-0.702759 	1.509772 	0.703205 	0.000000 	-1.086628 	-1.645274 	-0.498541 	-0.267747 	-0.758296 	-1.443243 	-2.171130 	
1.830650 	-2.819836 	0.000000 	2.331599 	-4.119278 	1.793052 	-1.453995 	0.834957 	4.130736 	-2.454070 	-1.787731 	-3.274747 	0.485491 	-0.903608 	2.135869 	4.933560 	-1.658813 	0.000000 	1.550713 	1.548468 	2.064643 	2.057380 	0.967041 	3.395521 	-2.169706 	-4.605638 	-0.490812 	1.293385 	
-4.087326 	0.000000 	3.011266 	0.378535 	1.999004 	-0.578435 	4.423329 	-1.680014 	-2.517895 	3.662006 	2.088322 	3.215420 	-0.161622 	0.000000 	0.000000 	-3.215420 	0.000000 	0.000000 	0.000000 	-0.978236 	-0.395548 	-1.820370 	-2.139360 	-2.194652 	-2.768834 	2.398805 	-1.348265 	0.000000 	
