-0.484096 	0.520975 	2.572804 	1.989688 	1.114916 	0.842671 	1.318875 	-2.092111 	0.532274 	-2.409364 	0.000000 	1.328399 	-1.540364 	0.891796 	0.451777 	0.940322 	0.238109 	-0.997625 	0.068777 	-0.934687 	1.021253 	0.000000 	0.672080 	-0.749958 	0.000000 	-1.136622 	0.000000 	-0.175562 	0.835175 	-0.879550 	-2.170686 	1.086885 	-2.603375 	0.105829 	
0.499567 	1.829409 	-1.152595 	1.403495 	-0.660119 	-0.840834 	-2.620804 	0.930711 	1.212628 	0.000000 	1.749870 	-1.385581 	0.897466 	-0.582201 	1.494746 	1.660526 	0.229296 	-1.892041 	-0.846621 	-0.316379 	-1.939520 	0.000000 	0.789415 	-1.795722 	0.602017 	0.480971 	-2.345681 	1.757772 	1.640648 	-1.488143 	1.289645 	-0.612738 	1.024876 	1.872226 	
1.348957 	-1.841734 	0.116141 	2.466314 	0.000000 	2.153789 	0.382063 	0.000000 	0.000000 	0.582517 	0.000000 	-0.150052 	-0.209350 	0.563799 	-2.736306 	0.224542 	0.000000 	0.000000 	1.654033 	0.397050 	-1.153375 	-0.563799 	1.342992 	0.268235 	0.000000 	1.058947 	0.000000 	-1.516925 	-1.447261 	-1.661012 	1.355254 	-1.103589 	-0.627968 	0.000000 	
0.671861 	-0.465796 	-2.569317 	0.000000 	0.000000 	1.069251 	-1.886421 	0.000000 	0.302604 	0.682026 	1.200548 	0.000000 	1.619239 	0.000000 	-1.269702 	1.117233 	1.155276 	0.000000 	1.503725 	-1.583744 	-0.886713 	-0.849181 	2.171420 	-1.099056 	0.849181 	-1.270096 	-2.531303 	0.000000 	2.638365 	-1.275316 	2.784169 	-1.035129 	1.009302 	0.000000 	
-1.622346 	2.200795 	-0.612561 	2.108199 	0.741297 	-0.578449 	0.768740 	1.365317 	2.258012 	0.000000 	1.611322 	0.806163 	-1.653885 	0.000000 	0.000000 	1.104182 	-0.813312 	-0.784210 	-1.314839 	0.000000 	-2.299794 	-1.542361 	-0.806163 	-0.568952 	-0.356101 	-2.716881 	-1.418069 	2.363222 	1.737375 	0.000000 	0.000000 	-0.993640 	0.000000 	2.682671 	
-1.918336 	1.167550 	1.838579 	0.000000 	-0.831006 	0.000000 	0.000000 	1.599774 	1.016332 	0.372971 	0.000000 	0.000000 	-1.892524 	1.034313 	0.000000 	0.000000 	0.000000 	-0.723581 	-2.392961 	1.759287 	0.000000 	1.381472 	-3.166571 	0.000000 	-0.715287 	1.278891 	1.173322 	0.000000 	0.158585 	0.750786 	-1.520017 	0.000000 	-0.820855 	-0.976917 	
-0.387304 	1.412557 	0.000000 	1.854806 	1.393825 	-0.898711 	1.171729 	-0.848227 	1.237851 	-0.328550 	1.112364 	0.924094 	-0.139915 	0.000000 	0.294465 	-0.199546 	0.386355 	0.763650 	-0.875702 	-1.585494 	-2.234250 	-1.641474 	0.695486 	-1.640170 	0.256083 	-1.124771 	-1.829476 	0.704707 	-0.452786 	-0.126542 	1.840980 	-0.633914 	1.037116 	0.621741 	
1.119849 	0.796398 	-0.438771 	2.566400 	-0.753270 	-0.153581 	-0.418392 	0.000000 	1.211153 	1.021093 	1.462291 	-1.589000 	0.598545 	0.645531 	-0.250436 	1.053663 	-0.620277 	-3.183651 	-0.079263 	0.172811 	-0.296868 	-0.695407 	0.000000 	0.948963 	0.000000 	0.000000 	-1.326097 	1.204790 	1.499098 	-1.762666 	0.000000 	-0.895580 	-2.224147 	3.233527 	
-0.965114 	0.829640 	-0.198955 	-1.016825 	-0.708824 	-0.182320 	0.000000 	0.717725 	-1.277407 	-0.822863 	1.636769 	2.062520 	-0.280631 	0.353524 	-0.966864 	0.000000 	0.000000 	0.880030 	1.425984 	-0.626316 	0.539504 	-1.694936 	0.000000 	-0.511251 	0.406548 	-1.363561 	0.637554 	-0.958082 	0.933064 	0.317795 	-1.197597 	0.437604 	1.421773 	0.054835 	
0.311685 	-1.290596 	1.919438 	1.392240 	-1.279105 	1.715092 	0.000000 	-2.973864 	1.864371 	0.464305 	0.000000 	0.217793 	1.296213 	1.609698 	-1.627926 	-0.864692 	-0.338795 	-1.071490 	0.664160 	-0.220521 	0.131962 	-0.320658 	-0.443348 	0.661883 	1.423360 	2.898190 	-0.695726 	-1.096708 	-0.342455 	-0.736181 	1.489693 	-0.639431 	-1.329613 	-1.640909 	
