0.911952 	0.000000 	-1.096379 	-1.367953 	0.456154 	-1.016247 	-0.677735 	-0.588903 	0.000000 	1.131419 	0.567991 	-2.132699 	-0.780958 	-0.628849 	0.000000 	0.000000 	-1.239716 	-0.810975 	-0.748214 	2.994861 	0.000000 	1.895846 	-1.368106 	0.460513 	1.375480 	1.069220 	-1.134247 	0.669837 	2.826064 	0.000000 	0.632851 	
1.387706 	-1.623782 	0.000000 	-2.301138 	-0.266713 	0.000000 	-2.923892 	2.565706 	0.235075 	1.795993 	1.884216 	3.645291 	-3.080380 	-1.015192 	-2.124809 	1.639486 	-2.269413 	2.701673 	0.000000 	0.000000 	-0.867772 	0.000000 	3.260295 	-1.417287 	1.252556 	-1.190031 	-3.401340 	1.290685 	0.757770 	1.882465 	-1.754585 	
1.581118 	0.704668 	-1.886411 	-2.225792 	0.000000 	-1.497284 	1.367887 	-2.285326 	0.321139 	0.000000 	1.206334 	-2.010957 	1.266268 	0.800732 	-1.468387 	-0.815833 	0.704208 	-1.266268 	1.145626 	2.527915 	2.313535 	0.000000 	-3.452073 	0.000000 	2.159159 	0.807432 	0.000000 	-0.965772 	0.495413 	1.163454 	0.161123 	
0.000000 	-1.263422 	1.182865 	0.000000 	0.893377 	1.584079 	1.063300 	-1.900513 	1.154996 	-1.007358 	0.943062 	1.796353 	0.000000 	0.985800 	0.263277 	-3.042316 	0.000000 	0.000000 	-0.379650 	0.000000 	-0.658860 	-0.853714 	-0.389325 	1.007174 	0.797988 	-2.337244 	1.392759 	-0.178083 	1.534060 	-1.672701 	-0.562733 	
0.000000 	-0.111694 	-0.905429 	1.238279 	1.601415 	0.000000 	0.000000 	-1.932017 	-0.889863 	0.948278 	-1.446177 	-1.898661 	-0.571907 	0.000000 	1.503079 	-0.862195 	0.705975 	0.000000 	-1.323577 	2.275176 	0.485797 	1.944217 	-2.588939 	-0.375968 	1.518704 	0.000000 	0.000000 	0.818855 	1.523068 	-0.723909 	0.000000 	
0.385323 	0.000000 	-1.113428 	0.000000 	0.733862 	0.650371 	-1.199031 	-1.299834 	-2.516277 	0.000000 	-1.509545 	-2.577422 	1.426349 	0.685474 	1.430130 	2.161549 	1.088160 	-0.518837 	0.000000 	0.912876 	1.480102 	2.396774 	-1.513141 	-0.907512 	0.412605 	1.743960 	0.000000 	-0.837207 	-1.199854 	0.000000 	0.000000 	
-0.992846 	0.190860 	-1.084482 	0.582126 	-0.098058 	0.000000 	0.867469 	-0.197051 	-1.062447 	-1.078387 	-1.194316 	-1.339407 	0.000000 	0.306414 	1.122098 	1.524292 	0.636407 	0.426839 	0.969285 	-0.287985 	-0.427904 	-0.796787 	1.268298 	0.651548 	-0.806054 	-0.366035 	1.442797 	-1.290247 	-0.582014 	0.405132 	0.957341 	
-0.720365 	1.056928 	-1.182997 	0.515743 	0.000000 	0.000000 	-0.840183 	2.797568 	-0.563615 	2.205062 	-0.338260 	2.660416 	-2.641575 	0.000000 	-1.660280 	0.686481 	-0.427572 	2.086143 	1.826517 	0.000000 	0.652502 	-2.853529 	1.234830 	-1.649630 	0.000000 	-1.540173 	-1.948039 	-0.564966 	-0.761918 	2.567616 	-1.761264 	
-0.616521 	2.414290 	-0.428472 	1.240935 	-0.526792 	1.817023 	-0.805645 	1.052645 	0.000000 	-0.187469 	-2.331770 	1.518385 	-0.969662 	0.721859 	-0.404857 	-1.364489 	0.000000 	1.066464 	0.056533 	-0.312692 	0.000000 	-0.885212 	-0.866121 	0.090667 	0.000000 	1.331898 	0.866868 	0.797383 	-2.026423 	-1.229369 	-0.592905 	
-0.140236 	2.570723 	-0.266979 	1.639726 	-1.426252 	2.553248 	-2.973691 	-0.401293 	2.033700 	-1.877845 	-0.825146 	0.000000 	0.000000 	1.552354 	0.000000 	0.284147 	1.299936 	1.210002 	-1.880658 	0.526035 	-0.573648 	0.000000 	-2.464288 	0.667843 	0.369720 	-0.362301 	1.097650 	-0.183029 	0.000000 	-2.856159 	1.790723 	
