0.577163 	-3.082808 	1.900010 	1.527889 	0.528793 	-0.848162 	0.000000 	1.711462 	0.652832 	0.000000 	1.592564 	0.270972 	0.000000 	1.298948 	1.728309 	0.590140 	-1.326953 	0.456273 	-0.426948 	1.424293 	0.594053 	0.000000 	0.479904 	1.624260 	-0.968782 	0.850205 	-1.332460 	1.222303 	-0.796848 	-0.857226 	0.963154 	0.123133 	0.402326 	-1.727338 	0.000000 	-0.989179 	1.668226 	0.485800 	-2.210354 	-1.029679 	-2.098353 	-0.599668 	-1.072861 	-0.216544 	0.655847 	2.371270 	-1.204946 	-0.752819 	-2.257611 	1.163642 	1.461228 	-0.935374 	2.323055 	1.228034 	0.691077 	-0.548806 	-0.734526 	-1.824027 	-1.456898 	1.168192 	-0.276068 	-0.887854 	-2.288951 	-1.116683 	1.491599 	-0.339428 	0.750877 	0.450793 	1.058974 	-1.359284 	0.732116 	-1.225863 	-1.031956 	-0.520293 	0.000000 	1.448138 	0.000000 	0.655906 	-1.555109 	0.428350 	-0.498174 	0.985706 	0.773857 	1.149445 	-0.604189 	-1.223119 	0.000000 	0.505642 	-0.851692 	0.295840 	0.441153 	1.071177 	0.000000 	
2.480030 	0.923471 	2.672151 	-1.128106 	0.000000 	-2.558348 	1.565850 	2.788858 	0.000000 	0.124167 	0.000000 	0.594143 	-0.163448 	-1.962957 	2.592333 	0.210535 	-0.661113 	0.000000 	1.438858 	2.063863 	1.779958 	-1.770647 	0.482537 	0.764268 	1.280222 	0.518832 	-1.035058 	1.298388 	0.000000 	-1.393913 	-0.481387 	1.558098 	-2.207984 	-0.877017 	-0.891598 	0.652802 	1.031187 	-0.500809 	1.450308 	0.202362 	0.000000 	-0.889354 	-1.216952 	0.368499 	0.000000 	0.576470 	-1.215795 	0.000000 	0.474316 	0.079145 	0.519848 	-2.782042 	0.824969 	-1.002321 	1.865884 	0.000000 	-1.516397 	-1.238057 	0.000000 	0.000000 	0.000000 	-1.274262 	1.829152 	-1.531179 	-0.790610 	-1.741129 	-0.188086 	0.786673 	-1.959012 	-1.243498 	0.824368 	-0.556160 	1.520267 	-0.187871 	1.364812 	1.042781 	-1.712221 	1.470893 	1.480677 	0.000000 	0.439145 	0.331228 	0.668264 	-0.406731 	0.157144 	-0.198790 	-0.696346 	-1.382860 	-1.802919 	0.082761 	-1.370829 	0.000000 	0.811732 	
0.000000 	0.000000 	0.195714 	1.338799 	0.000000 	0.563731 	-2.111756 	0.000000 	1.250907 	-0.807911 	3.262687 	-1.650369 	0.000000 	-0.773276 	0.960006 	-1.192070 	0.925761 	0.596258 	0.000000 	1.834519 	-1.081105 	0.788900 	2.024065 	-0.578961 	-0.630536 	-1.696242 	1.547897 	0.437396 	1.340069 	1.072195 	1.829696 	0.241574 	2.064924 	0.221191 	0.200995 	-0.691508 	0.000000 	-0.643375 	-1.219624 	0.594878 	0.000000 	-0.175141 	0.798809 	1.358566 	-1.292029 	1.403889 	0.000000 	0.000000 	0.427562 	0.000000 	-1.172151 	0.000000 	-0.527534 	0.000000 	-0.693600 	-0.944426 	0.000000 	-1.213346 	-1.566144 	-0.084062 	-0.750829 	0.110885 	-0.992250 	0.792566 	0.000000 	-1.180131 	0.000000 	0.462155 	0.000000 	1.087222 	0.000000 	0.513156 	-1.098382 	-1.333652 	-0.766720 	0.389339 	1.364879 	-0.990195 	0.000000 	-1.347443 	-1.204616 	3.422033 	0.757025 	0.586133 	-1.612226 	-1.231737 	-1.909433 	-0.587328 	1.774823 	0.642276 	-1.164664 	-0.398917 	0.000000 	
0.921768 	1.144405 	-0.198343 	0.000000 	1.816823 	-0.842778 	0.655713 	0.000000 	0.000000 	0.157816 	-0.421203 	-3.240720 	-1.162733 	-0.777750 	0.680996 	1.706011 	-0.423252 	0.673267 	0.484593 	0.902530 	-0.194993 	1.027806 	-0.125087 	0.233718 	0.787944 	0.362993 	0.944333 	-0.988120 	0.000000 	-1.567506 	0.000000 	0.000000 	-0.403078 	1.173646 	2.323828 	-2.923947 	1.868653 	-0.594248 	0.000000 	0.205026 	-0.891198 	-1.063212 	1.937728 	-0.973120 	-1.423284 	1.945356 	0.000000 	0.871236 	-2.017180 	0.438724 	-1.784889 	-1.465953 	1.737577 	1.006832 	1.612770 	1.328165 	0.617455 	0.388980 	0.749021 	0.466662 	-2.516823 	-0.187688 	-0.730100 	0.000000 	0.248103 	0.000000 	-2.159122 	-0.628144 	1.104978 	-0.364236 	0.715604 	0.000000 	-0.779660 	0.000000 	0.669524 	-0.270831 	-1.295526 	0.000000 	2.389166 	0.751143 	-0.332730 	-0.655670 	0.000000 	0.452674 	-1.231747 	-1.078067 	-0.957300 	-0.579691 	1.038583 	1.585552 	0.279536 	0.432437 	0.000000 	
0.565908 	0.649969 	0.000000 	-0.508909 	-0.682434 	-1.286350 	0.000000 	-1.105992 	1.824905 	-0.713659 	-0.183155 	-0.060931 	0.000000 	0.000000 	-0.594954 	-1.614202 	-0.460160 	-1.271739 	0.642601 	0.794717 	-0.468387 	-0.569312 	-0.944295 	1.047719 	1.211793 	-0.703528 	1.171164 	1.373700 	-1.557051 	-1.902583 	0.621219 	0.000000 	0.427638 	-0.111304 	0.246179 	-0.531815 	-0.247731 	0.467162 	-0.948119 	-0.932626 	0.000000 	0.000000 	-0.218567 	-0.930726 	-1.034088 	-0.511335 	1.435899 	-0.561183 	0.727235 	1.322015 	0.763561 	-1.968021 	0.803661 	-0.481326 	1.884153 	-0.959689 	0.254190 	-0.201395 	0.157112 	-0.174416 	0.792876 	-1.337153 	0.717782 	-1.964038 	1.559437 	0.000000 	0.000000 	1.416585 	-0.406643 	0.000000 	-0.715068 	1.071103 	-0.727710 	0.590526 	1.409693 	0.219656 	0.000000 	0.887996 	0.000000 	1.299827 	0.761471 	0.626074 	-2.281695 	1.127576 	1.904324 	0.000000 	0.000000 	0.660201 	-1.438372 	-0.548312 	-0.234749 	0.000000 	1.807007 	
0.962268 	1.977205 	-1.367009 	-0.380135 	0.000000 	0.517980 	0.308292 	-0.600098 	1.778533 	-0.873229 	-0.193484 	-0.513030 	0.738768 	-1.296488 	1.571571 	1.085688 	0.792053 	0.000000 	3.447687 	0.142994 	1.368923 	3.095399 	-0.091429 	0.874134 	-0.876702 	0.636894 	-0.787627 	0.000000 	-1.756882 	-0.974187 	-0.172724 	0.000000 	1.484409 	1.206976 	0.865346 	-0.699380 	-1.300855 	0.771216 	-2.615473 	-0.191598 	-0.845403 	-1.455245 	-0.288323 	1.974378 	-0.864566 	2.192852 	0.000000 	0.000000 	-2.019775 	-0.061682 	0.232508 	0.128724 	0.000000 	0.565218 	0.755249 	1.019802 	-1.173878 	-0.466095 	-0.091447 	-1.318663 	0.000000 	0.000000 	0.607540 	0.643004 	-0.875555 	-1.405488 	0.000000 	-0.616856 	-2.714611 	0.000000 	0.358558 	0.000000 	1.805158 	-0.927685 	1.209786 	0.641573 	-1.541021 	1.089927 	-0.663535 	-0.751139 	0.415875 	-1.982522 	-0.862437 	1.342197 	0.613894 	0.850271 	0.000000 	-1.664968 	1.137400 	0.941508 	-2.338313 	-0.730216 	0.000000 	
0.708219 	0.000000 	0.978660 	-0.554328 	0.946042 	-1.561530 	0.632493 	-1.357879 	-1.605089 	-0.614563 	-1.505040 	-0.649848 	-1.553332 	-0.899206 	0.828338 	1.163495 	-1.753666 	-1.231274 	0.000000 	0.000000 	-1.445327 	0.996952 	0.000000 	0.171610 	0.673434 	1.191666 	0.840827 	-0.267240 	-1.264317 	0.000000 	2.148280 	-0.413335 	0.506079 	1.276527 	2.035514 	-0.074065 	1.756927 	-0.538541 	0.000000 	-0.288893 	-0.388564 	-2.305581 	0.156948 	2.396944 	-1.231551 	0.000000 	0.389515 	1.961907 	-0.486100 	-1.529808 	-1.365776 	-0.364181 	1.383002 	0.798075 	-0.771232 	-1.067807 	0.993182 	1.721980 	-0.453831 	1.436670 	-1.471646 	-0.272216 	-2.181571 	0.403632 	-1.768164 	0.564068 	-0.549154 	1.047835 	1.622645 	-1.069138 	0.965733 	0.704562 	-0.711725 	0.237780 	-1.538165 	2.200282 	-1.101010 	0.829243 	0.918748 	0.333102 	0.805521 	-0.444038 	-0.480184 	-1.845349 	0.000000 	0.875692 	0.346165 	0.654709 	-0.745477 	0.000000 	-0.766240 	3.163671 	0.000000 	
0.000000 	0.000000 	1.591567 	1.237136 	-2.333617 	-1.563986 	0.000000 	0.000000 	2.684716 	0.680124 	0.000000 	0.000000 	-1.097702 	0.000000 	0.526083 	0.000000 	0.000000 	-2.312326 	0.000000 	1.280141 	0.303455 	0.000000 	0.000000 	-2.226233 	-0.706008 	0.149016 	0.846348 	0.000000 	0.828880 	-2.017486 	0.000000 	-0.308376 	0.396571 	0.320392 	-2.984107 	1.225852 	1.793953 	0.000000 	0.000000 	-0.345904 	0.000000 	-0.628628 	0.000000 	0.000000 	-1.440929 	-0.795590 	0.000000 	0.403282 	0.441988 	0.000000 	0.000000 	-1.335968 	-0.188460 	-1.509328 	-0.284518 	0.000000 	0.000000 	0.000000 	1.095404 	-2.339191 	-0.767938 	-1.614023 	1.360903 	1.594234 	1.039401 	0.000000 	0.000000 	1.290993 	-0.781744 	2.179808 	-1.870403 	-0.525029 	1.649307 	2.687688 	1.575848 	-0.213019 	0.000000 	-1.207942 	1.849420 	1.504022 	0.000000 	-0.443434 	0.404528 	-0.524985 	1.671447 	0.661948 	-1.467152 	-1.525628 	0.000000 	0.535987 	0.272061 	0.577264 	0.000000 	
0.000000 	0.884913 	-0.997113 	0.000000 	-0.611954 	0.170050 	-0.076643 	-0.618435 	0.000000 	1.898349 	-1.078059 	0.508708 	1.013447 	0.497584 	-0.299658 	-1.724259 	0.610737 	-0.802080 	-0.950044 	0.062476 	0.395986 	-0.408879 	0.000000 	0.000000 	1.837683 	2.146234 	0.000000 	-1.632616 	0.000000 	-2.040261 	0.000000 	1.062526 	0.824919 	0.000000 	1.127177 	-0.613892 	0.964667 	-0.206745 	0.000000 	0.591398 	0.000000 	-1.688740 	1.676995 	0.000000 	-0.847559 	1.639633 	0.000000 	1.096117 	0.000000 	0.000000 	-1.536228 	0.000000 	0.972489 	-1.393351 	0.000000 	-0.447346 	-1.200484 	0.000000 	0.517238 	0.905964 	-1.239528 	-1.297804 	-0.125831 	1.241252 	-0.139656 	1.030672 	0.592046 	1.385228 	-0.307521 	-0.428550 	1.020908 	0.577248 	0.000000 	0.000000 	0.454875 	0.000000 	1.651223 	0.000000 	0.000000 	-1.102923 	0.445500 	1.121395 	-0.419246 	-0.940452 	-0.180704 	0.000000 	-0.953316 	0.365132 	-0.892182 	-0.927972 	0.000000 	-0.746552 	-0.502393 	
0.000000 	-1.977451 	-0.778319 	-0.560263 	0.000000 	0.000000 	0.313265 	0.000000 	1.596770 	2.173767 	0.000000 	1.451348 	-1.590605 	-1.187049 	0.000000 	-1.027644 	-2.160637 	1.685719 	0.777337 	1.163676 	-1.652719 	0.000000 	-1.740887 	0.000000 	0.988370 	0.000000 	-1.872867 	0.000000 	-1.467511 	0.839241 	1.416225 	-2.569984 	-1.299171 	0.000000 	0.000000 	1.575761 	-0.858743 	0.761483 	-0.254587 	0.788214 	0.534198 	-1.149173 	-2.196952 	0.000000 	2.441649 	3.054976 	-0.641237 	0.000000 	0.161997 	1.644655 	0.669446 	0.000000 	1.637841 	-0.496186 	1.803093 	-2.635251 	0.579370 	1.056468 	-0.289676 	2.029954 	-0.333206 	-2.155159 	1.063316 	-0.838273 	0.404996 	1.420410 	-0.980658 	2.425409 	0.377733 	0.672325 	0.985997 	0.917240 	0.000000 	0.000000 	-1.382568 	-0.633284 	0.547374 	-0.692179 	0.000000 	0.401399 	-0.942509 	0.000000 	0.744463 	0.000000 	0.000000 	1.230420 	-0.566425 	0.990422 	-0.163907 	0.627441 	-1.748362 	0.000000 	-2.842570 	
