-0.637135 	1.594882 	0.000000 	-2.017464 	0.709537 	2.224308 	-1.644691 	-1.680781 	1.591100 	1.759225 	3.156136 	-1.837849 	-2.088465 	-1.474932 	-1.262087 	-2.232020 	1.428066 	-1.678980 	2.102383 	0.669001 	1.512371 	-1.231516 	-0.563557 	-0.536581 	1.524347 	1.117747 	0.434837 	-1.706390 	-0.475427 	-0.984770 	0.314240 	-1.761872 	-0.701889 	0.000000 	0.000000 	0.000000 	-2.059130 	-0.679385 	-0.740585 	0.000000 	0.505139 	-1.231555 	-2.236512 	3.156931 	-0.398981 	1.275220 	0.731767 	0.000000 	-1.167668 	0.789267 	0.000000 	2.111043 	-3.364700 	-0.964330 	-1.143107 	2.580791 	0.810503 	1.402164 	1.301392 	0.245121 	1.340179 	0.000000 	0.000000 	-2.160021 	1.912850 	-1.140414 	0.852299 	-0.975459 	1.007431 	-1.071589 	1.706452 	0.408114 	0.170658 	0.520636 	
2.878991 	0.000000 	0.688944 	0.535161 	-2.098218 	0.000000 	-1.016833 	-0.674356 	0.000000 	1.055210 	0.071262 	-0.470031 	-1.302139 	0.123202 	1.790397 	-0.525951 	0.976909 	1.671308 	-1.141705 	0.715132 	-0.377028 	-0.353421 	-2.475900 	-1.486480 	0.869882 	-0.750402 	0.741010 	1.599064 	2.213940 	0.000000 	0.618517 	-0.173111 	-0.093914 	-0.073731 	-0.771310 	-0.755467 	1.913456 	-0.923540 	-2.124011 	-1.164139 	0.785588 	-0.867138 	1.838280 	-1.354743 	0.000000 	-0.450617 	0.000000 	1.856538 	0.890077 	-1.555498 	-0.663678 	0.000000 	0.285946 	-0.565630 	0.111256 	0.213434 	-0.204876 	0.609082 	0.439555 	-0.643004 	0.635150 	-2.140032 	0.000000 	0.955002 	-0.065598 	-2.168070 	-1.054759 	1.009816 	1.604885 	-0.084321 	0.000000 	0.000000 	0.681812 	-0.210149 	
1.097011 	-2.220651 	0.971573 	0.431998 	-0.636352 	0.143442 	0.383202 	0.742569 	0.461229 	-1.338818 	-0.641669 	1.911828 	0.671034 	1.843092 	0.000000 	-0.934042 	-0.711593 	0.000000 	-2.062627 	0.413872 	-1.596089 	0.947086 	-0.562792 	-1.094098 	-0.787400 	-2.097810 	0.509749 	1.845375 	-1.854219 	0.683047 	-1.113001 	1.120647 	-1.202307 	0.427365 	1.131164 	1.858854 	1.369680 	-1.250790 	1.521064 	-1.049990 	0.483639 	0.177291 	1.459659 	-0.912956 	0.965229 	0.323068 	0.000000 	-0.574459 	0.415404 	-0.944095 	0.000000 	1.013409 	1.220730 	0.000000 	-1.627008 	1.268688 	-0.513764 	0.738778 	1.095330 	-0.904541 	-0.533109 	0.000000 	-0.798098 	0.425563 	-0.545910 	1.658868 	-1.342102 	0.000000 	0.897923 	1.094893 	0.000000 	-1.464113 	-1.313883 	0.000000 	
0.000000 	-0.787300 	-1.148728 	-0.816840 	2.335509 	-0.213089 	1.268441 	-2.727243 	-0.501338 	0.800565 	-0.514343 	-0.861648 	0.000000 	-0.693624 	-0.646818 	-0.298320 	0.628197 	-0.325369 	-0.846561 	-1.247540 	0.408133 	-1.528418 	0.925827 	0.000000 	-0.507311 	0.000000 	0.190875 	-0.924448 	0.000000 	-0.549761 	0.584662 	-1.093772 	2.512907 	1.373149 	0.000000 	-0.508401 	-0.930514 	0.000000 	-0.848701 	1.349183 	0.573070 	1.534421 	-1.076948 	0.774790 	-1.755826 	-0.316983 	0.635543 	0.341697 	-0.759831 	2.032320 	-0.529381 	0.000000 	0.000000 	0.229330 	0.000000 	-0.447843 	-0.701469 	-1.779652 	0.992809 	1.252354 	-0.732264 	-0.554862 	-0.856148 	0.355761 	1.352096 	1.102956 	1.297569 	1.745887 	-0.475228 	-1.019948 	1.032480 	1.202560 	0.684709 	0.000000 	
-1.101449 	0.947630 	0.000000 	-0.188649 	1.139347 	1.282052 	0.762369 	0.000000 	-0.402415 	-1.314262 	0.716950 	2.047061 	1.602289 	0.524784 	0.000000 	0.000000 	-1.522732 	-0.545802 	-1.259840 	-1.334358 	0.727456 	1.748991 	0.000000 	0.000000 	-0.460864 	0.000000 	0.840413 	-0.815964 	0.000000 	-1.553214 	0.000000 	-0.342720 	-0.679471 	-0.964004 	-1.241040 	0.000000 	1.001636 	-0.412665 	0.828241 	0.113895 	0.000000 	0.602277 	-2.234315 	0.000000 	-0.923732 	1.867662 	-1.773128 	-0.284155 	0.000000 	0.542037 	0.000000 	0.853686 	1.122540 	-1.156665 	-1.012279 	-1.401382 	1.525971 	-0.339809 	0.000000 	0.339809 	0.472723 	-1.392043 	1.819957 	-1.303336 	1.851037 	0.000000 	0.704605 	0.567719 	-0.881734 	1.560012 	-1.159634 	0.000000 	-0.265291 	0.589296 	
0.000000 	-2.616650 	0.000000 	0.000000 	-2.370087 	-1.228680 	-1.092778 	-0.287132 	0.000000 	2.000401 	-0.902166 	-1.069008 	-3.000293 	-0.333930 	-1.074856 	1.147499 	2.289543 	-0.665352 	-1.013878 	0.000000 	0.000000 	-1.500354 	0.000000 	-0.186742 	0.838457 	1.057904 	0.000000 	-0.687579 	0.000000 	-1.065982 	0.533885 	0.000000 	-0.956628 	0.000000 	0.000000 	0.000000 	0.000000 	0.582274 	0.000000 	2.140703 	-0.563046 	1.835866 	0.058999 	-0.457153 	0.400983 	1.999255 	0.506557 	0.262558 	1.410128 	1.906429 	-0.887450 	-1.977345 	0.000000 	-0.589145 	-0.289439 	2.180206 	1.517530 	0.386613 	-1.268446 	0.698683 	0.654097 	0.605267 	-2.374587 	1.680933 	2.338939 	-0.335508 	-0.454118 	-1.929811 	0.708728 	2.238088 	0.649470 	0.427070 	-0.550004 	-1.477450 	
1.505070 	-0.826815 	1.851379 	1.197383 	-0.563518 	-0.564125 	0.553686 	0.574645 	0.000000 	0.000000 	0.296291 	-1.063187 	0.000000 	1.052274 	-1.310177 	-2.383366 	-1.131617 	1.531070 	0.670636 	0.000000 	0.000000 	-1.757617 	-0.664737 	-0.341972 	-2.361263 	-0.287752 	0.880930 	1.281469 	-0.150859 	-0.975822 	0.854433 	1.190036 	-0.267790 	1.786889 	0.000000 	-1.554510 	-1.024229 	-1.019621 	-0.434240 	-0.486258 	-0.311083 	0.000000 	-0.801674 	0.238655 	-0.463542 	0.743234 	1.070540 	-1.692957 	1.264638 	-0.728540 	-0.150663 	-0.777602 	0.907774 	1.688937 	-0.515673 	0.000000 	-2.515421 	-0.548841 	-1.008302 	-1.717420 	2.893720 	1.390685 	2.424035 	-1.605548 	-1.590993 	1.218795 	1.974502 	0.978975 	1.104489 	-0.834652 	-1.172332 	0.000000 	0.756723 	1.836642 	
0.416371 	-0.594512 	0.000000 	0.000000 	1.247940 	0.000000 	-0.729745 	1.243228 	0.319766 	-2.510078 	-0.700871 	2.473401 	0.639176 	0.000000 	0.652871 	-2.541645 	-0.218155 	-0.903757 	2.228610 	0.000000 	-1.304673 	2.002549 	0.728121 	-1.330911 	0.000000 	-0.107683 	0.000000 	1.226784 	0.000000 	0.000000 	-1.730355 	2.243022 	-0.622062 	-2.287829 	0.000000 	0.000000 	0.287478 	-0.348786 	0.304759 	0.000000 	-0.363549 	0.228565 	0.669748 	1.556119 	0.000000 	-0.246967 	0.000000 	0.445919 	0.000000 	-0.176570 	-0.606381 	2.557204 	-0.953701 	-2.244519 	1.196344 	-0.511537 	1.005527 	0.729745 	2.193201 	0.000000 	-0.929281 	-1.589715 	0.575486 	0.000000 	-1.571059 	0.964715 	0.978795 	3.010299 	1.317488 	-1.156713 	-1.575690 	-2.506504 	0.000000 	-1.542152 	
-0.634659 	0.893061 	0.153505 	-1.689512 	-0.896461 	2.585446 	0.224559 	0.000000 	-1.492675 	0.618663 	-1.069916 	0.000000 	0.000000 	1.587929 	0.662582 	1.438387 	-0.866568 	0.947754 	0.000000 	1.272308 	-0.719320 	-0.276416 	1.369174 	0.610132 	-0.888321 	-1.598269 	1.170226 	-1.673491 	-0.860517 	-2.397787 	0.684726 	-0.969973 	0.000000 	1.031468 	-0.870914 	-1.777388 	0.000000 	0.000000 	-0.533217 	0.341967 	-1.284829 	1.216492 	0.694644 	-1.082353 	-0.581240 	-0.213661 	-2.712643 	2.465245 	-0.397523 	0.420074 	2.077121 	1.239760 	-0.348431 	0.000000 	-0.302565 	-1.857618 	1.480204 	0.000000 	0.711355 	1.687304 	-1.427169 	2.438747 	0.747885 	-1.224465 	-2.166556 	-0.305593 	1.553672 	0.000000 	-1.115169 	-0.103708 	-0.791109 	1.565630 	-0.356661 	1.577050 	
1.671526 	-1.565877 	0.500907 	0.000000 	1.778924 	1.032317 	-0.591542 	-0.353952 	0.000000 	2.100157 	0.000000 	0.554009 	1.243541 	-0.693476 	0.381010 	-1.547176 	0.000000 	-1.153063 	-1.113308 	0.000000 	-1.425817 	-1.649010 	-1.999426 	-1.828127 	-2.266038 	-0.160713 	0.000000 	-1.583337 	-1.862111 	-0.493921 	1.806187 	-0.469075 	-0.172513 	1.791595 	0.278732 	-0.345233 	-0.424207 	1.579810 	0.000000 	0.000000 	0.787197 	0.745191 	-1.705076 	1.789255 	1.959285 	-0.225881 	-0.942469 	-1.490142 	-0.435161 	1.140327 	1.498763 	2.445573 	-0.337942 	-1.435559 	-0.578938 	0.000000 	0.000000 	0.488307 	0.000000 	0.824264 	-1.345742 	0.000000 	0.000000 	1.339020 	2.122443 	1.089564 	-0.135877 	0.165898 	0.000000 	0.645936 	2.181767 	-0.650728 	0.000000 	-1.694209 	
