-2.848962 	0.521262 	0.000000 	0.000000 	0.948802 	0.406625 	3.635764 	-1.174803 	1.838842 	0.104656 	2.731953 	0.000000 	0.871913 	0.555071 	0.562373 	-0.301714 	-0.710322 	0.000000 	3.212459 	-3.026008 	1.881048 	0.409089 	-0.226875 	1.269193 	2.699734 	-2.159965 	0.000000 	2.564044 	-1.395280 	-0.420320 	-0.571336 	0.462874 	1.163395 	1.101517 	-2.190819 	0.703914 	0.560783 	-1.001032 	0.325192 	-0.846454 	-1.053491 	0.876964 	0.000000 	2.171441 	-1.022008 	0.000000 	-1.451967 	0.669294 	-2.085632 	0.154642 	-2.058783 	-0.949728 	2.038058 	-1.078761 	-2.222171 	-1.483282 	-0.881735 	0.619765 	1.046646 	-2.258729 	1.682386 	-0.263660 	-1.296772 	-2.026423 	1.471133 	0.973555 	-0.997976 	1.497908 	0.000000 	-1.113714 	-1.587302 	
-2.096539 	-0.637743 	0.000000 	-0.147084 	0.766082 	0.000000 	-0.722690 	0.610502 	-1.613531 	0.742045 	-0.808874 	0.000000 	-0.584154 	0.000000 	-0.395875 	-1.625256 	1.943401 	0.924543 	1.165250 	1.687953 	-0.747620 	1.151175 	-1.380596 	0.917668 	0.906062 	0.000000 	0.000000 	-1.122835 	-0.695937 	-1.525267 	1.130816 	0.855934 	0.994406 	0.000000 	0.404432 	0.755379 	-1.005243 	0.000000 	0.000000 	0.637743 	-1.938968 	1.168053 	-0.626155 	0.454929 	0.623222 	0.000000 	0.165279 	0.932214 	0.957557 	0.000000 	0.000000 	-0.116750 	1.126815 	1.527661 	-2.693785 	-1.302798 	0.387324 	0.415074 	-1.175047 	0.000000 	1.430384 	3.211373 	0.000000 	0.000000 	-0.767688 	0.000000 	-1.611514 	0.329293 	-2.147975 	0.819364 	0.000000 	
-0.646236 	-1.072247 	0.000000 	0.590296 	0.083481 	-0.793356 	-1.757207 	1.128537 	-2.063496 	0.000000 	-1.018977 	0.962856 	0.000000 	-1.041362 	1.525085 	0.588767 	1.477254 	0.422806 	-1.461952 	-0.955141 	0.000000 	-0.644975 	-2.395747 	0.458750 	-1.439691 	1.437829 	-0.358632 	0.433014 	0.000000 	0.765134 	-1.019685 	1.872601 	-3.172770 	-0.374473 	0.346315 	0.058570 	0.935649 	1.038649 	1.428807 	0.000000 	2.501033 	0.669358 	0.135780 	0.000000 	-1.544881 	-0.356560 	1.783978 	0.640932 	-0.958175 	-0.866940 	0.000000 	0.851460 	-0.283748 	0.356831 	1.936748 	-0.395571 	1.077206 	1.179125 	-1.913109 	0.000000 	-0.081809 	0.698901 	-0.283099 	0.484961 	0.735785 	-1.258818 	0.000000 	1.271817 	0.627079 	-0.699223 	-1.275619 	
0.618469 	-1.557536 	-0.134612 	-1.762501 	-0.880380 	-1.520561 	-0.945493 	1.416057 	-1.883969 	2.603527 	0.000000 	0.000000 	0.138000 	-0.516658 	0.677722 	-1.015232 	1.725279 	1.289951 	1.316917 	0.524890 	0.000000 	-1.296200 	0.947978 	0.255819 	1.092379 	-1.863844 	0.446389 	0.000000 	0.000000 	-1.498668 	-1.431669 	0.487765 	-0.804024 	-0.228306 	-1.099704 	-0.773697 	-1.126895 	-1.359312 	0.342718 	-0.925333 	0.000000 	3.576478 	0.000000 	0.000000 	-0.671794 	2.140151 	0.000000 	0.197340 	0.962991 	1.011628 	0.000000 	-1.345409 	-1.407486 	0.000000 	-0.327205 	0.141507 	-0.612407 	-1.281921 	1.959963 	-0.206875 	1.725441 	1.819500 	0.868307 	0.000000 	-1.124431 	-0.962991 	0.741937 	0.722015 	0.000000 	1.619336 	0.359389 	
0.000000 	0.000000 	1.341210 	0.000000 	-1.405135 	0.539197 	-1.723592 	0.734246 	0.658771 	2.419667 	1.639454 	-1.069793 	0.000000 	0.685697 	0.242782 	0.301751 	0.178155 	1.063332 	2.039227 	0.000000 	1.760513 	-0.468402 	0.810856 	-1.090093 	1.672233 	0.000000 	1.206769 	0.671346 	-0.460266 	-0.968565 	-1.690423 	0.000000 	1.549515 	-1.148154 	-1.860840 	-1.481300 	0.000000 	1.247389 	0.000000 	-0.253444 	1.451673 	0.532109 	0.495390 	-0.224357 	-1.709415 	0.253444 	0.000000 	2.552783 	0.000000 	-3.370834 	0.247598 	-3.104138 	-1.243034 	-1.343538 	0.000000 	-0.885978 	0.000000 	0.000000 	-0.337187 	-2.444297 	1.632280 	-0.349104 	-0.710720 	-0.805301 	0.226359 	-0.671346 	0.257781 	0.536278 	0.412657 	1.023368 	0.956822 	
0.000000 	1.649177 	0.000000 	-2.208308 	-1.489220 	1.711662 	0.000000 	-0.439876 	0.000000 	-0.884182 	0.000000 	0.000000 	1.380838 	-0.489870 	0.000000 	0.640514 	1.747346 	0.000000 	-0.529293 	1.630446 	2.242179 	0.622273 	0.281792 	0.952123 	-1.671159 	-0.664458 	1.732722 	-0.542589 	2.866317 	0.000000 	-1.816110 	1.105622 	-2.519993 	0.936377 	-1.837570 	-2.141735 	0.000000 	0.000000 	-1.845543 	0.000000 	0.000000 	-0.724866 	-1.077393 	1.677354 	0.177863 	0.196366 	-2.200065 	-2.852800 	1.929095 	-2.345061 	-1.884709 	-0.956259 	0.732168 	0.952123 	1.164187 	-1.075235 	0.000000 	0.000000 	-0.800136 	3.180127 	3.632323 	0.874597 	0.000000 	0.538137 	0.000000 	0.813558 	-2.107326 	0.842001 	1.424902 	-0.950246 	0.629028 	
-0.838734 	-0.490884 	0.000000 	-1.849661 	0.000000 	-1.124423 	0.000000 	2.225958 	0.000000 	-2.736616 	-1.260903 	-0.136268 	0.115853 	-1.904313 	0.000000 	0.000000 	1.597189 	0.780718 	-1.587146 	-1.503760 	0.520107 	1.548418 	2.051996 	0.000000 	0.000000 	1.903218 	0.123664 	-1.163830 	0.000000 	1.197356 	1.685891 	0.000000 	0.762541 	0.657878 	-0.775759 	0.878396 	-0.469749 	-1.187659 	1.424292 	1.039611 	-0.070584 	0.000000 	0.000000 	-0.924448 	0.000000 	-1.973019 	2.051766 	0.000000 	-2.162410 	1.458069 	-1.314246 	-0.334018 	0.292593 	1.209887 	-1.177264 	0.501125 	-1.318735 	-1.489011 	-0.769541 	1.089459 	0.827179 	0.000000 	-1.318133 	0.000000 	2.239247 	1.274475 	0.000000 	-0.592460 	0.000000 	1.739223 	0.000000 	
-1.010972 	-1.831570 	0.000000 	-2.131438 	-0.690384 	1.001310 	-0.216471 	0.000000 	0.681942 	2.703120 	0.241769 	0.939847 	1.445184 	0.270983 	0.000000 	2.101559 	-0.504994 	-0.060485 	-1.616839 	0.000000 	2.745021 	-1.523512 	0.000000 	0.000000 	0.363758 	-1.755093 	2.357606 	-1.538930 	0.701987 	0.448615 	0.000000 	-0.663302 	0.831676 	-0.572501 	1.747653 	0.000000 	-1.799408 	0.263619 	-1.225567 	0.443557 	1.786729 	0.386919 	-1.854572 	0.000000 	1.014325 	2.613579 	0.000000 	0.275771 	0.000000 	-0.575330 	-1.511299 	-0.870726 	-1.892961 	1.660615 	0.000000 	-2.354167 	0.000000 	-1.217057 	0.000000 	0.000000 	2.434102 	-0.479867 	0.000000 	0.859602 	-1.289865 	1.538930 	-0.550493 	0.966607 	0.000000 	0.000000 	-0.449099 	
0.000000 	-1.659396 	2.039137 	-1.868323 	1.010953 	-2.774419 	4.470927 	-0.778935 	0.000000 	0.942259 	0.799697 	-1.655846 	-2.888308 	-1.506706 	2.360336 	-0.840597 	0.787006 	-1.138312 	0.482374 	-1.085227 	-0.857813 	-1.974909 	2.115085 	0.966792 	0.000000 	0.800267 	-1.283024 	0.758918 	0.991499 	-1.031714 	-0.234627 	-1.629639 	0.000000 	0.399731 	-0.640406 	-2.093274 	-0.190456 	-3.320706 	-1.247782 	-0.432312 	1.437741 	1.236536 	-0.632309 	0.000000 	-0.780541 	3.339490 	0.000000 	2.115502 	0.000000 	0.800233 	-1.821393 	-0.521797 	0.601792 	-0.357189 	-0.653491 	0.742316 	0.000000 	0.891669 	1.564351 	-2.497592 	2.149891 	-1.798321 	1.157930 	1.069695 	1.005587 	-0.758918 	2.388308 	0.651035 	-0.644068 	-0.415349 	1.474133 	
-0.595050 	0.434254 	1.124367 	0.000000 	0.469334 	-1.015665 	2.461635 	-1.165382 	0.000000 	2.557963 	0.232024 	-1.123305 	-1.163401 	1.118226 	-0.832804 	0.000000 	-0.783882 	-1.167555 	1.811446 	-0.493566 	0.795423 	-0.700882 	0.000000 	2.198965 	0.000000 	1.442126 	0.856386 	0.000000 	1.624909 	-0.177120 	-1.275972 	0.635183 	0.684838 	-0.619949 	-0.300634 	-3.081081 	-0.867802 	1.028684 	-0.947539 	-1.639112 	0.942885 	0.694061 	-1.499570 	0.873232 	1.431929 	2.152397 	-0.641143 	0.000000 	0.641143 	-0.548587 	0.899063 	-1.433011 	0.000000 	0.559853 	-2.200860 	0.000000 	0.000000 	0.000000 	-0.506377 	-0.401247 	1.882894 	0.000000 	-0.917850 	-1.030778 	-1.808926 	0.000000 	0.551820 	-0.805736 	-0.710152 	0.523941 	1.276295 	
