-1.352274 	0.947392 	-1.035172 	-0.533826 	-1.142540 	-0.984781 	1.299240 	1.214971 	-0.676067 	-1.053926 	0.000000 	-1.289300 	0.000000 	0.594969 	1.549118 	1.544643 	1.963496 	-0.571926 	0.353619 	0.575750 	0.894189 	-2.671745 	0.274544 	1.300876 	1.564115 	0.342205 	0.665369 	0.000000 	1.992356 	0.665713 	-1.424582 	0.376251 	0.336337 	1.082420 	0.000000 	0.000000 	-0.652292 	-0.957769 	-2.304365 	0.576129 	-1.813907 	0.000000 	0.000000 	-0.112692 	-0.724232 	-0.309713 	-0.623613 	1.467203 	-1.157809 	-0.508945 	0.185289 	-1.569505 	-1.679883 	-0.995856 	-1.747683 	0.141448 	0.727034 	1.570107 	-0.727744 	1.361592 	0.000000 	1.159396 	0.561113 	-0.683536 	0.724361 	-0.869730 	1.418373 	-0.854363 	-1.385549 	0.000000 	1.379851 	0.597511 	1.275197 	2.027751 	-1.307301 	0.188955 	-0.235683 	-1.117371 	1.738062 	
0.000000 	0.000000 	-0.439734 	0.000000 	0.384275 	2.051983 	0.683774 	-0.334191 	1.233371 	1.739875 	-1.354578 	-0.858412 	1.813305 	-2.158851 	-0.461902 	0.293065 	0.335155 	-0.129851 	0.000000 	-0.599725 	0.000000 	-0.684114 	-1.306306 	0.186952 	1.117691 	1.292621 	0.274193 	-0.425882 	1.149642 	2.003785 	-1.162308 	0.203311 	0.772282 	0.000000 	-0.448857 	0.867853 	0.582387 	1.569201 	0.000000 	-0.749138 	0.000000 	1.315051 	0.231111 	0.000000 	0.748198 	0.760251 	0.970790 	1.041628 	-0.253106 	2.072784 	-0.230883 	-1.289872 	-2.598743 	0.241724 	-1.107287 	1.042343 	1.559412 	-1.302444 	-1.528530 	0.711310 	-1.344783 	1.866879 	0.000000 	-0.663161 	-1.100160 	-1.080913 	-1.662518 	0.526329 	0.554821 	0.000000 	0.208913 	-3.055789 	-1.297323 	-0.191766 	0.000000 	0.000000 	-0.520337 	-1.050500 	0.641960 	
0.000000 	0.993229 	-0.879957 	0.307452 	-1.077254 	-1.303879 	-0.903333 	0.000000 	0.000000 	0.000000 	-1.749444 	1.141565 	1.521023 	0.000000 	1.229294 	0.885453 	1.254695 	0.000000 	-0.703907 	1.266392 	0.846159 	-1.004106 	0.000000 	-0.952060 	1.511119 	1.969650 	0.495606 	-1.229464 	1.069743 	1.365654 	-1.547937 	0.000000 	1.310062 	-0.222577 	-1.584134 	1.299525 	-0.521679 	-0.466140 	-0.851497 	1.609882 	-0.079349 	0.000000 	0.000000 	0.452018 	-0.695098 	-0.283504 	-0.444923 	0.270445 	-0.993229 	-0.672136 	-1.001258 	0.000000 	-0.892695 	-0.500354 	0.636498 	-0.438089 	0.000000 	-1.024695 	0.000000 	1.336949 	1.066747 	0.395764 	0.000000 	0.838194 	0.493755 	-0.836439 	1.205217 	-2.321977 	-1.735194 	1.098407 	1.455392 	-0.690558 	1.197460 	2.515481 	-1.500014 	0.000000 	-0.916727 	-1.364564 	-0.303109 	
-0.934722 	1.336380 	-1.324145 	0.000000 	1.687415 	1.243712 	1.281407 	1.052791 	2.670639 	1.182986 	-0.496715 	0.000000 	2.299673 	2.101997 	-1.849043 	-2.003519 	-2.170149 	-0.350901 	0.000000 	-3.863386 	-0.516000 	0.000000 	0.000000 	1.557178 	0.000000 	-1.922434 	-0.530364 	-0.737899 	-1.016951 	0.000000 	0.000000 	1.031407 	-1.307159 	-0.263905 	0.000000 	1.051839 	0.000000 	0.205002 	0.797776 	0.202594 	0.000000 	-0.369717 	0.824746 	0.000000 	-1.060600 	-1.825889 	-0.440976 	2.608864 	1.834583 	0.548904 	-0.871663 	-1.625068 	0.437887 	0.554059 	1.314133 	1.730411 	0.691257 	3.050744 	0.900561 	0.000000 	1.177458 	0.636385 	-2.927499 	-0.524245 	0.912748 	-0.661518 	-3.545453 	1.557618 	0.000000 	1.118183 	-2.859742 	0.514068 	-1.659745 	-0.313421 	-0.760981 	-0.374198 	-1.233451 	2.160650 	0.000000 	
1.537695 	-2.385105 	0.000000 	0.000000 	-1.024489 	0.000000 	0.906021 	0.966532 	-2.652602 	0.264233 	1.176432 	-1.009423 	-0.208580 	-1.645111 	0.000000 	0.715935 	-0.384117 	0.705072 	-1.862845 	0.811593 	1.939397 	-1.190850 	1.087741 	0.356874 	-0.765753 	-0.949135 	0.124242 	2.137310 	1.007906 	2.185258 	0.405988 	-1.569671 	-0.745011 	-1.614915 	0.388657 	0.000000 	-0.767598 	-0.212614 	0.126439 	-0.984917 	-1.116462 	-1.143412 	2.501672 	0.713839 	-1.648662 	-2.630982 	-0.467591 	0.774893 	-0.751387 	0.731185 	-2.604170 	0.000000 	0.712342 	-0.987909 	1.050517 	-0.605121 	0.000000 	0.000000 	1.041401 	-0.910345 	3.158968 	0.888245 	0.511057 	-1.107436 	-1.102076 	1.290750 	-0.133566 	0.000000 	0.499662 	-0.459368 	1.110010 	1.522449 	1.861619 	-1.313872 	0.000000 	-0.767110 	1.442039 	1.008906 	0.000000 	
0.000000 	0.000000 	0.616240 	2.007401 	-1.850893 	1.367406 	-1.431839 	0.000000 	0.075608 	-1.989757 	-2.203832 	0.000000 	0.000000 	0.000000 	1.341747 	1.157321 	0.820454 	-0.680097 	0.383999 	0.683180 	0.243831 	0.000000 	0.433671 	0.170606 	1.324181 	1.098408 	-0.497985 	0.753012 	1.383260 	0.935233 	-1.329052 	0.000000 	2.725743 	-0.518394 	-1.515403 	2.096703 	-0.603684 	1.638199 	-1.398521 	-0.736610 	-0.113034 	0.698045 	1.160613 	-0.488186 	0.702775 	0.400294 	1.338848 	0.000000 	0.000000 	0.000000 	-0.131811 	-0.595395 	-2.022164 	-1.248317 	-2.002883 	0.000000 	-0.433671 	-0.405318 	-0.444807 	0.000000 	0.000000 	0.491876 	0.000000 	1.419279 	-0.958102 	-1.729267 	1.042904 	-1.959766 	-0.654158 	1.939672 	2.163599 	-2.712571 	1.675250 	0.898959 	-1.320065 	0.909456 	-1.131157 	0.000000 	-2.193854 	
-0.226008 	-1.574893 	2.680281 	-1.057148 	-0.747716 	0.000000 	1.075404 	0.000000 	-0.671310 	1.161066 	1.462622 	-2.187757 	0.000000 	-0.633075 	1.213717 	0.476729 	0.000000 	-0.519233 	-1.249089 	-0.908920 	-1.346710 	-0.133946 	0.000000 	0.761698 	0.000000 	0.000000 	0.515841 	-0.988105 	0.652794 	0.000000 	0.000000 	0.090190 	0.140615 	1.008818 	0.000000 	-1.524342 	-0.582110 	0.299090 	0.000000 	2.385765 	-1.157839 	1.170666 	-2.828828 	0.452506 	0.000000 	1.741626 	-0.073023 	-0.197563 	-0.667476 	1.181502 	-0.355701 	-0.098810 	-2.193889 	-0.667306 	1.680897 	-1.199237 	0.244224 	-0.204200 	-2.438826 	0.178387 	-0.805592 	1.627232 	2.224153 	-2.415075 	0.000000 	0.603988 	0.559881 	-1.020451 	0.762235 	1.084569 	0.912108 	0.000000 	-0.175179 	0.000000 	1.072616 	2.263610 	1.537276 	-2.182396 	0.529940 	
-0.790395 	0.975499 	0.000000 	-1.061797 	0.000000 	-0.428026 	-0.795231 	-0.693616 	1.307089 	1.916591 	0.000000 	0.000000 	-1.264122 	1.230709 	-2.168472 	0.000000 	1.084396 	0.905268 	1.143970 	-0.374027 	-0.327768 	-0.910500 	-0.199419 	0.772163 	0.925778 	0.157178 	0.266225 	-0.933988 	1.083591 	-0.106259 	-1.253773 	0.000000 	-0.882949 	0.000000 	2.104147 	-0.214900 	1.667652 	-1.630759 	-0.768002 	0.209589 	-1.041465 	-2.995232 	-0.617017 	-1.437047 	0.000000 	0.000000 	-0.996049 	0.363315 	0.000000 	0.000000 	0.897047 	1.028187 	2.373023 	1.384838 	-1.177068 	1.520703 	1.709229 	1.425151 	0.176394 	1.130875 	0.812407 	0.000000 	-1.694914 	-0.879636 	0.313108 	0.000000 	-1.802323 	1.097985 	1.929841 	-1.251980 	-1.037668 	-0.377051 	0.000000 	-1.451933 	-1.265564 	0.575298 	1.374103 	0.976421 	-1.469754 	
0.524598 	-0.315701 	0.764427 	1.416249 	-1.199276 	0.630578 	0.842241 	0.158145 	-0.882493 	0.000000 	0.618056 	0.000000 	-1.914997 	1.001995 	0.264067 	-0.885560 	0.532366 	-1.136027 	-0.887174 	-0.315611 	-1.577262 	-1.058190 	0.000000 	-0.796547 	0.000000 	0.000000 	0.637620 	0.000000 	1.900681 	1.266608 	0.000000 	-0.283623 	1.414096 	0.310907 	-0.083124 	0.398655 	-0.408059 	0.000000 	0.283141 	0.000000 	-0.447086 	0.748170 	0.000000 	-0.397538 	1.016637 	-0.302851 	-0.572028 	0.547689 	0.549859 	2.416896 	0.471495 	-1.630498 	0.000000 	-0.345554 	-1.119857 	1.113521 	-0.758756 	0.984366 	0.117957 	1.351149 	0.000000 	0.173693 	0.000000 	-0.205195 	-0.059956 	-1.647925 	-0.326607 	0.244850 	-0.465281 	-0.583358 	-2.360732 	0.938106 	0.064005 	2.132345 	0.505294 	0.643605 	-1.034575 	-0.155167 	-0.565337 	
-0.512758 	0.220839 	-1.079370 	-1.194260 	-0.847063 	0.813286 	0.000000 	-1.207991 	-0.619477 	0.941095 	1.027905 	0.785191 	0.000000 	0.000000 	0.559424 	-0.515495 	0.000000 	0.000000 	-0.708676 	1.530259 	0.911129 	-0.641277 	0.098504 	0.000000 	0.000000 	-0.589481 	0.416767 	0.000000 	0.595877 	0.000000 	-0.630693 	-0.165089 	-0.481623 	1.421727 	1.076037 	-2.044952 	-1.301614 	-1.689372 	0.329252 	0.000000 	1.037658 	-0.715970 	0.000000 	1.046865 	1.111168 	2.145768 	0.806937 	0.377639 	-1.271482 	-0.809516 	0.210966 	0.000000 	0.438899 	1.880310 	0.883823 	0.828750 	-0.349591 	0.000000 	0.339509 	1.127524 	0.000000 	-0.209609 	1.814489 	-1.605484 	-0.894419 	0.000000 	-0.891161 	-1.715975 	0.957986 	0.135707 	-1.406569 	0.000000 	-1.729682 	0.000000 	-0.836790 	2.498546 	0.825892 	-0.358222 	0.000000 	
