-0.741634 	0.826956 	1.215762 	1.625190 	0.762170 	-0.446819 	0.294835 	0.240252 	2.700995 	1.079111 	-2.935150 	-1.752121 	-3.531214 	-3.747436 	0.764244 	2.854188 	1.369594 	0.000000 	-1.456340 	-1.071393 	0.000000 	1.133316 	0.417081 	0.873095 	3.888209 	0.000000 	0.000000 	1.447432 	-0.567021 	-1.450400 	0.000000 	0.778575 	-1.217325 	-0.363106 	1.296345 	-2.995698 	1.003635 	0.000000 	1.319504 	0.000000 	0.574481 	2.211710 	0.000000 	-1.062495 	-4.034776 	-2.773382 	0.000000 	-1.056494 	0.000000 	-0.977140 	-2.196731 	-0.815808 	1.175818 	0.202551 	0.280001 	-0.602722 	0.000000 	0.846404 	0.000000 	-1.380607 	-0.301224 	0.829787 	0.623083 	0.531106 	2.030920 	1.883398 	-0.778575 	0.000000 	-0.403766 	1.281297 	
0.000000 	-2.171261 	0.000000 	0.597597 	1.343099 	0.633707 	-0.411732 	-1.325349 	0.577041 	0.518146 	0.000000 	-1.312659 	1.531497 	2.485921 	0.000000 	-1.068228 	-1.743106 	0.000000 	2.028630 	-1.552826 	1.486026 	-2.037223 	0.000000 	-0.445148 	-0.407874 	-0.764115 	-1.047637 	0.544593 	-1.619977 	-1.045889 	2.081585 	0.764115 	-2.018149 	-0.340065 	-1.292856 	0.000000 	0.000000 	1.527424 	0.000000 	-1.431358 	-0.454490 	-1.363793 	-0.928759 	0.000000 	-1.120258 	0.843773 	-0.784967 	0.301028 	-1.320529 	1.396620 	-1.096025 	1.960099 	-2.025310 	3.270139 	-0.813582 	0.929770 	0.000000 	0.884118 	2.128219 	1.188888 	-2.354045 	-0.399740 	0.000000 	0.769809 	1.627286 	0.291676 	0.000000 	2.445565 	1.098733 	0.810155 	
-0.759762 	-1.094868 	0.835132 	2.011964 	-2.147424 	0.000000 	-2.531354 	-1.655870 	0.641345 	0.000000 	0.000000 	0.816372 	-4.165419 	-1.221186 	1.982302 	-1.037970 	3.726948 	0.642409 	0.000000 	-1.375346 	-1.860762 	3.219940 	0.397203 	-0.347656 	1.437043 	1.034228 	0.877344 	1.646965 	1.890315 	1.908225 	1.916154 	-1.707724 	0.542707 	0.941381 	-1.078910 	1.151142 	-0.567302 	-1.866365 	-0.383460 	2.096997 	2.097395 	1.894247 	0.000000 	1.384400 	-1.571676 	-0.870075 	-0.809374 	0.586964 	0.571315 	1.038653 	0.496806 	0.000000 	-1.388500 	-2.772396 	0.935799 	-3.863804 	-0.475247 	2.222724 	-1.565831 	-3.022556 	-3.220417 	2.615160 	0.000000 	-1.215723 	0.652603 	-1.130553 	0.673496 	1.791433 	-1.040760 	0.000000 	
-1.359143 	-1.962452 	-1.690793 	1.664696 	1.313781 	-0.950025 	-4.706232 	-3.460206 	-1.927605 	-1.588068 	-2.190383 	0.000000 	0.079533 	-0.765894 	0.000000 	-1.138456 	1.455158 	1.124018 	0.100332 	-0.303614 	0.061906 	1.238827 	1.928684 	3.115923 	-1.494303 	-0.146124 	2.263335 	1.818346 	1.972871 	0.847404 	2.116126 	-1.014038 	0.000000 	-1.494991 	0.000000 	2.496820 	-0.747318 	-2.445258 	-1.156139 	0.000000 	1.195248 	0.331571 	-1.531570 	0.992526 	-0.505340 	1.219246 	1.514953 	0.558286 	-0.453448 	-0.363654 	-0.795290 	-1.745237 	0.682022 	2.041537 	0.774819 	-1.240700 	-0.510090 	0.626505 	0.000000 	1.256130 	0.000000 	1.249870 	-1.482937 	0.000000 	-0.854877 	3.164724 	1.160162 	-1.096318 	1.218628 	0.000000 	
0.000000 	1.044841 	-0.628933 	-1.392460 	-2.168763 	3.997260 	0.057128 	0.364212 	1.312791 	-1.184690 	0.000000 	2.255631 	-0.560046 	1.987720 	-0.856804 	0.411187 	1.713712 	0.000000 	-0.923353 	1.090491 	-2.493282 	0.558742 	-1.132385 	2.454078 	-0.774284 	0.000000 	1.783969 	-1.139761 	-0.815061 	1.442511 	0.298930 	0.000000 	0.216750 	-0.299238 	0.784918 	0.000000 	-0.519647 	-1.814415 	0.465939 	-1.353167 	0.212371 	0.941096 	0.789996 	-0.127627 	-1.281616 	0.740286 	-0.330670 	0.000000 	-2.676645 	0.415994 	0.735224 	0.493966 	-0.206450 	-2.429986 	0.000000 	1.805719 	0.740729 	-1.834469 	-2.841108 	-0.819977 	-0.314033 	0.882289 	0.088172 	-1.255725 	2.528729 	0.000000 	0.000000 	-0.983754 	0.626256 	1.999752 	
0.000000 	-0.876367 	0.000000 	-1.420847 	-2.115704 	3.240791 	0.932032 	0.000000 	-2.385017 	-1.458196 	2.080093 	0.000000 	0.000000 	3.208702 	0.000000 	-0.923308 	-0.982015 	2.113486 	-0.123208 	4.325727 	1.733836 	0.000000 	0.187014 	-1.692846 	-1.966740 	-1.279906 	-0.990777 	0.607481 	0.000000 	0.816668 	0.000000 	2.118599 	3.745397 	0.347887 	0.404778 	0.920570 	-0.998583 	0.956421 	-1.208475 	-0.750486 	-0.350781 	-0.573248 	1.340236 	1.020235 	0.480860 	-1.601601 	1.757983 	0.165356 	0.000000 	1.174140 	-1.071153 	0.000000 	-2.693370 	-1.868156 	1.806812 	-1.168623 	-1.672000 	-2.464604 	-1.113649 	2.032051 	0.758187 	0.807712 	-0.992243 	0.198246 	-1.905836 	-1.408739 	-0.838692 	-0.635409 	0.819401 	0.786842 	
-1.548916 	-2.156913 	-1.377053 	-0.620519 	1.111229 	0.736047 	-1.065840 	-4.076617 	0.540570 	-1.003161 	1.636217 	-1.971350 	1.860680 	1.358015 	1.655270 	-2.026138 	0.837537 	-1.045214 	-1.556277 	-0.762614 	0.851041 	-1.015637 	1.446901 	0.968555 	2.226102 	-0.175872 	0.451425 	1.934416 	0.000000 	1.270762 	-0.704435 	0.938972 	0.787829 	-0.270576 	-1.797020 	-1.671578 	0.354906 	0.000000 	0.000000 	-0.680812 	0.191726 	1.843969 	-0.349958 	1.876947 	-1.084380 	-0.933201 	0.293388 	-0.248802 	-2.101008 	0.498896 	0.000000 	1.267573 	-1.152632 	0.305562 	0.881369 	-1.489206 	0.495965 	0.000000 	1.716828 	0.000000 	-1.455557 	0.514304 	0.476318 	1.740661 	-0.827266 	0.915861 	-0.763100 	1.122458 	0.752017 	0.000000 	
0.322889 	-1.094006 	0.559683 	2.382290 	-2.457592 	3.715385 	-1.177536 	-1.324480 	0.809122 	-1.585284 	1.815641 	-0.980871 	-2.017214 	-0.910766 	0.332221 	0.307654 	1.020999 	1.322972 	-0.594072 	2.000440 	-0.237062 	2.138830 	0.720746 	0.365789 	0.918021 	-1.645392 	1.384255 	0.913326 	-1.996921 	1.742777 	-2.655119 	0.346306 	0.666899 	-0.281331 	-2.658774 	-1.806690 	0.000000 	-1.398721 	1.121884 	1.146000 	3.373487 	1.040028 	0.387036 	1.139570 	-2.925194 	-1.435647 	-0.307315 	0.699780 	-0.330116 	1.050455 	-1.747684 	0.000000 	0.000000 	-1.541807 	0.878899 	-0.409689 	1.130528 	0.000000 	-1.589542 	2.076233 	-1.978061 	1.616309 	0.350988 	-1.370357 	-1.453572 	0.576868 	1.299086 	-0.271769 	-1.238917 	0.866807 	
-0.930575 	-1.522037 	0.752857 	1.463547 	-0.268157 	2.200924 	-1.310152 	0.000000 	0.614289 	-0.934169 	-1.554176 	0.000000 	-1.523652 	0.626193 	0.712559 	0.000000 	0.561986 	-3.635090 	0.265191 	0.861821 	-1.134533 	0.000000 	-0.344676 	1.102075 	-1.606451 	0.000000 	-0.597684 	2.653888 	0.000000 	-0.734305 	0.000000 	-0.321900 	-0.889706 	1.881981 	0.686116 	-1.455661 	-3.337989 	0.819255 	2.105478 	-0.521534 	-1.291925 	1.876268 	0.000000 	0.119964 	-0.971231 	0.487597 	-0.484142 	2.984009 	1.397679 	0.553042 	-0.726854 	0.072858 	-0.700552 	1.455597 	0.000000 	-1.350000 	-0.220683 	-2.274510 	-0.969207 	-0.737131 	0.883642 	-0.422419 	0.729286 	-0.567746 	0.843261 	2.360955 	0.321900 	0.000000 	0.562099 	1.057965 	
-3.247758 	0.000000 	1.019796 	1.072525 	0.554075 	-2.670860 	-1.598359 	0.385181 	2.802466 	1.667669 	0.720967 	0.000000 	-1.470766 	-1.094288 	1.480285 	0.902581 	0.558879 	-0.855870 	-0.436704 	-0.729156 	0.000000 	-1.074074 	-1.205109 	0.000000 	2.654793 	0.000000 	-2.827659 	1.452351 	-0.841704 	-0.452556 	-1.357856 	-1.399456 	-0.943404 	0.401502 	-2.461225 	0.794429 	0.000000 	-0.310100 	1.045339 	4.002128 	0.443879 	1.685252 	0.000000 	1.025176 	0.000000 	-0.698803 	-1.918988 	0.000000 	0.408908 	1.919903 	-1.197156 	-1.321100 	0.000000 	1.197004 	-0.929624 	-3.281177 	0.544994 	2.587647 	-1.458085 	0.000000 	0.000000 	0.684994 	0.593248 	0.040995 	0.000000 	1.044928 	1.399456 	0.216864 	-1.681332 	0.655897 	
