0.530805 	2.213386 	-1.172264 	0.343714 	0.772413 	0.000000 	-0.616677 	-2.048820 	-0.424359 	-1.193422 	-0.611253 	0.084897 	0.000000 	-0.095374 	0.000000 	0.885151 	1.897822 	0.000000 	0.000000 	-1.085528 	1.286937 	0.889847 	1.320209 	0.934243 	-0.294094 	-0.426177 	0.760767 	-0.884262 	-2.107235 	-0.736493 	-0.601595 	-1.646513 	0.000000 	-1.126369 	0.000000 	1.551169 	-1.503369 	-0.125798 	2.759147 	1.873493 	-1.155806 	-1.171700 	-1.185818 	0.000000 	2.298860 	-1.988937 	1.211406 	0.715792 	-0.671254 	0.686592 	1.441068 	-0.053658 	1.572892 	-0.991266 	0.387318 	2.135349 	2.820115 	2.437648 	-0.791135 	-2.123649 	-1.366863 	-1.382087 	0.323157 	-0.888552 	-1.489095 	0.000000 	0.642060 	0.281674 	-1.546332 	1.752014 	-1.381767 	-0.530529 	
1.363087 	2.571979 	-1.932940 	1.271273 	0.960364 	-0.585407 	-2.072976 	-1.831733 	0.000000 	-1.925798 	0.000000 	-1.887419 	1.006967 	0.892296 	1.204310 	-0.769199 	-1.217647 	0.341631 	0.000000 	-1.286769 	0.924859 	1.603688 	-0.323917 	0.907934 	0.000000 	-2.848590 	1.221671 	2.408251 	-1.451504 	1.175910 	-1.361789 	1.717061 	-1.574522 	0.000000 	2.286672 	1.148118 	1.156444 	0.582073 	0.390594 	1.046342 	-0.911598 	-1.133808 	0.000000 	0.000000 	2.992390 	-0.951176 	0.361190 	-1.340368 	-1.434443 	0.000000 	2.166226 	-0.686510 	3.920308 	0.000000 	0.000000 	-2.148695 	2.884100 	1.923360 	-2.289199 	-0.951187 	0.000000 	-2.971406 	0.746058 	0.000000 	-1.259049 	-1.351223 	-0.997134 	0.000000 	-1.836887 	0.808330 	1.347890 	1.042544 	
-2.062856 	0.000000 	-0.256070 	1.032702 	-0.643394 	2.323110 	1.622066 	1.582013 	-0.808674 	2.330356 	-1.867832 	0.648822 	-0.705138 	-1.457205 	1.658999 	2.146403 	1.200124 	0.000000 	-1.040012 	0.162079 	-0.317057 	0.000000 	-1.502359 	-0.667919 	1.479993 	-1.081478 	-1.918266 	-0.425023 	1.516058 	-0.191210 	-0.846302 	-2.104992 	-2.261323 	0.176431 	0.000000 	0.000000 	3.210016 	1.626767 	0.000000 	0.735047 	1.816371 	-1.393030 	1.371496 	0.596261 	0.000000 	2.403746 	0.602589 	-1.077986 	-0.934167 	1.657508 	-0.550977 	0.933123 	-1.055662 	-1.168405 	0.000000 	-1.225066 	0.529745 	0.774380 	-0.558525 	1.471768 	-1.465545 	-1.720205 	0.000000 	-3.186871 	0.000000 	1.889137 	0.752124 	-0.305112 	-1.320494 	-0.636352 	-0.910809 	-0.145797 	
-1.715023 	1.193370 	0.694306 	-1.088971 	0.807788 	1.697433 	-1.309667 	0.753981 	-0.144989 	0.000000 	-0.263367 	-1.581339 	0.000000 	-0.607088 	-0.773618 	1.008382 	2.054792 	0.000000 	0.110525 	-1.741060 	0.910465 	2.194426 	1.318908 	-2.100358 	-2.176179 	-1.724793 	1.388512 	-1.281584 	0.000000 	-1.137787 	-0.437441 	1.263822 	2.034659 	1.357508 	-0.566744 	0.603153 	-2.184946 	0.000000 	-0.100945 	-0.067387 	-0.955278 	0.000000 	0.204406 	-0.438983 	1.108608 	0.000000 	1.151138 	1.631992 	0.000000 	-0.949991 	2.216803 	-0.142161 	0.321531 	-0.637323 	0.885148 	0.778167 	0.000000 	-1.263822 	0.000000 	0.000000 	0.000000 	-2.177424 	-1.552631 	-0.146579 	-2.166578 	0.000000 	-0.837114 	0.192792 	3.226974 	1.444202 	0.000000 	0.441442 	
-0.658462 	3.081604 	1.419830 	0.654492 	0.860439 	-1.045893 	0.000000 	-0.765182 	0.818487 	0.000000 	-1.705511 	1.393765 	1.471889 	0.526624 	0.788325 	1.132038 	2.253470 	-1.845605 	-0.467124 	-0.653934 	0.000000 	1.027126 	0.000000 	-1.826192 	-2.615547 	0.000000 	1.613575 	0.000000 	2.722178 	-1.903823 	1.319812 	2.800877 	-1.906228 	-0.927425 	-0.783283 	0.887023 	-1.877505 	-1.210086 	1.069104 	1.063316 	1.780772 	-2.040915 	0.000000 	0.000000 	0.531096 	0.000000 	1.297958 	-1.992477 	-1.442482 	0.000000 	0.477642 	-3.443483 	-0.384071 	-1.105028 	1.981906 	2.091602 	-2.273581 	-1.254666 	0.000000 	1.964635 	0.000000 	0.000000 	-0.367035 	0.817332 	0.000000 	-1.546212 	1.144424 	-0.429060 	-1.965804 	-0.386640 	0.000000 	0.858631 	
0.621795 	2.112408 	-0.769853 	-1.099204 	1.436645 	-2.725075 	0.000000 	-0.460245 	-0.489346 	0.531392 	-0.612838 	-0.390562 	0.000000 	2.629041 	1.139994 	-2.369423 	0.983924 	0.000000 	0.000000 	0.000000 	1.158226 	1.077456 	1.476888 	0.306753 	-1.887709 	-1.077233 	0.767419 	0.602926 	-2.159952 	1.000399 	-2.152483 	0.000000 	0.171582 	-2.166392 	1.547647 	0.678881 	0.104213 	-2.343735 	1.947065 	0.910414 	-2.723241 	0.657906 	-0.734922 	0.548563 	-0.542870 	-2.118481 	1.628504 	-1.397349 	0.678315 	0.800746 	-0.339622 	-0.904927 	0.340743 	0.221321 	-0.802318 	-0.347569 	1.963647 	0.000000 	-0.513767 	-0.561468 	1.758763 	0.000000 	0.132190 	0.344444 	1.727200 	0.513767 	-1.537087 	3.056213 	-1.453916 	1.251781 	0.000000 	-1.103026 	
-1.570540 	1.088482 	0.621528 	1.139607 	0.896122 	0.884410 	-0.873179 	0.000000 	1.729466 	0.000000 	0.000000 	0.764474 	1.528628 	-1.089199 	1.560757 	0.000000 	-0.389290 	-1.457057 	-0.569328 	-1.079394 	-0.168078 	-2.155891 	0.705444 	0.322707 	0.000000 	0.470862 	0.756090 	-0.432625 	1.701404 	-0.464400 	1.825465 	0.000000 	-0.570428 	-1.042313 	-0.410700 	-1.331528 	-0.315043 	-0.513295 	0.000000 	-0.081293 	1.643198 	-2.221283 	0.643319 	0.000000 	0.678519 	0.000000 	-0.198702 	-0.631061 	-0.894677 	0.988332 	-0.568779 	-1.683870 	-1.370866 	0.974369 	0.411514 	0.671885 	-1.759275 	0.000000 	-0.706713 	2.087077 	-0.520320 	-1.404734 	2.001377 	2.017658 	0.167564 	0.706713 	0.073865 	1.266553 	-2.638473 	0.000000 	0.000000 	-0.325043 	
-0.491643 	-1.623375 	1.578752 	1.102231 	-2.036103 	-1.511900 	1.147506 	-0.417924 	-0.595218 	0.000000 	-0.429452 	1.982706 	-0.977800 	1.607070 	-1.305171 	0.801237 	0.000000 	-1.188576 	-1.911701 	1.432165 	0.751634 	0.000000 	-1.511780 	2.085013 	1.459584 	0.151208 	0.000000 	-0.175221 	-0.402223 	0.000000 	2.032533 	0.383177 	0.992344 	0.000000 	2.496282 	0.000000 	2.785401 	0.626320 	-2.058642 	-0.407495 	1.612131 	0.000000 	-0.874470 	2.003544 	-2.456711 	0.838137 	-0.059255 	-1.138308 	-0.254702 	1.837590 	0.000000 	-0.629228 	-0.553467 	-2.806363 	-0.645803 	1.003339 	0.000000 	0.716360 	1.284038 	1.095332 	-1.028496 	0.000000 	0.000000 	0.000000 	2.548396 	-2.383575 	0.992524 	0.000000 	-2.243307 	-2.407152 	1.258575 	-2.426275 	
0.618917 	-2.038880 	-0.737658 	2.959864 	0.821660 	-1.356874 	-0.910566 	-1.475012 	0.239532 	0.000000 	0.724687 	-1.230352 	1.845645 	1.088606 	-1.672666 	-1.374067 	1.053763 	1.207501 	1.231524 	1.941380 	1.122182 	-0.940520 	1.089162 	0.816626 	0.000000 	-2.250628 	0.000000 	-3.010248 	-2.091898 	0.226028 	1.975617 	-0.861165 	2.565198 	0.000000 	1.642733 	0.000000 	1.817552 	-0.871354 	-0.264019 	-2.448419 	-1.192928 	0.160975 	-1.175835 	1.967702 	0.389706 	0.865396 	-0.614380 	1.611913 	-0.368065 	-1.153120 	-0.457180 	1.687316 	0.824738 	-1.096905 	0.436661 	-2.524425 	2.019136 	2.219314 	-1.358149 	-1.396303 	0.939410 	0.000000 	-0.883391 	-1.229746 	1.950742 	0.000000 	-2.703968 	0.000000 	-1.434413 	0.978690 	1.020530 	1.459865 	
-1.118957 	1.381117 	-0.701048 	-0.335043 	0.274441 	0.485669 	-1.628012 	-0.389735 	0.968175 	0.139854 	0.510455 	0.000000 	0.742688 	0.208593 	-0.916719 	1.083968 	1.230211 	-0.186050 	0.000000 	0.000000 	-0.388555 	-1.469598 	2.448261 	1.062563 	-3.132137 	-1.001103 	1.077923 	-0.347099 	-1.261173 	2.082284 	0.000000 	0.000000 	0.264565 	0.000000 	0.000000 	-1.124956 	-0.501767 	-1.841676 	0.000000 	-1.439887 	2.566007 	-2.897100 	1.662894 	1.365401 	0.278200 	-0.596259 	-0.688438 	0.228532 	1.524814 	-0.245856 	-0.178597 	-2.915359 	0.000000 	-0.447936 	-0.117789 	0.453399 	-0.134286 	0.553978 	-2.300498 	0.794689 	1.092805 	0.000000 	4.937644 	0.252991 	-1.239842 	1.746520 	0.778211 	0.000000 	-2.520636 	1.410320 	-0.744157 	1.170735 	
