0.732397 	0.742381 	0.000000 	0.276572 	1.796210 	-0.645048 	0.000000 	0.000000 	1.164859 	-0.631522 	-1.779120 	2.180118 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.783004 	-1.347066 	1.575785 	1.671526 	0.000000 	0.000000 	-0.775901 	-0.966585 	-1.234472 	1.351336 	-1.289713 	0.000000 	0.000000 	-0.565969 	-1.556713 	2.381368 	-0.516762 	1.115150 	0.000000 	1.306132 	-1.354595 	1.277943 	0.000000 	0.000000 	-1.726521 	0.848058 	0.000000 	-0.774526 	0.234651 	-0.334947 	-0.499877 	0.000000 	0.680059 	-2.838567 	-0.480478 	0.498039 	-0.242018 	0.228340 	0.000000 	-1.608640 	-0.925118 	-0.345597 	2.806961 	0.696862 	1.999726 	0.000000 	0.000000 	-1.868706 	0.000000 	0.614272 	-1.247364 	
-0.863719 	-0.678054 	-1.164417 	-1.056322 	-2.078943 	1.089139 	1.102351 	1.604654 	-1.299155 	-0.487602 	1.602070 	0.481335 	0.000000 	1.235099 	1.518962 	1.399827 	0.000000 	-0.949839 	-1.380261 	0.000000 	0.503620 	0.552886 	0.000000 	-1.174499 	-1.210961 	-1.250412 	1.112849 	0.000000 	0.925527 	-0.467508 	0.293933 	-1.238158 	-2.545766 	0.000000 	-0.782025 	-2.127702 	-1.512343 	-1.656689 	-2.710261 	-0.417369 	1.704681 	0.000000 	2.130978 	0.675331 	1.056259 	0.499685 	1.820414 	1.157012 	1.789281 	2.096264 	-1.140464 	0.000000 	0.000000 	0.000000 	0.493593 	-0.218297 	-0.327536 	-1.815366 	0.000000 	-0.364097 	0.000000 	0.984919 	0.000000 	1.412351 	1.604817 	-1.251708 	0.319182 	0.979973 	
1.176140 	1.143532 	-0.662038 	-1.307120 	-0.353592 	0.384229 	-0.959807 	1.055091 	0.000000 	0.547775 	-0.318989 	-1.089450 	-1.635799 	0.781263 	-1.593097 	-1.374519 	1.155249 	-0.040423 	1.270036 	0.000000 	-1.662879 	0.834746 	-2.167316 	1.069856 	1.151195 	-0.159755 	0.000000 	0.000000 	0.000000 	-1.619406 	-0.481710 	1.940859 	0.294782 	1.936887 	0.797920 	-0.647923 	1.346430 	1.484227 	0.000000 	0.000000 	0.000000 	2.112538 	-1.606019 	0.000000 	-1.643363 	0.000000 	-1.171208 	-1.111021 	-0.534346 	-0.219815 	1.722179 	0.000000 	0.601985 	-0.766061 	0.000000 	0.824167 	0.770621 	2.153292 	0.000000 	-1.767774 	0.000000 	-0.232614 	-0.579581 	0.000000 	0.000000 	1.329412 	0.000000 	-0.546887 	
0.669599 	0.000000 	0.000000 	1.276387 	1.261752 	0.062952 	0.000000 	0.000000 	1.056877 	0.000000 	1.589841 	-0.991749 	-0.867655 	-0.512580 	-2.110554 	-1.105901 	0.000000 	0.000000 	0.787143 	0.000000 	0.000000 	1.140745 	-1.947006 	-1.547951 	0.377144 	1.423390 	0.000000 	0.000000 	-1.698686 	2.333799 	0.000000 	2.559088 	-0.915594 	-0.745263 	1.516900 	1.711303 	1.543385 	0.804701 	-1.293881 	0.000000 	-1.031154 	0.000000 	1.645653 	-1.597428 	-2.134723 	0.536369 	0.000000 	2.059560 	0.517594 	0.728906 	-1.589808 	-1.717153 	0.986438 	-1.006853 	-1.739929 	0.000000 	-1.908714 	1.246932 	1.204579 	0.802665 	-2.358394 	0.000000 	-3.712107 	0.744645 	0.000000 	0.000000 	2.544032 	-0.281949 	
-2.046658 	0.000000 	0.000000 	-0.320124 	0.724459 	0.902109 	-1.278489 	0.000000 	2.527901 	0.744200 	0.000000 	1.757851 	-1.971600 	2.484251 	-1.093644 	0.000000 	1.699457 	-0.610427 	0.000000 	0.000000 	-1.065912 	0.249023 	0.278585 	-2.221086 	-0.836020 	0.000000 	-0.449096 	-0.815628 	0.000000 	0.000000 	0.250213 	-0.960438 	2.024656 	2.018877 	0.907610 	-1.614740 	0.443120 	0.319769 	0.854459 	1.871170 	1.157435 	2.137257 	0.000000 	0.000000 	-1.178945 	0.000000 	-0.263914 	-0.661977 	0.284113 	0.000000 	-1.119978 	0.472647 	-0.532283 	-0.586421 	0.000000 	0.000000 	-1.541123 	1.213345 	1.032299 	2.198357 	-1.497458 	-1.121449 	-0.228601 	-0.899180 	-0.643560 	1.676141 	-0.407633 	-2.506369 	
-0.859858 	1.136287 	-2.907959 	0.586466 	0.460509 	1.221623 	-0.417898 	0.000000 	-0.991614 	1.118978 	-0.819849 	0.000000 	-1.383959 	3.403983 	-0.278553 	-1.831032 	1.867125 	-0.534987 	0.000000 	-0.430761 	0.000000 	0.335202 	0.000000 	-1.759794 	1.554328 	-0.466853 	0.259460 	0.447693 	0.000000 	-0.264707 	-0.279653 	0.000000 	1.830348 	4.345882 	-0.986070 	0.296837 	0.000000 	-1.439391 	0.609286 	0.000000 	0.000000 	0.361462 	-0.471828 	-0.353282 	0.000000 	0.000000 	-1.407781 	0.746131 	-1.555412 	0.000000 	-0.321478 	0.779329 	0.066567 	0.000000 	-0.082831 	0.000000 	-1.466423 	2.416413 	0.472178 	-0.944161 	-0.513464 	1.601728 	1.003018 	-0.919821 	-3.119367 	0.000000 	1.077049 	0.000000 	
0.000000 	1.512508 	0.855559 	0.028728 	0.564037 	0.000000 	2.155141 	1.473059 	1.706967 	-0.736990 	-0.852320 	0.377182 	-0.490890 	-0.911195 	1.608100 	0.623862 	0.000000 	-0.476930 	0.000000 	1.498597 	1.414823 	0.000000 	-2.397932 	0.924125 	-0.737118 	-3.188663 	0.000000 	0.669649 	0.000000 	-1.011632 	0.491485 	-0.124892 	1.441940 	-1.405189 	2.201912 	0.233386 	0.582068 	-0.420816 	0.000000 	0.911706 	0.000000 	-2.084631 	-1.718159 	0.000000 	-1.291619 	1.650237 	-1.897659 	-0.387713 	0.588957 	0.000000 	-1.299845 	-1.105582 	1.668859 	0.410308 	-0.543245 	-1.962295 	-0.508651 	0.965921 	0.891527 	-0.676973 	0.000000 	0.000000 	-0.567771 	-1.507906 	-1.141823 	1.937230 	1.465040 	-0.358304 	
1.689387 	0.930687 	1.472148 	-1.958122 	-0.253626 	0.000000 	-0.749504 	0.844553 	1.926754 	-0.353278 	2.304575 	2.047101 	-0.871825 	0.983121 	-0.304424 	-2.141097 	0.000000 	-1.037041 	0.531106 	-1.201770 	-1.613834 	0.000000 	0.037446 	2.093185 	-1.665142 	-1.308169 	-1.279297 	0.000000 	1.115914 	1.359773 	0.122157 	2.439439 	2.199711 	-2.961533 	2.838926 	1.719561 	-1.594510 	2.484649 	-0.750236 	-2.539584 	0.368287 	-1.615612 	-1.712745 	1.272347 	-3.741134 	-2.788434 	0.000000 	-0.594867 	2.071739 	-0.900213 	1.005649 	-0.645086 	3.370173 	-1.828859 	-0.483435 	0.466153 	2.604965 	-0.785668 	0.000000 	1.393280 	-2.162410 	0.926760 	-1.362831 	-0.911475 	2.572470 	1.185174 	-0.427262 	-1.129089 	
2.132476 	0.618705 	0.000000 	-0.922383 	-0.621312 	-2.060074 	-1.320867 	0.000000 	-1.520078 	1.115029 	0.653716 	0.000000 	0.000000 	-0.694859 	-2.586442 	-1.951899 	0.000000 	1.598580 	-1.823572 	-1.099137 	-1.157995 	0.460522 	-3.005569 	1.834763 	1.669530 	0.000000 	0.000000 	-0.902740 	0.000000 	-0.247391 	-1.449207 	1.604180 	1.336470 	0.403464 	-0.121043 	1.200225 	-1.357477 	1.754021 	0.000000 	0.000000 	0.000000 	3.680841 	-1.128752 	0.000000 	0.000000 	-0.872825 	0.000000 	-0.403596 	0.354148 	-0.842324 	1.764643 	-2.160915 	0.000000 	0.000000 	1.106440 	0.000000 	1.509587 	0.000000 	0.943669 	0.000000 	-1.213926 	0.306413 	0.898695 	0.500399 	0.000000 	1.630454 	0.982952 	1.076560 	
0.418005 	-0.642070 	3.500874 	0.253060 	0.715108 	0.000000 	-0.778785 	-0.361036 	0.639433 	0.768155 	0.000000 	0.803498 	-1.579066 	1.377641 	0.000000 	-1.251930 	0.798693 	1.998870 	0.529235 	-1.553548 	0.909508 	-0.064001 	0.000000 	1.079821 	-0.746944 	-0.306728 	-2.032142 	-1.027198 	-1.811721 	0.000000 	0.000000 	0.878107 	1.522389 	0.000000 	-1.529463 	-1.025133 	0.526319 	1.296032 	-0.931943 	1.917304 	-0.422597 	0.237213 	-0.622907 	0.949943 	0.000000 	-0.728256 	-0.193957 	1.555957 	-2.800544 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.388645 	0.142211 	1.822436 	0.000000 	0.604668 	0.737099 	1.411899 	-1.634270 	0.000000 	-2.854203 	-2.092745 	0.608142 	0.000000 	-2.288544 	
