0.384142 	0.000000 	1.753025 	2.213903 	0.000000 	-0.177290 	1.028154 	-1.972224 	0.000000 	0.504612 	-0.932802 	0.994024 	-0.990075 	1.551616 	-0.860013 	2.019688 	0.000000 	-1.138755 	0.713246 	0.086872 	-1.515995 	0.000000 	0.000000 	-0.895847 	1.706773 	-2.665079 	0.000000 	-1.923073 	-0.482991 	-1.713548 	0.219164 	-0.717733 	1.149454 	2.090145 	1.002613 	1.738720 	0.682301 	1.859502 	-1.971016 	-1.231596 	0.137990 	-1.846602 	1.770850 	1.188279 	-0.920285 	-0.710655 	1.424088 	0.520132 	1.869345 	-0.287145 	-1.158174 	-0.824170 	-0.194738 	1.192117 	-1.660250 	0.000000 	2.642398 	1.707085 	0.000000 	-0.627122 	-0.128896 	-1.368356 	-1.392695 	-1.747703 	0.682433 	-0.683960 	0.103328 	
-3.160622 	2.434614 	-1.549153 	-0.558438 	0.255450 	-0.721700 	-0.922071 	0.709972 	0.631481 	-0.825729 	1.652498 	3.408235 	0.684757 	0.437509 	-3.092283 	1.997629 	1.065099 	0.000000 	0.000000 	-0.842218 	-1.464016 	0.225331 	-2.970293 	2.393111 	1.436587 	2.793817 	0.000000 	-0.197720 	-1.865658 	-1.017764 	0.567201 	0.671489 	2.454970 	-0.374039 	-0.314330 	0.000000 	-2.097463 	0.000000 	-2.016450 	1.035428 	0.158508 	-1.978253 	1.142645 	-2.445468 	-1.417878 	1.652053 	0.000000 	-0.120930 	1.808011 	1.098769 	1.034568 	0.334534 	2.962259 	0.000000 	-1.381475 	-2.002617 	-1.691615 	-0.612034 	3.016667 	-0.239789 	-2.735261 	1.911855 	1.427108 	0.000000 	0.000000 	-1.220648 	-1.178671 	
-1.795186 	-0.767204 	-0.640872 	0.000000 	-1.500322 	0.655979 	4.014201 	-3.010681 	-0.848451 	1.373621 	-0.847706 	0.000000 	2.887764 	0.978785 	-1.099773 	1.612427 	0.187156 	-1.220013 	1.388650 	2.174891 	0.445648 	1.486894 	0.000000 	-0.512654 	0.613626 	-0.691285 	-1.827962 	0.000000 	0.000000 	-3.177300 	0.000000 	0.000000 	0.545507 	3.222126 	-0.700919 	0.000000 	1.082988 	0.000000 	-2.313970 	0.000000 	2.007576 	0.579481 	-0.401736 	1.383643 	-1.255809 	-1.024740 	0.682500 	0.275294 	-0.865265 	0.000000 	0.235997 	2.168183 	0.341087 	-2.103052 	-0.963953 	-0.584856 	-1.316322 	2.786101 	3.585708 	-1.829922 	-0.422644 	-2.001990 	-2.127105 	-0.294266 	0.000000 	-0.421985 	-0.436958 	
0.000000 	-2.486304 	-1.702811 	2.147756 	2.048705 	0.567243 	2.926232 	-2.006964 	0.088567 	0.820271 	0.000000 	0.000000 	1.411820 	0.000000 	-0.116920 	0.055181 	0.514732 	0.000000 	0.589785 	0.782241 	-1.382763 	1.608389 	0.801365 	-1.412321 	0.000000 	-0.271348 	0.477069 	-0.326654 	0.000000 	-3.146619 	1.474060 	0.070628 	-1.140530 	1.455793 	3.386178 	0.000000 	0.805786 	0.000000 	-1.749919 	0.000000 	0.000000 	0.000000 	-0.720369 	0.679464 	-0.367667 	-2.138954 	1.850811 	-0.518930 	0.000000 	-2.349512 	2.542732 	0.268036 	0.000000 	0.216061 	-1.124222 	3.899400 	-2.055229 	2.902224 	0.000000 	-2.113942 	-1.999073 	-0.925855 	0.000000 	-0.753907 	-2.456680 	0.000000 	0.000000 	
-0.744079 	1.265869 	-0.529381 	-1.200974 	2.080261 	0.000000 	-1.165294 	0.000000 	0.698312 	-1.310340 	2.028923 	-1.086538 	-0.548992 	1.253013 	-1.135896 	0.936346 	1.769633 	-1.391714 	-0.257838 	-1.299685 	-0.876357 	0.817995 	-1.176805 	1.912836 	0.488836 	1.518765 	1.077183 	-0.918836 	0.000000 	0.601046 	-1.713286 	-0.063620 	-0.335425 	-1.179461 	-1.008304 	1.455381 	-0.683322 	1.342809 	1.603896 	1.458679 	-0.548924 	0.000000 	0.000000 	-2.772100 	-2.136894 	1.808690 	0.646375 	-1.099413 	1.544231 	1.621569 	-2.325619 	-1.889149 	1.132075 	0.562814 	0.000000 	-0.831107 	2.033382 	-0.762925 	-0.272403 	0.669000 	-1.454151 	2.037317 	1.227431 	-1.048765 	0.000000 	0.000000 	-0.761721 	
1.401388 	0.184923 	0.000000 	-0.417961 	-1.011845 	-0.708706 	0.000000 	1.592480 	-0.721154 	-1.098931 	0.670778 	-2.249672 	0.000000 	1.181736 	-1.942206 	0.000000 	-2.081964 	1.281876 	-1.304968 	-1.655621 	0.000000 	-1.512583 	1.336320 	2.390220 	1.369539 	0.971517 	-1.575186 	-0.100789 	2.823538 	0.000000 	-3.271551 	1.180649 	-0.668703 	-1.185784 	-1.551417 	3.137807 	0.000000 	2.072607 	-0.338734 	1.464061 	1.486125 	0.000000 	0.000000 	0.450440 	0.000000 	-0.942324 	0.000000 	0.314516 	-0.730399 	2.366078 	-0.596238 	-2.548209 	0.556845 	0.000000 	0.000000 	-0.546458 	0.939706 	-2.656384 	0.970797 	-1.057854 	0.989468 	-0.353660 	-1.947425 	1.478406 	0.000000 	1.416553 	-0.288262 	
0.000000 	3.390496 	2.166881 	-0.406369 	1.981557 	0.000000 	0.158936 	0.000000 	-0.864368 	-0.975399 	1.170148 	0.000000 	-2.413579 	0.786047 	-3.456884 	2.651400 	0.000000 	0.000000 	1.525219 	-1.533682 	-0.674652 	-1.690893 	-1.928992 	1.235494 	0.462147 	0.914715 	-0.860083 	-1.194600 	0.000000 	-1.244124 	-0.430011 	0.000000 	0.754303 	-0.345180 	0.509183 	0.668311 	-1.743927 	1.774406 	0.913657 	0.000000 	0.000000 	-0.144632 	0.725982 	0.000000 	-1.086270 	1.137981 	-1.116665 	0.572648 	0.929118 	0.000000 	-1.035612 	-0.657577 	2.540581 	1.544077 	-1.482054 	-1.667978 	-1.087100 	0.771582 	1.929322 	0.000000 	0.000000 	0.000000 	1.239735 	0.000000 	-1.078718 	-1.547910 	-0.937816 	
1.388793 	-3.064465 	-0.302362 	-0.236673 	-2.146254 	0.288219 	0.490795 	0.000000 	0.000000 	1.567147 	0.000000 	-1.577663 	-1.161288 	-0.092317 	0.000000 	1.304740 	1.533514 	0.000000 	-0.788492 	-1.140413 	1.830551 	2.063253 	0.924124 	-0.504708 	1.657265 	-0.255689 	2.220427 	2.648762 	-0.513115 	0.000000 	-0.286918 	-0.118128 	0.000000 	0.159286 	0.000000 	3.142670 	0.000000 	-0.490175 	0.853817 	-0.900022 	-1.301401 	0.000000 	-1.209337 	-1.709773 	0.744097 	-1.594811 	-1.081414 	0.949422 	0.298510 	-0.698512 	0.133156 	0.881198 	-1.364802 	-0.785565 	1.325368 	-1.010650 	0.000000 	1.833445 	0.255116 	-0.686539 	0.000000 	-1.899821 	-2.403435 	-0.664710 	1.296056 	-0.368419 	1.398511 	
0.000000 	0.000000 	-0.394524 	1.470784 	0.715341 	0.809452 	-0.443847 	0.000000 	-0.980943 	1.117822 	-1.210097 	-0.214536 	0.385845 	-1.614296 	0.895735 	-1.913662 	0.985809 	1.452177 	2.609213 	1.876813 	-1.143024 	-1.524911 	0.000000 	0.675131 	-0.166236 	0.730951 	-1.252654 	-3.091770 	0.000000 	-2.678349 	0.342797 	-1.487630 	2.406035 	0.165224 	-0.503857 	1.425887 	0.000000 	-1.021087 	-2.202823 	0.441279 	1.519246 	0.192883 	0.498136 	0.000000 	-0.563614 	1.838295 	0.000000 	0.000000 	0.332294 	1.289627 	0.967322 	-3.085525 	2.644515 	-2.926252 	-1.511332 	1.770395 	-0.538597 	0.809349 	-1.103189 	0.644676 	-1.057494 	1.665944 	0.000000 	2.643396 	-1.036994 	0.000000 	-0.836584 	
-1.721991 	-0.863448 	-1.166741 	0.000000 	0.505738 	-0.240077 	2.029995 	-1.101543 	0.211814 	0.000000 	0.772633 	0.000000 	1.214407 	-0.160122 	-1.750340 	1.669157 	0.056168 	-0.873077 	0.000000 	0.000000 	-0.100889 	0.981112 	0.531918 	1.554582 	1.063257 	1.895693 	-0.590521 	-0.686426 	-1.473398 	-1.709923 	0.000000 	1.329496 	0.974819 	0.597340 	-1.877250 	-0.788338 	-0.308702 	-0.120111 	-1.533726 	1.669472 	1.728156 	-0.257320 	-1.388491 	0.441214 	-0.778048 	0.599582 	0.249261 	0.000000 	-1.392602 	0.960774 	0.763990 	1.624458 	1.368635 	-1.789742 	0.295121 	0.000000 	-1.061713 	0.766936 	1.679458 	1.470364 	-1.884059 	-1.668223 	-0.834816 	0.000000 	-0.612749 	0.398106 	-0.719823 	
