1.443246 	2.612323 	0.713794 	0.000000 	0.436777 	-1.090326 	-0.890910 	0.000000 	1.098094 	-3.400717 	0.000000 	1.419030 	0.800175 	0.000000 	-0.705978 	2.026091 	0.597076 	-0.566202 	-0.053521 	0.000000 	0.765515 	0.000000 	-0.847498 	1.406488 	1.144632 	1.103578 	0.000000 	-0.095573 	-1.091796 	2.358696 	-0.109346 	-0.824476 	-5.207178 	0.226051 	-0.934750 	1.428526 	1.756617 	0.000000 	0.566202 	0.000000 	0.464355 	0.292819 	-0.287683 	0.000000 	-0.506205 	-1.535120 	0.000000 	-0.348899 	-0.209966 	0.000000 	-1.211958 	0.722202 	0.778028 	-1.310915 	-1.608150 	-0.315944 	-0.416616 	-0.535978 	1.871016 	0.000000 	0.000000 	-0.665960 	-0.614531 	1.965109 	-1.002521 	-1.158032 	
-1.149763 	-2.271584 	-1.717468 	2.578396 	-0.628447 	1.716269 	-1.229273 	0.000000 	0.842020 	0.736515 	2.651012 	0.000000 	0.000000 	0.000000 	0.816743 	-0.635197 	0.000000 	-1.141550 	-2.364499 	0.214291 	-0.553789 	2.265136 	0.000000 	0.000000 	-0.876677 	0.419207 	2.360364 	-1.390532 	0.000000 	0.409415 	-1.432655 	0.000000 	0.000000 	2.469576 	-1.312522 	1.411038 	-1.588285 	1.176241 	-0.612232 	1.619234 	-0.701281 	0.583795 	1.650179 	-0.686576 	-0.727447 	0.448711 	2.733299 	0.798484 	-0.776299 	-0.642667 	1.360435 	-0.853153 	-0.749617 	0.000000 	0.135473 	2.910939 	-1.962392 	0.532717 	-1.503831 	-0.507231 	-0.916817 	0.979004 	0.000000 	-1.343465 	-2.102500 	-0.533383 	
1.086997 	1.531224 	-2.107396 	-3.066904 	0.000000 	2.581079 	1.257539 	1.658852 	0.000000 	-1.195577 	-1.615089 	0.000000 	0.456574 	-1.341659 	1.285230 	-3.860940 	0.660205 	-0.680393 	-1.201951 	1.005632 	1.246746 	1.551773 	1.597768 	-0.336167 	1.014925 	0.000000 	-3.920554 	0.984412 	-3.067303 	-1.617524 	-1.489134 	-0.264735 	-0.895908 	-0.704999 	1.302712 	0.000000 	0.000000 	-0.737389 	-3.617353 	-1.684880 	-0.903561 	-0.525696 	0.000000 	2.396083 	2.525217 	0.000000 	0.217539 	1.979507 	1.728177 	-1.265566 	1.377771 	1.577745 	5.380055 	0.425171 	-0.960963 	0.607277 	0.301014 	-1.750563 	0.000000 	0.678491 	-0.386807 	0.000000 	-2.128048 	0.000000 	1.972336 	0.189229 	
-0.134497 	-0.126012 	-0.408215 	0.000000 	0.610829 	-1.548551 	0.000000 	-1.659461 	-0.976126 	0.000000 	0.000000 	1.044134 	-0.328041 	0.000000 	-1.270881 	-1.624059 	-1.561829 	-0.539143 	-0.586764 	0.000000 	1.900884 	-1.671865 	1.624059 	0.846540 	-0.261650 	2.650140 	-0.220240 	-0.529785 	0.810748 	-0.588742 	-0.950576 	0.523470 	1.305004 	0.465723 	0.737411 	0.000000 	0.000000 	-1.249183 	-0.538191 	-1.784839 	0.597180 	1.769695 	0.000000 	1.318522 	1.177720 	-0.218014 	0.505720 	2.115427 	0.321989 	-0.213450 	0.615046 	0.000000 	1.540170 	0.932427 	2.482480 	0.264181 	-1.923160 	0.000000 	-0.819239 	-0.746908 	-1.790405 	-2.646846 	0.000000 	0.735385 	1.505910 	-1.205734 	
0.000000 	0.778056 	-1.541716 	0.718333 	1.030066 	0.000000 	3.154441 	0.000000 	2.931957 	0.901648 	0.755271 	0.000000 	0.479545 	-1.663665 	0.000000 	-3.134381 	-2.368299 	-1.757579 	0.000000 	0.000000 	1.600336 	1.292794 	1.534470 	2.670835 	0.597819 	-1.837330 	0.962339 	-0.963472 	1.944374 	-3.064026 	1.173218 	-2.959920 	0.000000 	0.767963 	1.417778 	0.228667 	0.742364 	-2.412692 	-0.190053 	0.000000 	0.524666 	-0.317952 	-1.554530 	-0.674965 	4.327746 	0.000000 	1.487937 	0.000000 	1.749588 	-1.660394 	-0.741173 	0.000000 	2.062037 	2.368993 	-0.641370 	-1.128693 	-0.902281 	-1.869084 	0.000000 	1.134661 	-3.456733 	-1.224460 	-0.717619 	0.000000 	-1.060091 	-0.416436 	
-1.437972 	2.102661 	-3.027512 	-1.017339 	0.000000 	0.000000 	0.134008 	0.000000 	-0.242968 	-2.877472 	-1.711578 	0.412867 	-1.111356 	-0.650168 	1.151251 	-0.843907 	-3.590654 	0.000000 	2.222333 	1.749038 	0.000000 	2.324870 	0.000000 	0.076557 	-0.482943 	-2.049913 	0.584236 	0.637346 	0.000000 	1.352155 	0.000000 	-1.757608 	-1.088060 	1.368321 	0.861187 	1.824639 	0.821198 	-0.660092 	0.957660 	0.000000 	-0.322028 	-1.049909 	-1.039139 	-0.296116 	1.767972 	0.000000 	-1.820540 	-1.300238 	-0.065420 	-1.042075 	1.844110 	1.066681 	1.098478 	-1.152681 	0.000000 	-2.469150 	1.758077 	-0.946698 	3.484620 	-0.590042 	0.074323 	1.765452 	1.608220 	0.000000 	1.967368 	-0.332291 	
0.894078 	-0.410768 	0.665543 	0.226772 	0.718264 	-1.281869 	-0.218500 	-1.320732 	-0.150181 	-1.161377 	0.000000 	3.142185 	-0.646847 	0.994823 	-2.150124 	0.000000 	-1.569281 	0.355445 	0.800892 	0.228350 	0.992981 	-1.687774 	0.668776 	2.141134 	0.000000 	2.150229 	0.975940 	-1.625190 	1.072279 	0.000000 	0.547912 	-2.090457 	-0.851832 	-1.269532 	0.402221 	1.896292 	0.620134 	0.000000 	-0.306674 	-0.975865 	-1.197430 	-0.182470 	-0.678626 	-0.533876 	-0.416454 	1.044940 	0.784661 	-0.164887 	-0.460779 	-2.045614 	1.328144 	-2.604224 	-1.570838 	-1.739117 	1.493957 	2.326300 	1.562313 	0.994768 	0.857965 	-0.527906 	-0.542945 	-1.573302 	0.810347 	1.693615 	0.780548 	-1.409655 	
0.000000 	0.000000 	0.640330 	-0.840803 	-1.560642 	0.354763 	-0.230494 	-1.196452 	-1.471937 	-1.147505 	0.905556 	-1.268215 	2.143435 	-1.579572 	-0.691365 	0.939184 	3.131010 	-2.279808 	0.000000 	0.848124 	0.000000 	-2.662974 	-1.556814 	-1.227138 	2.232680 	2.224220 	0.730644 	0.196161 	0.000000 	2.698640 	1.533492 	0.000000 	-2.338028 	-2.296030 	0.000000 	-0.265215 	-0.346972 	1.420602 	0.067203 	-2.055152 	0.000000 	1.617061 	0.000000 	0.000000 	1.702228 	-0.834981 	1.364481 	-1.111456 	-1.837619 	0.943798 	-3.766173 	2.593625 	0.106503 	0.341824 	0.486917 	0.688665 	0.633466 	0.286724 	-1.016307 	0.000000 	-1.985297 	0.000000 	2.496905 	-1.097595 	1.949792 	-0.477217 	
-1.125871 	-1.916043 	-1.629735 	1.965935 	1.558024 	0.354308 	0.409890 	-0.140205 	1.404341 	1.412027 	0.581462 	-2.547600 	-0.846369 	0.309930 	0.094212 	-1.063366 	0.000000 	-0.761749 	-1.097068 	0.760747 	0.000000 	0.000000 	0.000000 	-0.056644 	0.000000 	0.951638 	1.390031 	0.000000 	0.904919 	0.000000 	-0.086459 	0.231568 	2.375713 	1.441209 	0.557790 	-1.494574 	0.732083 	-1.401620 	0.000000 	0.000000 	0.193730 	0.988222 	-0.107271 	0.000000 	0.659894 	-0.344140 	-0.353685 	-1.889925 	0.410531 	1.652901 	0.000000 	0.786140 	1.106465 	0.387586 	1.828351 	-0.421786 	-1.012803 	-0.182914 	0.539612 	0.354687 	-2.787721 	-1.892077 	0.352731 	-0.667813 	-2.295734 	0.000000 	
-0.736915 	1.219748 	-1.087521 	1.212417 	2.625576 	-1.008176 	1.843982 	-0.871769 	0.683200 	0.000000 	-0.157132 	-1.920043 	0.438615 	1.465992 	0.000000 	-1.371702 	0.000000 	-1.260168 	-3.140178 	-1.862495 	1.650695 	2.139246 	0.606383 	2.741427 	0.000000 	1.377877 	0.479127 	-0.986925 	-1.434050 	-1.218623 	-0.783832 	-1.135925 	1.785503 	0.000000 	0.000000 	0.000000 	-1.074001 	-0.430484 	2.305783 	0.000000 	0.000000 	-0.908944 	0.783832 	0.000000 	0.496740 	1.489482 	0.717695 	0.620359 	0.000000 	-0.536495 	0.000000 	1.034209 	0.000000 	-0.927515 	0.919107 	0.500466 	-1.341918 	0.695420 	-0.983584 	0.099185 	-0.542515 	0.581957 	-1.447988 	-1.293936 	-1.005134 	0.000000 	
