-1.610449 	-1.229452 	0.000000 	0.457813 	-1.867361 	0.000000 	-1.489919 	-2.067617 	1.138638 	-1.027485 	0.635484 	1.342666 	0.999576 	0.918583 	0.000000 	0.000000 	-0.535419 	0.000000 	0.862583 	-0.187126 	0.000000 	-0.372276 	1.336381 	-1.418569 	-0.818740 	-0.357721 	0.143876 	0.000000 	1.491387 	2.435897 	1.108053 	2.671463 	-3.026518 	-0.142410 	0.000000 	0.329826 	0.440477 	-1.414219 	0.000000 	0.846015 	0.570778 	1.057120 	1.843639 	1.088432 	0.000000 	-0.700075 	1.304121 	-0.565266 	-1.050682 	0.303876 	0.255596 	0.288332 	0.310511 	1.007492 	0.711991 	-1.688651 	-0.408098 	0.212542 	0.963340 	-0.399129 	-0.929444 	0.729176 	0.313923 	0.490771 	0.899782 	-1.188522 	0.000000 	0.000000 	-1.072982 	-0.606870 	0.291010 	0.756996 	-1.240170 	-0.523389 	-1.308955 	-0.601847 	0.000000 	-0.886088 	-2.858685 	0.386209 	-1.939734 	-0.798561 	1.153892 	-0.876336 	0.000000 	1.112612 	2.405614 	-0.953585 	1.577091 	0.137856 	1.648747 	-0.133754 	2.501776 	0.315815 	-0.791277 	-0.877130 	-0.547720 	
-1.402446 	1.108472 	0.337529 	-1.172934 	0.878199 	-0.539104 	-0.640980 	0.690979 	0.671470 	-0.501107 	-0.734700 	-0.988394 	0.325484 	-1.456220 	-0.675903 	-0.466546 	1.311061 	0.000000 	0.561325 	-2.220009 	0.000000 	1.586046 	0.000000 	0.516804 	0.331674 	0.904288 	0.886989 	0.867995 	0.483498 	-3.158905 	0.000000 	0.569461 	-0.490766 	0.000000 	0.302947 	1.814566 	-0.130058 	-0.342782 	-0.324423 	0.351449 	-0.861247 	0.000000 	-1.274413 	-1.301984 	-1.241789 	0.635431 	0.840403 	0.301908 	0.000000 	-2.556131 	0.000000 	0.691629 	-0.842840 	0.319135 	1.147041 	0.738844 	0.663289 	1.128942 	0.000000 	-0.975171 	1.066267 	0.000000 	-0.157407 	-0.910434 	1.246370 	1.592477 	-0.177540 	-1.284133 	-1.464489 	-0.696327 	0.577830 	0.000000 	-0.536028 	-0.366198 	0.770548 	1.720811 	0.188663 	1.373440 	1.413979 	-2.124929 	-1.294745 	1.657236 	-1.074154 	-1.500362 	-0.222773 	1.387481 	0.000000 	0.417718 	0.000000 	-1.966890 	-0.229544 	1.945565 	0.076968 	0.405191 	1.889093 	0.844304 	0.552088 	
-0.362772 	-1.119412 	-0.723067 	0.302435 	-1.178751 	3.329774 	-1.232840 	-0.668820 	-0.125924 	1.364120 	-1.306083 	0.000000 	1.333126 	0.000000 	0.000000 	0.279529 	0.513215 	0.543718 	1.271138 	-2.086065 	0.228580 	-0.196330 	0.000000 	0.421078 	0.421837 	0.408176 	0.416943 	0.656359 	0.707975 	0.411919 	-0.135170 	0.980768 	-0.478353 	0.000000 	1.478476 	0.286098 	0.000000 	0.558023 	0.000000 	1.145613 	0.000000 	0.000000 	0.756746 	1.073358 	-0.293815 	-0.354277 	0.000000 	2.034329 	0.000000 	0.000000 	-2.359607 	0.000000 	-0.576946 	0.000000 	0.000000 	0.000000 	-0.352672 	0.000000 	1.248928 	-1.602729 	0.000000 	0.000000 	-0.075723 	1.143841 	-0.946930 	0.667372 	0.000000 	1.598240 	-1.017542 	-0.621808 	0.841469 	0.000000 	1.497897 	-0.599414 	0.305751 	-0.551860 	-0.712306 	-1.244447 	-1.991958 	0.992554 	-2.131702 	-0.994659 	-1.056260 	-1.557923 	-0.829264 	1.933491 	1.039898 	-0.980350 	0.155595 	0.172186 	-0.286502 	0.611294 	1.036101 	0.311821 	0.000000 	-2.316304 	0.000000 	
2.568587 	0.000000 	1.264628 	-0.384759 	0.000000 	1.721148 	-2.249721 	-0.854728 	0.397318 	1.435296 	-2.184970 	-0.550729 	-0.753356 	-0.168097 	0.000000 	1.103878 	-0.946132 	-0.067791 	2.220070 	-1.830505 	-1.060667 	-0.718330 	-0.061632 	0.380719 	0.627161 	0.694781 	0.744689 	0.819353 	-1.750179 	0.000000 	0.462613 	0.594506 	0.271570 	-2.302052 	0.897684 	0.000000 	1.654783 	1.829173 	-2.250681 	0.000000 	1.173612 	1.094674 	-1.357274 	2.144924 	-1.429695 	-0.718932 	-0.736622 	0.549515 	0.000000 	-1.200609 	0.000000 	2.609452 	-1.520637 	-0.756687 	-0.580201 	1.806900 	1.966553 	0.687307 	0.000000 	-0.791136 	-0.424936 	0.000000 	0.101695 	0.577933 	0.119282 	0.569108 	-1.823362 	0.000000 	-3.383435 	-0.372707 	1.692189 	-1.623775 	-1.101609 	-2.100753 	0.000000 	0.000000 	0.000000 	0.462618 	1.015190 	0.567070 	0.574969 	-1.282160 	-0.683802 	1.084568 	0.000000 	1.409646 	1.208547 	0.343357 	-1.477022 	-0.398079 	1.198666 	-0.398031 	0.000000 	-0.679676 	0.731009 	-1.246774 	0.517890 	
-1.345395 	0.000000 	-2.331089 	1.548935 	-1.172922 	-0.526591 	0.000000 	-2.676875 	-0.383484 	0.597016 	0.364530 	0.250658 	-1.098468 	-1.183297 	0.000000 	-0.402340 	1.016921 	-0.950644 	-0.826351 	0.477699 	2.089311 	1.536687 	-0.186453 	0.314926 	1.847550 	0.000000 	1.574247 	-1.332889 	0.974317 	-1.814701 	-0.507642 	1.096637 	-0.498663 	-0.768520 	1.301398 	1.080628 	1.907242 	0.403111 	0.000000 	1.026027 	-1.891978 	-1.192031 	0.498997 	-0.653466 	0.690688 	0.000000 	1.825517 	2.132579 	0.079493 	-0.478137 	-1.118705 	2.222641 	-0.709365 	0.861720 	1.128561 	1.154236 	-0.464465 	-1.519873 	0.000000 	3.625307 	-0.962388 	1.215817 	0.000000 	0.000000 	0.000000 	1.565308 	1.034946 	-1.166182 	0.906346 	-1.569404 	-1.158688 	-0.129073 	0.000000 	1.762578 	-1.002730 	0.906989 	-0.678546 	1.970907 	-0.542814 	-2.476020 	0.000000 	-1.593847 	-1.213709 	0.152713 	-0.766229 	-1.984923 	0.419504 	0.875125 	2.012419 	-1.482123 	0.000000 	-0.795790 	-0.244869 	0.265011 	0.487418 	-1.867964 	0.774944 	
0.623644 	-1.575771 	0.000000 	1.058671 	0.000000 	-0.279318 	-0.935856 	0.081137 	-0.179523 	-1.271104 	0.400847 	0.727630 	0.270248 	-1.176071 	1.611535 	-0.414870 	0.927350 	0.000000 	1.571213 	-2.344169 	-2.120105 	3.723057 	0.608746 	0.000000 	0.949008 	0.000000 	0.894063 	0.525464 	1.894582 	1.401024 	1.849964 	-0.584443 	-0.492232 	0.000000 	1.535705 	1.374363 	0.000000 	0.306352 	-1.470919 	-1.001550 	1.542205 	-0.849417 	-0.561682 	-0.599824 	0.721374 	1.166419 	0.827969 	-1.916731 	0.000000 	0.317547 	-0.792797 	0.565461 	-0.739325 	1.149025 	0.638232 	0.000000 	-1.342614 	-1.184246 	-0.668111 	-1.801051 	-1.678733 	-0.711836 	0.000000 	0.453978 	1.745089 	-0.720424 	0.578282 	0.211679 	-1.096036 	-1.484216 	-1.344706 	1.361224 	0.000000 	-0.327315 	0.536491 	0.707517 	-1.191274 	-1.158049 	1.621523 	0.000000 	0.155030 	-0.528673 	1.621722 	-0.874389 	1.886770 	0.874516 	0.176153 	0.390710 	0.812268 	0.000000 	0.000000 	-2.327132 	-0.866369 	-0.299128 	0.000000 	0.000000 	0.000000 	
-0.318665 	1.491610 	0.732352 	-0.841690 	-0.646998 	-0.701260 	-0.394668 	1.214914 	-1.595765 	0.000000 	-0.812358 	0.693593 	0.204180 	-1.317388 	-0.459698 	-0.928510 	0.455289 	1.268570 	-1.151747 	-0.482931 	2.176080 	0.655547 	0.067845 	-2.393055 	0.794066 	0.000000 	0.000000 	0.753271 	0.000000 	-0.673984 	-1.804637 	1.375346 	0.000000 	0.000000 	-1.318199 	1.550045 	-0.105883 	-1.408109 	-1.028739 	1.407131 	0.000000 	-1.005409 	1.390762 	-0.981828 	0.614324 	-1.549087 	0.515072 	0.720014 	-1.205266 	0.511421 	0.231550 	1.037983 	0.000000 	0.738323 	0.000000 	-0.328673 	0.000000 	0.450156 	1.028216 	-1.945513 	0.467836 	0.812952 	-2.898091 	1.087115 	0.216689 	-1.414103 	-1.627114 	-0.699525 	-0.737856 	-0.971654 	0.806457 	0.201769 	0.000000 	0.000000 	-1.531087 	0.864032 	-0.989494 	-0.815932 	-0.474872 	-1.149242 	0.544719 	1.589496 	0.431813 	1.039768 	1.226533 	2.730797 	0.000000 	-0.254972 	2.136308 	-1.642076 	0.337684 	3.349411 	0.935388 	-1.594047 	-0.352296 	1.629196 	1.572597 	
1.786156 	-0.779004 	0.298199 	-0.890872 	1.053835 	0.940591 	-0.122112 	1.346323 	-2.681819 	0.480866 	-1.478510 	-0.737833 	-1.250598 	-1.249220 	-1.413647 	0.587634 	0.220517 	0.579303 	0.000000 	-0.584400 	1.197164 	0.360114 	1.185871 	1.502729 	0.132904 	-0.759846 	-0.313513 	-3.073380 	0.529494 	-1.717083 	-1.398586 	0.767987 	-1.462806 	0.749479 	2.999018 	3.349234 	0.000000 	1.116875 	0.361880 	2.101985 	0.072950 	0.000000 	1.903609 	0.446656 	0.474335 	0.000000 	2.438911 	-0.564548 	1.144390 	0.234818 	0.104328 	0.000000 	-1.859473 	1.394868 	1.070937 	-1.951190 	0.115434 	-0.393413 	0.000000 	0.000000 	-1.765975 	0.206903 	0.873110 	2.108430 	-2.399387 	-0.490480 	-0.344000 	-1.605974 	0.327661 	-0.633965 	-0.310586 	-0.715542 	1.544519 	0.974126 	2.101598 	-1.179672 	-1.415649 	0.815016 	1.489361 	0.000000 	-2.681580 	-0.236636 	-2.450445 	2.085178 	-1.498732 	-0.788948 	-0.486141 	-2.042403 	2.318504 	0.885086 	1.457845 	0.724198 	0.385126 	-1.663583 	0.000000 	-2.185230 	-0.438613 	
0.000000 	1.278428 	0.141361 	0.398894 	0.358210 	0.000000 	-0.166161 	0.954312 	2.259608 	0.000000 	1.027915 	-0.641204 	0.365073 	1.301181 	0.796979 	0.997533 	1.351905 	-0.896446 	0.759697 	-1.601663 	-0.394869 	-1.174924 	0.896805 	0.538427 	-0.844461 	-2.130685 	-0.195973 	-1.632855 	1.273078 	-0.847915 	0.000000 	-1.245120 	-0.580921 	0.172044 	-0.551706 	-0.394649 	-0.638831 	1.253404 	0.000000 	-0.141832 	-0.208691 	1.057270 	-0.485145 	0.000000 	-0.424379 	-1.238340 	-0.102001 	0.645258 	-1.120072 	0.000000 	1.179559 	1.349083 	1.005842 	1.117987 	0.207874 	1.302190 	0.000000 	0.379961 	0.267386 	0.000000 	0.000000 	-0.806954 	-1.156922 	-0.590614 	1.328981 	0.859904 	-1.288165 	-1.653238 	-2.631312 	0.424945 	0.925888 	1.308092 	0.000000 	0.000000 	-0.272139 	-1.135725 	3.194303 	-0.348217 	-1.562423 	0.417134 	-0.575108 	-1.698927 	0.142434 	-2.255856 	-1.202205 	0.000000 	1.472555 	0.073447 	0.324319 	0.758594 	-0.929918 	0.638131 	-1.044748 	0.000000 	0.562197 	-0.155681 	1.937032 	
-1.885919 	0.382352 	0.793068 	0.756588 	-0.831222 	-0.149560 	0.000000 	-1.918379 	-0.557622 	-1.785204 	0.847870 	0.000000 	-0.545019 	0.000000 	1.399361 	-0.513986 	0.000000 	-0.531590 	0.206489 	0.647491 	-0.531527 	0.973598 	1.243243 	-0.686329 	-2.603689 	0.000000 	-1.040032 	1.038373 	0.926763 	-1.264994 	0.784996 	1.643967 	1.371475 	0.107539 	0.690649 	0.327321 	0.840455 	0.000000 	-1.689963 	-2.140523 	1.456741 	-1.483216 	1.419818 	-0.661468 	0.577865 	2.354234 	-0.917486 	1.281120 	0.000000 	-0.662542 	0.403455 	1.183922 	1.723336 	2.088030 	-0.755404 	0.000000 	-0.754464 	0.162304 	-1.600506 	0.214118 	0.000000 	-0.664864 	0.000000 	0.000000 	2.844355 	0.598491 	0.000000 	0.000000 	-0.845253 	-0.432270 	-0.842049 	-0.175485 	0.000000 	0.188165 	0.418857 	-0.738691 	0.269290 	-0.807684 	1.120828 	0.000000 	0.000000 	-1.351589 	-0.241764 	0.000000 	0.403609 	-1.822695 	0.000000 	1.840312 	-1.235857 	-0.088081 	0.300675 	-1.656604 	0.437919 	1.292825 	1.148720 	-1.805178 	0.966125 	
