0.903318 	4.030921 	0.000000 	-0.451154 	0.420236 	-1.407009 	-0.889111 	2.707341 	-2.816000 	-0.233741 	-1.427251 	-1.740011 	-1.504221 	-1.139568 	1.369506 	-0.088187 	1.651723 	1.393681 	-0.651972 	2.223229 	1.070444 	3.662190 	0.641786 	-1.618072 	-0.461870 	-0.531015 	0.290413 	-0.522426 	0.000000 	-2.057769 	2.081701 	-0.184879 	1.383765 	-1.248981 	0.974872 	0.000000 	1.482501 	-1.187793 	1.985852 	0.000000 	0.418395 	0.000000 	-1.018445 	-2.662299 	-2.036933 	-1.343293 	1.677488 	1.009634 	-2.280442 	0.000000 	-3.589787 	-1.462808 	-3.574448 	-1.289872 	0.877285 	1.914973 	3.331967 	-1.615906 	2.567287 	0.000000 	-2.155006 	2.608138 	
-1.511761 	1.920706 	0.000000 	-3.682479 	-0.907762 	0.386551 	0.145562 	2.614309 	-1.756262 	-0.593450 	1.912064 	1.661027 	1.415279 	1.100339 	1.083791 	-1.218505 	-3.152653 	-0.127390 	0.470045 	-1.265152 	-0.953599 	-0.422643 	0.000000 	1.793227 	0.760419 	0.000000 	0.000000 	0.554191 	0.626689 	1.013538 	-1.132537 	0.000000 	-0.484880 	-1.358398 	-1.124016 	-1.162100 	0.958095 	1.375310 	-3.742301 	0.873113 	1.410990 	0.000000 	1.470416 	1.895600 	-2.337805 	-1.885323 	-3.340887 	0.000000 	0.000000 	-1.057209 	0.215672 	-0.562191 	0.626503 	1.668876 	-0.351054 	3.077980 	-0.697076 	1.886492 	0.000000 	0.451342 	2.499646 	-1.498168 	
1.490964 	-2.309146 	-1.183880 	1.877256 	0.908923 	-3.646169 	0.000000 	0.000000 	1.238121 	1.336586 	2.111269 	0.473386 	0.652142 	-0.546780 	0.541860 	1.242900 	-0.831486 	0.000000 	3.467684 	0.581311 	0.000000 	2.197638 	0.000000 	0.362077 	1.557430 	-2.309365 	-1.545660 	-1.129515 	1.245363 	1.223601 	-1.281282 	-0.580187 	-0.035477 	-0.373620 	0.965684 	-0.905586 	0.000000 	0.000000 	-2.062674 	1.083931 	-1.312410 	-1.682954 	2.122255 	0.108389 	-0.493712 	1.433361 	1.089408 	-0.857581 	-1.164430 	-1.996469 	3.264727 	0.000000 	0.094465 	1.469954 	-0.153385 	-1.397622 	-1.461270 	-1.756482 	-1.140693 	0.000000 	-1.173377 	-0.344529 	
0.000000 	2.187262 	0.450765 	-1.134921 	1.822073 	-0.924201 	-1.497069 	-0.756964 	2.130542 	1.524092 	0.613079 	-2.191419 	-0.530938 	0.294131 	0.990842 	1.485547 	-0.784388 	1.016579 	0.868953 	1.290913 	-0.806799 	1.744219 	0.000000 	1.300149 	1.883061 	-1.351057 	0.454463 	0.237324 	0.000000 	1.112701 	-0.650742 	-1.966498 	-2.065369 	-1.246019 	-0.340946 	0.214495 	-2.441354 	0.619291 	1.488983 	1.304244 	-1.149763 	2.619831 	-2.306722 	1.821796 	0.813682 	-1.008613 	1.381269 	-2.557262 	-0.823052 	0.396382 	-0.759552 	0.589811 	-0.799323 	0.000000 	-0.683551 	-0.773003 	2.456378 	0.730366 	-2.854461 	-2.754457 	-1.339818 	1.197745 	
2.002982 	1.799111 	0.862590 	0.675758 	-1.590314 	-1.229172 	-0.421432 	-0.900749 	1.188833 	0.011296 	1.257360 	0.466711 	0.490918 	-1.644291 	0.946632 	1.449055 	0.541158 	0.000000 	3.678600 	0.000000 	-0.251681 	1.185414 	-1.247195 	0.000000 	-1.583105 	0.000000 	-1.837248 	-1.478185 	1.617404 	-0.816869 	-0.872942 	-0.662586 	2.641774 	-1.173099 	0.000000 	0.000000 	0.000000 	0.862231 	0.000000 	-1.464033 	-2.147997 	-0.250017 	0.000000 	0.571801 	0.591547 	-1.697717 	-0.591912 	-1.460033 	-1.857572 	0.000000 	0.000000 	-1.496584 	0.272267 	2.540948 	-1.247618 	1.902755 	0.544049 	0.888921 	0.000000 	0.254483 	0.310851 	-0.137869 	
0.600405 	-0.973136 	-1.961189 	1.687750 	2.964336 	-0.447511 	0.000000 	-0.252859 	-0.909503 	0.000000 	1.134113 	0.165043 	0.731059 	0.230449 	0.000000 	0.000000 	2.207746 	0.000000 	0.000000 	1.523986 	1.071519 	0.401898 	-0.614944 	-1.614039 	0.000000 	-1.795832 	2.258060 	-1.473364 	-1.257598 	-0.755036 	0.000000 	0.000000 	0.640681 	-0.774766 	0.000000 	-2.181803 	-1.101014 	0.000000 	1.849381 	-0.992137 	-0.941123 	-2.116799 	-2.076937 	0.000000 	-0.232968 	1.703813 	1.827043 	-0.585692 	0.663891 	3.211153 	0.658287 	2.071091 	2.428827 	-1.298899 	0.000000 	-2.460038 	0.847352 	-0.830854 	0.000000 	0.611402 	-0.749220 	-2.007175 	
2.270905 	0.000000 	-2.503690 	0.000000 	-1.056995 	-3.690638 	0.000000 	-3.590545 	0.992495 	2.878565 	2.775954 	0.746000 	0.000000 	-1.143720 	1.059593 	0.000000 	0.000000 	-2.502150 	3.874084 	2.663494 	1.057350 	1.905099 	0.000000 	0.311096 	-1.057268 	0.000000 	-1.166956 	0.000000 	-1.155871 	0.000000 	-1.892864 	-0.275633 	1.773016 	-1.266380 	0.205072 	1.924127 	0.000000 	0.800226 	0.000000 	-2.084139 	0.000000 	-2.613603 	3.350008 	-1.525210 	0.933450 	0.564324 	-1.185064 	3.124916 	0.000000 	-3.856777 	0.000000 	-1.470233 	-1.061199 	0.000000 	-0.214917 	3.098397 	0.000000 	-1.117185 	1.845778 	-1.247285 	0.099702 	0.000000 	
0.576808 	0.000000 	-2.671915 	-1.138776 	2.001739 	-0.239867 	-1.023754 	0.986264 	0.000000 	0.952921 	2.601032 	1.619465 	0.830083 	-2.036290 	0.000000 	1.125101 	1.628435 	-1.326118 	1.389791 	1.049252 	0.000000 	0.000000 	0.000000 	-1.085344 	0.000000 	-0.164437 	0.839149 	0.000000 	0.000000 	2.373599 	0.000000 	-0.455645 	-0.214066 	-1.058225 	0.312502 	-2.185938 	-1.812116 	1.642032 	2.018647 	-0.525568 	-2.692986 	-1.146653 	-2.773632 	1.372404 	0.000000 	1.204935 	0.000000 	-3.483769 	-1.690091 	3.610999 	-1.110538 	1.776072 	0.882172 	-0.269440 	1.147003 	-1.030269 	2.444537 	0.000000 	-0.445360 	0.000000 	-0.619455 	-2.042304 	
1.233101 	-1.012746 	1.261651 	1.777604 	-0.721484 	-2.069301 	-0.528506 	-0.265785 	-0.422559 	-0.667664 	-0.472126 	0.078482 	0.634671 	2.814382 	0.000000 	1.043598 	-1.413068 	-0.545681 	1.923547 	-1.733742 	0.000000 	1.999160 	-1.278319 	1.436468 	-1.079904 	-0.973440 	-1.346604 	0.741671 	3.063180 	-0.450150 	-0.480453 	-1.078621 	0.773145 	1.014850 	0.783982 	0.000000 	2.165853 	-0.276341 	-1.382183 	0.344725 	-3.753084 	-2.595074 	1.042868 	-2.213179 	1.435365 	1.821841 	-1.873305 	0.000000 	-0.427424 	0.964221 	-0.329450 	-2.250435 	0.459078 	4.404409 	-2.659155 	2.683589 	0.349522 	-2.172310 	-0.421712 	2.437449 	0.756931 	-1.656619 	
2.520582 	2.201020 	-2.380825 	0.858881 	1.062133 	-1.527082 	0.000000 	-2.983840 	-1.005222 	1.235746 	-1.924427 	-0.563196 	-0.589237 	0.000000 	-0.396900 	1.365401 	0.984935 	-1.210631 	0.758168 	2.440255 	-0.075760 	0.838749 	-2.835827 	-0.274652 	-1.637805 	0.000000 	0.791852 	-1.569183 	-1.092955 	-2.123037 	-2.016815 	1.223769 	2.925918 	-2.335396 	0.000000 	-1.348265 	1.863051 	0.000000 	0.773798 	0.000000 	-0.170684 	-0.915662 	-1.977471 	-1.305986 	2.605233 	2.732516 	1.514982 	0.394952 	0.000000 	3.285931 	-0.761551 	-0.299162 	-0.630119 	-2.181090 	0.779572 	0.752942 	3.697573 	-3.300153 	2.439014 	0.753369 	1.105773 	-0.343923 	
