-1.760296 	0.137468 	0.000000 	-1.018858 	-1.178917 	0.200232 	-0.594232 	0.000000 	1.221612 	-0.985646 	-0.374106 	-0.952242 	2.655746 	0.000000 	0.000000 	-0.865915 	0.000000 	-0.701914 	0.000000 	1.803037 	-0.682064 	0.000000 	0.000000 	-0.816651 	0.435732 	-1.441713 	0.000000 	-1.666663 	0.812579 	1.333076 	0.325309 	-1.658317 	2.587571 	1.774972 	-1.584372 	-0.574733 	0.431499 	-2.285467 	2.460285 	-0.462150 	-0.283614 	0.529063 	3.649451 	1.253366 	1.042090 	-2.542107 	0.000000 	-1.407920 	0.000000 	0.871362 	1.102794 	-0.416229 	1.223746 	-0.327414 	-0.796242 	0.000000 	-0.867697 	-0.988882 	0.900073 	0.835572 	0.175743 	0.000000 	-0.272198 	-1.023910 	0.000000 	0.000000 	-1.048190 	0.134082 	0.000000 	0.000000 	0.000000 	2.287053 	0.000000 	0.000000 	0.000000 	0.436300 	-0.620029 	2.030192 	
0.000000 	-0.606910 	0.000000 	0.000000 	0.851748 	-0.350222 	-0.566789 	0.874593 	1.551292 	0.844182 	0.000000 	-1.161250 	0.404611 	0.195837 	-1.289769 	-1.061934 	0.782981 	-1.095181 	-0.608414 	0.433876 	0.517485 	-0.760326 	-0.145730 	0.000000 	0.000000 	-0.873379 	-0.698927 	1.710943 	1.329034 	0.000000 	-1.480022 	-0.486849 	0.000000 	1.695896 	0.581976 	0.000000 	-0.439124 	-0.282316 	-0.935744 	-0.466467 	-1.461217 	-0.757167 	-0.700055 	-0.240753 	0.463871 	0.493007 	0.410234 	1.430989 	-0.600969 	1.877782 	1.954728 	0.744221 	-0.720472 	0.000000 	-0.863033 	0.301598 	1.128811 	1.016161 	-1.100019 	0.000000 	0.386483 	0.000000 	1.277314 	0.632470 	1.463523 	-0.390247 	0.000000 	-0.141514 	0.000000 	-2.474238 	0.000000 	0.794450 	-1.025298 	-0.622724 	-1.126846 	-1.787383 	0.907020 	0.878474 	
-1.397891 	-1.128409 	0.000000 	1.626986 	0.000000 	-1.151213 	0.915120 	-1.536857 	1.506399 	-0.526584 	-0.823321 	-1.285683 	-0.612485 	1.224852 	2.030591 	-1.037344 	-0.582297 	0.781872 	-1.270946 	-1.471565 	0.000000 	-1.846155 	-1.218293 	-1.579111 	-0.381790 	-1.787309 	-1.282505 	0.000000 	2.141480 	0.086561 	-0.765496 	0.000000 	1.027497 	1.262506 	0.710078 	-0.701757 	1.205666 	-0.504593 	-0.632882 	-1.317054 	0.636904 	-2.268619 	0.936085 	2.589932 	-0.399099 	-1.760539 	-0.688317 	-0.960844 	-1.644402 	0.705129 	1.117069 	-1.477931 	0.762221 	-0.946972 	0.271414 	0.000000 	-1.500204 	1.404557 	0.259167 	1.133746 	-1.035180 	0.255370 	1.081392 	-0.428452 	-0.183975 	0.934208 	1.624443 	-0.718396 	0.456173 	0.743602 	1.114844 	1.836316 	1.188815 	-0.294155 	0.767434 	2.301024 	2.919341 	-0.433634 	
0.885436 	1.113781 	0.000000 	0.395136 	-0.558940 	0.448116 	-1.335306 	-0.630303 	0.894467 	-0.365064 	0.000000 	0.275055 	-1.514124 	0.128255 	0.000000 	0.843078 	0.352367 	-1.550639 	0.555190 	1.024053 	0.000000 	-1.220917 	1.536419 	-0.802933 	-0.687179 	0.308334 	0.088373 	-1.644197 	0.885483 	1.609088 	-2.507769 	-0.403812 	1.176225 	0.000000 	-0.493918 	0.000000 	-1.106836 	1.650531 	0.542078 	-0.704191 	-1.687749 	-0.734290 	0.764694 	0.000000 	0.894627 	0.652273 	1.769045 	1.580990 	0.478394 	-1.273295 	1.579912 	-1.300260 	1.489020 	1.022873 	-0.796464 	0.000000 	2.103349 	2.910328 	0.863876 	-0.966812 	-1.273696 	-1.475299 	-1.797605 	-1.823502 	0.000000 	-1.338306 	1.227388 	1.087255 	0.269540 	0.158131 	1.215990 	-0.423951 	-2.220536 	0.425745 	-1.116819 	0.556534 	-0.966205 	0.000000 	
0.000000 	-0.734696 	-2.108524 	0.893765 	0.000000 	0.572571 	0.000000 	0.708931 	3.316442 	-1.085532 	-0.095946 	-1.110227 	-0.553280 	0.325812 	-0.659015 	-0.935631 	-0.311104 	-0.190035 	-1.297108 	-2.065946 	-0.946808 	3.041410 	-1.836332 	-1.918515 	1.986004 	-1.200798 	-2.675602 	1.528447 	1.958740 	0.673046 	1.355935 	-3.096297 	0.492893 	1.098228 	0.000000 	0.135442 	0.000000 	0.608778 	-1.405365 	-0.359522 	0.000000 	-1.284694 	2.056453 	0.000000 	0.715775 	-0.390723 	-1.778110 	-1.346041 	1.720750 	-0.391980 	0.000000 	0.594086 	1.975982 	1.427826 	0.000000 	0.488790 	1.156818 	-2.661163 	0.115830 	0.572002 	0.492185 	-2.298816 	0.523033 	0.441374 	-1.314645 	1.235898 	1.276658 	0.565726 	0.000000 	-1.274958 	1.009387 	1.931713 	1.304907 	-0.711841 	-1.287157 	0.000000 	2.094985 	0.000000 	
2.062445 	0.000000 	0.000000 	0.000000 	-0.815054 	0.000000 	0.000000 	-0.288008 	3.039828 	2.015852 	0.351831 	-1.825718 	0.679318 	0.614112 	-1.340981 	1.163903 	1.106512 	-1.037816 	0.641111 	0.474064 	-1.376577 	2.022839 	0.551901 	0.635376 	-1.113575 	0.716990 	-2.172930 	0.838115 	-0.539183 	0.000000 	0.882213 	-0.653144 	0.944356 	0.614742 	-0.358566 	0.000000 	-0.528976 	0.672686 	-0.810460 	-0.192960 	0.000000 	0.754681 	0.000000 	-1.802292 	-1.031777 	0.000000 	-1.255393 	0.560998 	0.572990 	-1.000853 	1.404933 	-0.662417 	1.304935 	0.720613 	-0.479681 	1.316479 	0.531703 	-0.493810 	-0.273959 	-0.783447 	-0.277733 	-0.140119 	-1.688453 	0.000000 	-1.048106 	1.065863 	2.006323 	0.000000 	-1.776664 	-0.374320 	-1.390623 	0.392672 	-1.463051 	-0.632971 	-0.484886 	-1.111647 	0.000000 	1.777359 	
-1.082780 	-2.005929 	0.614747 	1.471881 	-0.974862 	0.000000 	2.936712 	0.000000 	0.000000 	-2.189884 	-0.627554 	-0.473671 	0.877887 	2.465706 	0.000000 	1.360107 	0.000000 	0.189701 	0.000000 	-1.689022 	-0.932152 	0.568836 	2.044422 	1.315114 	-0.739324 	-1.687766 	0.317587 	-1.006609 	-1.387760 	2.059637 	3.169372 	-2.121221 	0.000000 	-2.139273 	-1.782995 	1.050162 	0.692902 	-0.580165 	-2.282628 	1.114774 	5.110687 	-0.872121 	0.469639 	0.000000 	0.000000 	1.168302 	-3.746616 	-0.903998 	0.000000 	0.000000 	1.348654 	-0.789403 	1.356744 	-0.982795 	0.724344 	0.000000 	-0.730361 	0.864716 	1.149275 	1.544138 	0.000000 	1.907021 	-0.383743 	-2.705552 	-0.200766 	-2.361094 	-2.620212 	-0.849751 	0.000000 	1.640602 	0.000000 	0.000000 	0.469918 	-0.736618 	-1.002106 	1.753977 	0.611781 	-0.654146 	
0.773497 	1.415951 	-1.462657 	-0.452330 	2.592668 	0.000000 	0.000000 	1.178754 	0.134910 	0.603456 	-1.753511 	0.000000 	-0.141528 	-0.468617 	3.107019 	-3.316528 	-2.098311 	-0.901220 	-0.604707 	-2.398337 	-1.112274 	1.863298 	-0.533104 	-0.737598 	0.000000 	-2.262449 	0.000000 	-3.490932 	-0.347077 	-1.787311 	0.218660 	0.357629 	-0.378529 	1.511416 	2.987791 	-2.610909 	0.571974 	1.030018 	0.000000 	0.000000 	-1.155583 	-1.850574 	0.000000 	0.000000 	1.546395 	-0.761207 	-0.176771 	-0.066126 	0.177192 	1.283596 	-0.591914 	0.163629 	2.886723 	1.999153 	-0.421232 	-1.440224 	-0.914400 	0.601692 	0.000000 	2.073977 	0.276946 	-0.606785 	-0.373654 	2.532107 	0.000000 	0.311996 	0.993756 	1.565268 	1.526099 	-1.271728 	1.040256 	0.291871 	0.875788 	0.000000 	-1.132982 	0.757546 	-0.331093 	0.469550 	
0.000000 	-0.889691 	-1.171240 	1.494471 	0.720923 	0.000000 	1.218328 	2.205028 	0.647836 	-1.680379 	-0.683095 	2.565117 	-0.318842 	-2.814206 	0.162314 	0.295781 	2.111497 	-1.327576 	-1.049801 	-1.233836 	-0.345497 	0.536595 	-0.512311 	0.849996 	0.675892 	0.000000 	1.966731 	-0.464909 	-2.205646 	-0.355315 	-1.598656 	-0.361678 	-0.275031 	-0.733997 	3.672646 	1.812672 	0.304131 	0.992268 	0.814345 	-1.422716 	0.304431 	1.220413 	2.268839 	-0.281012 	-0.875707 	-1.395433 	-0.367607 	-0.340043 	-0.520187 	-1.368668 	-1.153733 	1.276797 	1.983043 	0.000000 	-1.500130 	0.000000 	-0.649047 	0.309112 	2.236133 	0.180416 	-0.732565 	-0.887872 	0.000000 	-1.232190 	-0.589272 	1.181194 	0.000000 	-0.573738 	0.000000 	0.000000 	0.780609 	-1.054346 	0.000000 	-0.104537 	0.249126 	-0.240151 	-0.759851 	-0.508190 	
1.617911 	1.347056 	-0.497716 	-0.851335 	0.979359 	-0.798023 	-0.950877 	1.637423 	1.572878 	0.000000 	-0.706258 	0.000000 	1.083257 	-0.187898 	0.000000 	0.000000 	0.000000 	-0.982348 	0.421073 	1.017339 	0.366158 	0.644062 	1.755244 	0.842621 	-1.161781 	-1.490773 	0.223247 	-0.928731 	-0.395192 	-0.122399 	0.882034 	-1.247410 	0.778586 	1.261278 	0.840287 	-1.539094 	0.375841 	-0.784673 	0.000000 	0.000000 	-1.212223 	1.733927 	-0.450723 	-1.317301 	0.837784 	-2.010361 	0.116489 	-0.986713 	2.524320 	0.462889 	0.000000 	-2.094434 	1.741529 	0.610754 	-2.363939 	0.000000 	0.465634 	0.519775 	0.609911 	0.000000 	-0.535573 	1.116186 	0.000000 	0.000000 	-0.941528 	-0.075695 	0.416790 	-1.038551 	-1.288527 	-0.666641 	-0.702310 	-2.005979 	-0.231409 	0.000000 	0.000000 	1.123388 	0.313225 	1.212374 	
