-1.428178 	-2.393670 	0.000000 	0.511976 	-2.006683 	0.929166 	1.041564 	0.474638 	-0.700572 	0.763418 	0.994644 	-1.064459 	-1.079226 	0.562163 	1.609724 	-0.172410 	2.050882 	0.000000 	-0.862320 	0.000000 	0.986986 	-0.360119 	0.000000 	-1.273670 	-0.838499 	-3.360544 	-1.274602 	0.458565 	-1.136255 	1.506457 	-1.432180 	0.496387 	-0.672599 	-1.155553 	1.827488 	-1.484989 	0.559597 	0.000000 	0.000000 	-1.238502 	0.527516 	0.857409 	0.000000 	1.617084 	-0.319794 	-0.642741 	-0.394842 	0.401663 	0.598629 	0.431070 	1.485256 	0.285030 	0.000000 	-0.750276 	-0.470926 	-1.708478 	1.660250 	-0.693302 	0.981942 	1.121539 	0.000000 	0.449148 	1.823166 	0.000000 	-0.392628 	-2.216822 	-0.399448 	0.312348 	0.863623 	1.404210 	1.992501 	0.713151 	1.803387 	
1.669815 	0.762015 	-1.214217 	-0.778450 	0.000000 	0.402653 	0.000000 	-2.321676 	0.000000 	-0.332947 	-0.762637 	-2.137949 	0.756329 	0.123567 	1.192739 	2.846083 	-1.433030 	0.000000 	-0.778224 	1.233493 	0.335171 	-0.889567 	0.000000 	2.941869 	0.000000 	0.000000 	1.054936 	-1.930461 	0.000000 	1.187166 	1.011860 	-2.235751 	0.474735 	-2.492382 	0.000000 	1.582938 	0.000000 	-1.219065 	-0.318217 	0.629625 	0.567987 	0.000000 	-3.147620 	-2.371677 	2.416112 	0.305522 	-0.304005 	0.764998 	-1.488590 	-1.040521 	0.711871 	0.000000 	0.000000 	-0.894676 	0.737761 	0.000000 	1.441756 	-1.693287 	0.000000 	-1.997250 	0.723177 	1.037840 	1.287716 	-0.940018 	-1.047933 	-1.298990 	0.762810 	0.000000 	4.048851 	0.000000 	1.650067 	0.000000 	1.871602 	
-0.622059 	-1.252777 	1.451314 	-0.303862 	-0.619375 	-1.071350 	-1.317681 	-2.992664 	0.000000 	2.203073 	-1.032172 	-1.395483 	-3.596114 	-0.567785 	2.523202 	0.595162 	3.542307 	1.822154 	-0.919749 	0.000000 	0.000000 	0.000000 	1.843894 	1.459858 	-2.989306 	-2.221206 	0.534757 	-2.233947 	2.216150 	0.461325 	-0.879070 	-0.494819 	0.549288 	-1.692122 	2.050548 	0.664643 	0.525701 	-0.899133 	0.920078 	-1.068906 	-0.182575 	-1.299631 	-1.111624 	0.905264 	1.341347 	-0.882506 	-0.683276 	1.665932 	0.888978 	0.000000 	1.598384 	1.279182 	-0.848041 	1.428921 	0.204054 	0.000000 	-1.153045 	-1.784327 	0.843800 	1.473015 	0.461388 	-0.476619 	1.813137 	-3.268599 	0.459422 	-1.828176 	0.840435 	-1.396770 	3.155866 	0.000000 	0.627244 	0.302778 	2.887592 	
4.359175 	2.345027 	-0.835035 	-0.510837 	0.000000 	1.112730 	-2.309730 	-0.686337 	1.114148 	1.992948 	-1.378455 	-1.386425 	1.935978 	-1.610576 	0.000000 	0.000000 	0.361896 	1.785820 	0.000000 	0.619930 	0.900035 	0.419659 	0.642929 	0.695592 	-1.105821 	1.828937 	0.000000 	-1.748989 	-1.310474 	-2.040690 	2.480356 	0.000000 	-1.420711 	-1.934341 	0.518242 	-2.182407 	-1.880758 	0.000000 	-0.234322 	1.095289 	1.052686 	1.888461 	-0.657782 	-1.392439 	0.743073 	-3.068045 	-0.852776 	-0.129567 	-1.263154 	0.000000 	0.000000 	3.119718 	0.000000 	1.067066 	-1.046987 	1.479497 	0.000000 	1.207799 	0.795081 	-1.646929 	-0.669315 	-1.733506 	1.918940 	-0.971509 	-0.973778 	0.000000 	-3.442704 	-0.968672 	1.924627 	0.000000 	1.271626 	2.005961 	-1.063436 	
-1.038712 	-1.453988 	0.000000 	2.384120 	0.345338 	-0.420613 	0.000000 	1.267193 	-1.894280 	0.055198 	-0.248860 	0.054061 	0.000000 	2.321109 	-1.289834 	0.481235 	0.000000 	0.000000 	0.746370 	-0.617211 	-2.089811 	0.000000 	1.275383 	-2.370920 	-0.797642 	-2.686448 	-1.612461 	0.000000 	0.720197 	1.141374 	-1.112136 	0.843432 	-1.335197 	0.317955 	-0.362552 	-1.222600 	1.790832 	-1.571463 	3.355722 	0.951295 	0.000000 	-1.559007 	0.000000 	0.953551 	1.522564 	1.637769 	-2.152366 	0.000000 	-1.325512 	1.133351 	0.000000 	-0.085364 	1.328885 	0.452042 	1.225508 	-0.787813 	0.000000 	0.418224 	-0.862902 	1.426631 	0.490123 	0.833185 	-1.695668 	-0.224958 	-0.846094 	-0.341090 	0.000000 	2.132601 	-0.638754 	0.254835 	-0.770047 	-0.358174 	1.814407 	
0.000000 	-2.262132 	2.594512 	0.000000 	1.460732 	-0.403943 	-0.262157 	2.696141 	-1.450376 	0.492260 	0.000000 	-3.297418 	-2.980837 	2.092273 	0.000000 	0.000000 	-0.756882 	2.548846 	1.384504 	-1.067762 	1.069498 	1.134244 	1.885727 	0.000000 	2.889650 	-1.750387 	-1.802384 	0.000000 	0.554184 	-1.607740 	0.000000 	-1.720889 	0.000000 	-1.320529 	0.659324 	-1.210305 	-1.236997 	-0.713208 	0.000000 	1.736181 	1.848632 	0.000000 	-0.860225 	1.251770 	0.589980 	0.518684 	0.000000 	-1.266816 	-0.448804 	-0.678971 	-0.549214 	2.012499 	0.000000 	-0.652643 	0.000000 	0.000000 	1.509827 	2.000933 	-0.444486 	-0.071647 	0.598272 	0.278953 	0.000000 	-1.860969 	-1.742253 	0.228211 	0.000000 	-0.895924 	-0.437429 	0.000000 	2.095458 	-3.162292 	1.708416 	
-1.153843 	-0.313083 	0.156409 	0.076089 	0.000000 	0.000000 	-0.310948 	-0.162136 	0.518396 	-2.085551 	2.306955 	-0.839609 	-3.040347 	2.824719 	1.826551 	-0.421461 	-1.498212 	0.187394 	-0.257553 	1.639790 	0.000000 	1.746495 	-1.165533 	-1.695425 	0.732555 	-2.528308 	-0.883276 	-0.348948 	-1.452302 	1.295870 	0.000000 	-1.254350 	-2.192282 	1.924805 	-1.632866 	0.174743 	-0.619190 	-1.719306 	-0.995103 	2.179400 	1.195871 	1.594894 	-2.133685 	3.041368 	0.249501 	-0.233435 	-1.903899 	-0.702525 	1.656381 	0.000000 	1.408493 	0.000000 	1.902589 	1.708880 	-0.363157 	0.000000 	1.665862 	-2.009523 	1.231681 	1.478013 	0.000000 	1.566236 	-4.373355 	1.252364 	0.000000 	0.000000 	0.646391 	0.262490 	0.000000 	1.228488 	-0.981633 	-1.049330 	0.000000 	
0.000000 	0.000000 	-1.206804 	0.964940 	0.000000 	0.000000 	-0.884871 	1.132766 	1.060525 	0.984001 	0.000000 	-1.499569 	0.000000 	-0.287129 	1.676780 	0.000000 	0.000000 	0.000000 	0.631261 	0.000000 	1.603487 	0.933890 	1.114512 	0.000000 	0.505216 	-1.681340 	-0.739226 	2.486917 	-0.558148 	0.197327 	2.667008 	-1.262332 	0.000000 	-2.465702 	1.248775 	-1.301281 	0.000000 	1.792409 	0.000000 	0.494768 	1.211269 	0.000000 	0.000000 	0.000000 	0.000000 	-2.613988 	0.000000 	1.062379 	-1.583503 	0.000000 	1.538399 	2.306522 	-1.457522 	0.678690 	-0.301926 	0.000000 	0.000000 	0.000000 	-0.278211 	1.551811 	-1.742698 	0.000000 	0.000000 	-1.269690 	-0.849426 	0.000000 	-2.418218 	-2.879759 	-1.245310 	-0.924065 	0.393771 	2.072647 	-0.595472 	
-0.486374 	0.625703 	-0.310763 	0.413291 	1.085888 	0.000000 	1.093625 	0.777189 	1.560600 	-2.081767 	-1.956467 	1.071826 	0.634214 	-0.944557 	0.000000 	1.713100 	-0.412112 	-1.025095 	0.000000 	0.000000 	0.000000 	-1.749817 	1.496781 	1.272922 	-2.438381 	1.892055 	-2.543970 	0.565539 	0.957532 	1.251206 	-1.181285 	0.745747 	0.000000 	-1.001251 	1.521565 	1.751029 	0.000000 	-1.804076 	0.996833 	-0.280469 	-2.014759 	-1.447294 	-1.807949 	-0.564320 	2.344158 	-1.767367 	-0.658229 	1.980707 	0.413906 	-2.064840 	0.000000 	0.000000 	0.000000 	1.443916 	1.269011 	0.000000 	1.193803 	-1.802067 	0.000000 	1.134283 	-0.981664 	-0.730910 	-0.900319 	-1.542221 	0.365388 	0.796145 	-1.117225 	-0.939259 	2.655775 	0.887076 	0.929090 	0.000000 	1.089686 	
0.761520 	1.154846 	1.609066 	0.653821 	-1.054599 	1.423310 	-0.149290 	-1.586372 	0.748823 	1.305866 	-1.160414 	-0.868757 	1.338325 	-0.394165 	-0.915726 	-0.305891 	1.323879 	0.000000 	0.258938 	-1.576041 	-1.613887 	-1.308124 	0.518985 	-1.982149 	-3.138863 	0.566299 	-1.108884 	-2.240294 	-1.542308 	1.308056 	-0.254881 	-0.472720 	0.462221 	1.919598 	0.272260 	-1.310117 	-0.867782 	0.388546 	0.000000 	-0.113111 	0.347203 	0.104544 	-0.401749 	0.000000 	1.066943 	0.834497 	-0.825484 	-2.354257 	-0.724989 	0.605279 	-1.176859 	1.199405 	0.987579 	-0.991142 	0.980399 	1.814222 	-1.654747 	2.319721 	0.000000 	-0.605955 	-0.658878 	0.237465 	1.457472 	1.306699 	-0.560389 	1.558876 	0.000000 	1.595379 	0.238586 	2.177276 	-1.298367 	0.000000 	0.922421 	
