0.926365 	0.000000 	0.000000 	0.000000 	0.760080 	-1.085303 	1.153374 	0.249280 	-0.228868 	0.000000 	0.770339 	-0.904645 	1.595044 	-0.211598 	1.406157 	-0.619038 	-2.614975 	0.000000 	0.698609 	2.112253 	0.803086 	0.255765 	0.765512 	0.690574 	0.786573 	0.566895 	0.646682 	-0.482464 	-0.669442 	-0.076739 	0.514507 	-0.152481 	0.179501 	0.000000 	-0.623038 	-0.152295 	0.929013 	0.573911 	0.000000 	-0.503396 	0.000000 	0.658075 	1.166846 	0.037322 	-0.664023 	-1.922800 	-1.817568 	0.621647 	-0.292338 	-1.625519 	-0.774715 	1.882296 	1.288538 	1.229967 	1.087714 	0.000000 	0.234264 	-1.371485 	-1.132383 	0.842411 	-0.801095 	0.965071 	-0.150934 	-1.412342 	-2.679553 	0.756951 	0.258112 	0.340403 	0.000000 	0.000000 	0.000000 	-1.370161 	-0.361536 	-0.967496 	1.094178 	-0.476937 	0.704538 	0.653438 	0.000000 	0.000000 	-1.108742 	-1.654576 	0.000000 	
0.937793 	0.795957 	2.684734 	-0.523615 	0.000000 	-2.173573 	0.821164 	-1.308352 	-0.542909 	-1.940064 	0.671341 	1.346661 	0.501166 	-1.168147 	1.904055 	-1.206874 	0.000000 	0.000000 	-1.080334 	-1.221702 	1.269622 	-1.477050 	1.576008 	0.612427 	0.000000 	1.594603 	0.000000 	0.000000 	-2.165587 	-0.857527 	-0.126479 	0.000000 	3.079673 	1.560473 	0.000000 	0.000000 	-1.132501 	0.333420 	1.418393 	0.000000 	-0.508672 	-2.594105 	0.425322 	-0.621224 	1.162589 	-1.685677 	0.000000 	2.292974 	0.259696 	1.942064 	-1.360094 	-1.042474 	-0.713243 	-0.783870 	-0.661696 	0.477469 	0.456349 	0.423124 	-1.401310 	-0.535354 	-2.553477 	0.895460 	-1.316492 	1.921858 	0.291228 	-0.274702 	-1.513652 	0.661999 	1.979823 	2.462844 	0.435829 	0.000000 	0.164216 	-2.929248 	1.009752 	0.000000 	1.217220 	-0.302872 	0.454604 	-0.314693 	-1.203533 	0.696752 	0.000000 	
-1.935175 	0.363487 	1.209178 	-1.335226 	0.000000 	0.830872 	-2.898202 	2.361101 	1.090990 	-0.655072 	-2.192003 	-0.792036 	-0.795831 	0.000000 	-1.191798 	-0.965193 	-1.167804 	0.000000 	0.697794 	2.029794 	-2.548318 	-1.075765 	0.000000 	-0.618586 	0.398228 	-1.306276 	2.248403 	0.000000 	0.796272 	1.734118 	1.341755 	0.000000 	-2.509998 	0.000000 	0.433442 	-0.669644 	-0.319129 	2.315360 	-2.817705 	-0.311829 	-0.255497 	0.000000 	0.000000 	-0.291472 	0.000000 	-1.312944 	1.608572 	1.059933 	-0.306573 	-0.911330 	2.960242 	0.000000 	0.904318 	-0.426546 	0.220610 	1.209991 	-0.929713 	0.000000 	1.409304 	-1.085772 	1.481548 	-1.301589 	0.998274 	1.417737 	1.263203 	0.000000 	2.295445 	-0.288436 	0.000000 	1.915769 	-1.824088 	-2.237293 	0.780227 	0.000000 	1.730081 	1.364096 	-1.225916 	0.000000 	0.925141 	-0.751652 	0.000000 	0.929121 	-0.622879 	
-1.780862 	-1.078036 	0.257307 	-0.250651 	0.000000 	-0.110091 	2.992273 	1.105584 	2.685047 	0.904219 	-1.026517 	1.814420 	0.766529 	-2.688111 	1.511042 	-1.182092 	-1.193568 	1.791127 	0.000000 	0.595807 	-0.581599 	-0.465457 	0.512519 	0.000000 	-0.470441 	0.475112 	-1.845990 	-1.297963 	0.253422 	-0.419103 	-0.694507 	-0.118237 	1.734739 	1.123663 	0.969678 	0.308935 	0.000000 	-2.063681 	0.000000 	0.572220 	-2.095484 	-0.322360 	2.049043 	-0.237360 	-1.399476 	0.967869 	-0.858128 	1.249928 	0.254372 	0.192297 	0.807532 	-1.412117 	1.509723 	-1.220815 	1.022507 	0.555554 	-2.713959 	-0.635699 	-2.121706 	1.450101 	0.332948 	0.714828 	-1.770881 	-0.626424 	0.000000 	1.424107 	0.410904 	1.073323 	0.267701 	-0.204825 	0.000000 	-1.359374 	1.065764 	-0.542770 	1.618695 	-0.707528 	-0.504103 	2.073905 	0.000000 	1.030808 	-1.292781 	-0.832689 	-1.063822 	
-1.628166 	0.365444 	-0.600706 	0.891834 	1.959940 	1.000740 	1.752581 	-1.500063 	-0.792021 	0.921804 	1.126710 	0.602971 	1.019648 	-0.660162 	2.355744 	-1.408349 	0.692773 	0.000000 	-0.484301 	0.000000 	0.079434 	0.372859 	-1.399359 	0.229921 	0.000000 	0.629454 	0.000000 	0.574811 	1.662819 	1.688321 	-0.570887 	0.000000 	0.000000 	0.000000 	0.709937 	1.163978 	0.653584 	0.289949 	-0.801633 	-0.842656 	-1.159962 	1.394196 	0.486027 	0.000000 	-1.161359 	0.832929 	-1.800663 	0.515939 	1.232848 	0.875114 	-0.526735 	0.000000 	1.176141 	0.000000 	0.294260 	1.459941 	-2.151411 	0.544857 	-0.487510 	-0.820190 	-0.889376 	0.454017 	-0.976823 	0.000000 	0.000000 	-1.839417 	0.000000 	0.534330 	-0.713203 	-1.204860 	-1.090717 	-0.291816 	-0.771330 	-1.090044 	-0.350332 	0.926116 	0.958692 	1.128611 	-1.777752 	1.047732 	-1.314815 	-2.535352 	-1.135266 	
0.000000 	-0.718132 	-0.933231 	-0.317610 	0.654228 	0.000000 	1.576134 	-0.801269 	-0.435765 	0.660337 	-0.913512 	0.374156 	-0.226844 	-1.108062 	0.208975 	-0.603859 	0.466420 	2.456363 	-0.434496 	1.988263 	-0.272917 	-0.980378 	-1.182958 	0.157235 	-1.093295 	-0.814103 	-0.591233 	0.000000 	0.404142 	0.585322 	-2.256140 	1.753261 	0.000000 	0.971697 	1.908071 	-0.551048 	-1.135507 	0.245292 	-1.374681 	-0.282879 	-1.910576 	-0.936322 	0.427891 	0.000000 	0.000000 	0.433929 	-0.586678 	0.962588 	-0.995643 	-0.632752 	1.682855 	-0.249871 	-0.350944 	0.672738 	-0.832553 	0.000000 	-0.386943 	0.248191 	-0.364594 	-0.314275 	0.000000 	0.000000 	0.341653 	1.402983 	0.776558 	1.372534 	-0.547888 	-0.486020 	0.936289 	0.000000 	0.000000 	0.000000 	0.416583 	1.786839 	1.018674 	-0.127365 	0.985692 	0.000000 	0.543801 	-0.692238 	-1.461363 	0.996853 	0.000000 	
-1.447910 	1.949447 	0.000000 	-0.416470 	-0.307054 	1.254317 	0.695594 	1.546236 	1.386012 	0.000000 	-1.000421 	-0.256930 	0.228906 	-0.580924 	-0.162944 	-0.093618 	0.000000 	1.428458 	0.000000 	0.000000 	-1.671780 	0.959993 	-0.182696 	0.000000 	-1.273609 	-1.179839 	0.000000 	-0.130043 	0.000000 	-1.881684 	0.794846 	1.136831 	0.809062 	-1.457007 	1.019124 	0.685917 	0.251264 	-0.812056 	-2.154513 	-1.672517 	1.245714 	-1.056107 	1.016514 	-1.525601 	-0.581109 	1.662613 	0.000000 	0.779404 	0.399302 	1.241386 	0.873254 	0.580481 	1.138235 	1.597163 	0.602510 	-0.939450 	-0.117120 	0.663296 	0.000000 	1.398880 	1.176224 	-1.572965 	-1.060854 	0.242094 	0.887483 	-0.902563 	0.887179 	-1.914398 	0.888731 	-0.677648 	-1.484096 	0.000000 	0.919508 	-1.033515 	-0.387571 	-0.662925 	-0.999443 	0.955671 	-0.538087 	0.208504 	-1.721986 	1.583049 	0.000000 	
0.000000 	-0.659451 	-1.190500 	-2.060857 	-1.127177 	-0.806173 	0.000000 	0.734813 	-0.431924 	0.359650 	-0.727360 	0.293918 	1.175449 	-0.370210 	-0.883243 	0.221049 	-0.334181 	-1.274253 	1.164460 	0.858679 	0.836102 	-1.025578 	1.029390 	-0.069714 	1.629135 	1.425041 	2.250403 	-2.829607 	1.310077 	-0.977220 	1.634571 	-1.124789 	0.805455 	-0.138974 	0.675699 	1.444274 	-1.093497 	-0.372172 	-1.576788 	1.055374 	0.000000 	-1.423785 	-0.418784 	0.750156 	1.390824 	0.000000 	-0.947671 	1.615636 	0.675146 	-0.394305 	0.000000 	0.000000 	0.638997 	-0.725161 	0.367902 	-0.931946 	0.417031 	1.670035 	0.137522 	-0.364602 	0.000000 	-1.303603 	0.596023 	-0.904958 	-1.829154 	1.482942 	-1.293646 	0.000000 	0.000000 	-0.444535 	-0.962646 	0.000000 	0.674639 	0.000000 	-1.725371 	1.012661 	0.000000 	-0.299075 	0.000000 	1.452482 	1.245741 	0.792215 	0.805307 	
0.520905 	-0.881411 	-1.836961 	0.000000 	0.543438 	1.146921 	0.000000 	0.000000 	0.213860 	-1.424256 	-1.384275 	3.427331 	-0.951151 	1.052945 	1.633599 	-0.165378 	1.202777 	-1.327673 	-1.075869 	2.046176 	0.000000 	-0.897666 	0.625953 	1.046473 	0.000000 	-1.489730 	0.000000 	-0.844039 	0.000000 	1.629166 	0.788874 	-1.093562 	0.546113 	-2.345186 	0.774603 	0.996212 	0.000000 	0.942490 	-1.275621 	0.000000 	-1.131050 	0.000000 	0.315860 	0.418839 	0.000000 	-0.234536 	0.000000 	1.409863 	-1.260035 	0.976816 	0.000000 	0.000000 	0.000000 	-0.670024 	0.000000 	-1.001787 	1.032755 	1.367956 	0.000000 	-1.291303 	-0.926713 	-2.730083 	0.671055 	-2.238229 	0.699586 	0.000000 	0.312217 	0.000000 	1.025959 	-1.919454 	0.000000 	-0.376649 	0.000000 	-0.555020 	-0.954384 	1.830814 	0.132888 	2.601343 	-0.964217 	-1.546006 	1.393023 	1.190415 	0.799155 	
0.000000 	-1.594897 	0.000000 	0.000000 	0.921648 	2.500265 	-1.839073 	0.000000 	1.786565 	-0.499834 	0.979715 	-0.470532 	1.151117 	-1.195319 	0.000000 	0.000000 	-1.425637 	1.345899 	-2.261138 	1.552944 	0.000000 	0.000000 	0.000000 	1.080646 	-2.006240 	-1.299534 	0.313395 	0.940217 	1.852233 	0.811100 	-1.008930 	1.156220 	0.342173 	-1.933764 	0.000000 	0.000000 	0.956229 	0.000000 	0.000000 	0.191194 	-0.669267 	1.642571 	1.479133 	1.923317 	-1.186055 	-0.713240 	0.615216 	1.110189 	0.000000 	-1.774065 	-2.113559 	0.684952 	-1.088995 	-0.948756 	0.000000 	-2.263145 	1.197819 	-0.622685 	-0.217573 	0.612911 	1.067133 	1.099290 	-0.495161 	-2.639210 	-2.063904 	0.829035 	0.396650 	1.112990 	-1.336303 	1.606451 	0.104937 	0.000000 	-0.984943 	1.468561 	0.000000 	0.000000 	-1.884937 	-0.184880 	-0.469317 	1.359189 	1.179362 	0.228020 	-0.996710 	
