-0.307740 	-1.362442 	1.527801 	1.861472 	1.357069 	0.000000 	0.696746 	-0.598596 	-0.249019 	1.412088 	-0.814697 	0.000000 	0.000000 	-0.850956 	0.000000 	0.131683 	1.621394 	1.068718 	-0.817342 	-1.199682 	-0.082635 	0.000000 	0.000000 	-1.521909 	0.404993 	-1.695248 	0.479884 	-1.153550 	1.593748 	1.067388 	0.000000 	0.000000 	-1.407764 	0.425106 	0.000000 	0.883238 	0.544907 	1.874737 	2.652884 	-0.503582 	-1.822554 	0.000000 	0.000000 	0.903336 	-0.763643 	0.827721 	0.074030 	-1.271472 	0.332248 	-1.681132 	0.680554 	-0.480189 	-0.985107 	1.358912 	0.000000 	2.750656 	-0.903336 	0.633595 	-0.627797 	-1.027661 	-1.027337 	0.937641 	-0.313560 	-0.501644 	-1.562781 	
1.390764 	0.000000 	-1.759663 	0.096456 	1.567333 	1.292332 	1.309932 	-0.675733 	1.493203 	0.959466 	1.874658 	-2.053961 	0.908590 	1.249391 	0.376501 	-0.453495 	-2.001951 	1.464776 	-0.618859 	-0.254288 	0.000000 	-0.356893 	-2.029433 	-0.820732 	-0.327655 	0.078701 	-1.345847 	0.437995 	1.070759 	-2.890030 	1.542839 	0.741337 	0.000000 	0.970979 	0.000000 	1.002302 	-0.263823 	-1.630936 	-2.717241 	0.000000 	0.608355 	-0.469815 	-1.064902 	0.778549 	1.660187 	-1.309222 	-0.734532 	-0.173817 	2.569655 	-0.107744 	-1.323808 	-0.533157 	-0.402258 	-1.659696 	1.564772 	1.243549 	-2.321388 	-2.058283 	1.520049 	0.865311 	0.969037 	1.264918 	0.000000 	0.000000 	-0.379306 	
-1.487973 	-0.862263 	-0.872392 	1.580568 	0.000000 	-0.512894 	0.684218 	-2.104638 	-0.563493 	0.000000 	-0.975592 	2.604874 	2.989383 	1.914718 	-0.464199 	-1.590419 	-0.403521 	0.000000 	-1.281169 	0.000000 	-0.529718 	-1.289985 	-0.366144 	2.339793 	0.000000 	2.197889 	0.000000 	0.000000 	0.000000 	0.074110 	0.000000 	-1.926655 	-2.965568 	-1.296892 	-3.323601 	0.000000 	3.734588 	-0.153379 	0.417076 	2.726753 	0.000000 	0.000000 	1.269666 	-1.780709 	-0.722225 	2.071345 	3.217079 	0.000000 	-1.755601 	1.699497 	0.000000 	0.983808 	-1.607152 	-0.534606 	0.000000 	0.000000 	1.780713 	-0.678423 	-0.944826 	1.142623 	0.162568 	2.465332 	-2.225398 	-0.306394 	-1.626660 	
-1.688436 	1.695827 	-0.868308 	-0.930645 	-0.532389 	0.000000 	-1.129173 	0.000000 	1.660657 	0.575473 	0.000000 	-2.070137 	0.000000 	-1.626061 	0.000000 	1.713046 	0.369882 	-0.993025 	-0.502457 	0.804901 	2.292430 	-2.783644 	-0.308051 	1.477997 	-0.263662 	0.000000 	0.264274 	0.000000 	-1.376194 	0.000000 	1.259459 	-1.477671 	0.000000 	-0.621093 	-2.232516 	0.492752 	1.928135 	2.255909 	-0.833044 	-1.061665 	0.000000 	-0.112857 	0.000000 	-0.898547 	1.479215 	2.214624 	-0.728333 	0.000000 	-2.507261 	2.642625 	1.027720 	-1.618523 	-0.683107 	0.000000 	-0.544571 	2.636704 	-0.360912 	1.212610 	1.038218 	-0.641316 	-0.463075 	3.063161 	-2.160575 	0.938661 	-0.452323 	
0.000000 	0.093917 	0.000000 	-1.350107 	0.000000 	-0.045416 	1.254058 	0.699402 	2.249214 	0.000000 	0.000000 	0.219616 	2.554800 	-1.263846 	-1.173936 	0.000000 	-0.504649 	-0.472771 	-1.159225 	0.000000 	1.279168 	1.916855 	-1.122856 	0.273737 	-2.723456 	-0.645512 	1.012657 	0.917382 	2.561282 	0.902147 	0.000000 	-0.144132 	0.322128 	-2.255053 	-0.410434 	-1.010544 	1.862318 	-0.696471 	0.000000 	-1.441889 	0.000000 	2.160705 	-2.960737 	1.567564 	-2.500227 	2.150233 	-0.900645 	2.409477 	-1.446714 	-1.228130 	0.000000 	0.000000 	1.560043 	0.616942 	-2.536340 	1.942770 	-1.567564 	-1.629504 	0.895504 	0.242158 	0.904342 	-0.768376 	0.000000 	0.000000 	0.900645 	
0.000000 	-0.323790 	0.264576 	-0.575943 	0.281771 	0.544053 	1.549434 	0.000000 	-0.137198 	2.127944 	3.384947 	0.000000 	1.052962 	-0.734999 	0.000000 	0.000000 	0.518479 	-0.605928 	-2.244800 	-1.447300 	0.000000 	-0.719013 	-0.415738 	0.523934 	-0.803861 	-0.450709 	0.519282 	-1.410537 	0.651267 	0.000000 	-1.113516 	1.748266 	0.791660 	0.590832 	0.381944 	1.819293 	0.000000 	0.538896 	0.402703 	0.291117 	-0.956557 	-1.386597 	-1.114058 	1.113516 	-2.101594 	0.770624 	-0.964518 	0.915187 	-0.792743 	-1.136013 	0.524301 	0.118423 	1.173491 	0.455412 	-1.892102 	1.190097 	0.000000 	0.544703 	0.977895 	0.251330 	-1.338701 	-0.185733 	-1.553220 	-0.500465 	0.682747 	
0.373870 	0.000000 	0.000000 	0.449819 	0.137427 	-0.129737 	1.401666 	-1.123048 	-0.459041 	0.000000 	-0.810528 	0.083187 	0.000000 	-1.627365 	0.789766 	-1.198159 	-2.066534 	-0.660080 	-0.943304 	1.205568 	2.159846 	-0.779437 	-0.824911 	1.705642 	0.000000 	1.740225 	0.340682 	-1.466198 	0.304802 	1.520699 	1.559083 	-1.484296 	-1.322982 	-0.893295 	0.000000 	0.000000 	1.359265 	-0.225303 	1.678149 	1.431751 	-1.868965 	0.483881 	1.627142 	-0.688868 	-0.475068 	0.000000 	0.487435 	0.108197 	-2.234488 	1.549360 	0.000000 	-1.690872 	0.000000 	1.643942 	-0.573679 	1.451428 	-0.870215 	-1.812516 	1.472698 	-0.487621 	-0.768690 	3.022923 	-0.602085 	-0.531442 	0.573298 	
-1.758032 	0.000000 	1.076253 	0.000000 	1.435702 	3.045031 	0.000000 	-1.819088 	-1.385790 	1.074954 	0.578423 	-2.366714 	-1.329744 	0.558359 	0.000000 	-1.005209 	2.785478 	2.698868 	-1.864449 	-1.605361 	-0.179431 	-1.344787 	1.547656 	-0.916502 	0.000000 	-2.191621 	-0.938803 	-0.367791 	1.605361 	0.000000 	0.124114 	1.894400 	0.559875 	1.045457 	-0.687480 	0.774409 	0.595416 	0.528432 	0.064124 	-0.751053 	1.687074 	-0.594874 	0.569536 	-1.192855 	-0.354064 	-1.059176 	1.407815 	-1.708758 	0.353334 	-1.812018 	0.000000 	0.311074 	0.000000 	0.720367 	1.352948 	1.660699 	1.068741 	0.000000 	-0.853225 	0.000000 	0.000000 	0.927059 	-1.768646 	0.984640 	-1.838309 	
1.355988 	0.833601 	-0.373315 	-0.917928 	-1.038624 	-0.399980 	0.819525 	0.587471 	2.155337 	-1.415759 	-3.205249 	1.024042 	-1.119148 	0.459628 	0.646341 	1.764232 	-1.168780 	0.000000 	2.588351 	-0.900240 	1.944034 	0.995858 	-2.659422 	0.000000 	0.000000 	0.000000 	-0.836593 	0.474993 	0.914972 	-0.371754 	1.059057 	1.187994 	-0.649140 	-0.742218 	-1.186718 	-0.665775 	-1.682214 	0.000000 	1.505256 	1.140200 	-1.270320 	0.253554 	2.498279 	0.000000 	-0.707238 	0.000000 	-0.564839 	-1.674433 	-0.548522 	-1.298271 	-1.826702 	0.711725 	0.000000 	2.264035 	2.351579 	0.000000 	-1.059057 	-0.661074 	-1.538270 	0.000000 	0.399471 	-0.962373 	0.826545 	0.225014 	-0.160770 	
-2.204938 	3.053647 	0.000000 	-2.449472 	-0.693797 	-1.559363 	1.264435 	0.193032 	0.000000 	0.745274 	1.555859 	0.292202 	1.661919 	1.105945 	0.000000 	0.795545 	1.260424 	1.805991 	-0.506612 	-0.757819 	-0.139404 	-1.283941 	1.325045 	-1.774660 	0.000000 	-0.401249 	0.000000 	1.552669 	-1.661532 	-2.041909 	0.245496 	1.107121 	1.482931 	-0.052831 	-1.239504 	0.533428 	0.000000 	0.000000 	0.000000 	2.248644 	-1.303007 	0.124802 	-1.439401 	-0.409740 	1.425270 	-1.449987 	0.404235 	-0.630617 	1.661473 	-1.137143 	-2.689825 	2.057281 	1.660503 	-0.902059 	1.486597 	-0.595787 	0.164244 	0.139862 	-1.295423 	2.279489 	0.000000 	-3.774156 	-0.793190 	0.687534 	-0.505982 	
