-0.353018 	-2.166284 	2.759257 	0.000000 	3.258997 	-1.573596 	0.000000 	0.000000 	0.244049 	0.000000 	1.095242 	1.275717 	0.651975 	-0.778406 	0.908736 	0.000000 	1.185046 	-0.065523 	2.761020 	-1.323608 	0.000000 	-0.485592 	-1.050466 	-2.522440 	1.150015 	0.000000 	-1.557509 	2.193248 	0.000000 	1.394007 	0.554918 	-1.449567 	-2.239751 	0.359873 	0.000000 	-1.980514 	-1.633025 	0.000000 	-1.124042 	1.585512 	0.156618 	0.044731 	-0.536206 	-0.642246 	0.384968 	0.000000 	-0.156623 	-0.025968 	2.378413 	0.000000 	0.719808 	0.000000 	0.094841 	-2.581133 	1.983868 	0.573327 	0.790999 	-1.351752 	0.000000 	-0.454747 	-0.548346 	0.000000 	0.000000 	-1.307310 	
1.124873 	-3.074605 	-1.252228 	-0.128359 	2.249482 	0.000000 	-3.326140 	-0.599970 	0.000000 	0.738515 	0.000000 	2.831152 	2.075076 	-2.539103 	-0.805929 	-1.506873 	-1.767093 	0.000000 	-0.992256 	-0.104467 	-0.839382 	-0.868355 	-1.552007 	0.000000 	-1.134561 	0.000000 	1.968008 	-1.040972 	0.000000 	1.137022 	0.000000 	0.000000 	-1.309362 	-0.915845 	0.768725 	1.268732 	2.495614 	0.000000 	0.000000 	0.000000 	0.000000 	-0.650227 	1.336954 	2.346381 	-0.758854 	1.205082 	-0.108645 	0.000000 	-0.354184 	-1.517940 	1.909296 	0.575599 	2.081871 	0.828237 	-0.554639 	0.000000 	0.447810 	0.000000 	2.465964 	-2.311733 	-0.221324 	2.652594 	-1.004985 	0.000000 	
-1.340327 	-2.244770 	1.601991 	-2.859161 	0.978479 	-1.517711 	-1.557957 	-0.599300 	-0.733945 	-0.171653 	0.000000 	0.000000 	0.731147 	-0.377262 	-1.174654 	0.000000 	-1.418572 	0.176781 	-0.915371 	2.786854 	1.559328 	-2.375276 	0.000000 	0.869665 	0.218664 	-1.348557 	1.619274 	-0.205467 	-1.235520 	0.000000 	0.000000 	-0.735112 	2.032577 	0.912144 	0.000000 	0.553975 	2.113850 	-2.651890 	1.132350 	-0.501758 	-1.135169 	1.292439 	-1.446801 	1.862815 	1.381788 	-1.629862 	-1.393078 	-0.740388 	1.621796 	0.737931 	1.543589 	-0.660998 	0.485149 	-2.148001 	3.081549 	1.685200 	0.670810 	0.000000 	1.579544 	-1.397293 	0.556914 	0.000000 	1.253379 	0.000000 	
-0.550759 	0.000000 	1.791237 	-0.915112 	-0.759868 	0.000000 	1.378884 	1.312119 	1.222973 	-1.438584 	-0.657709 	-1.091964 	0.763629 	0.583671 	2.179804 	-0.916151 	-2.806486 	-1.150583 	-1.342260 	-0.972900 	1.466877 	0.936810 	2.676941 	0.203717 	-0.864852 	1.114325 	2.904504 	-3.692768 	1.414054 	-1.083301 	-0.196456 	0.000000 	0.755065 	-0.651545 	1.345038 	0.000000 	2.550477 	-0.916228 	-0.124914 	-1.756751 	-0.770304 	3.327105 	-2.306820 	-0.881108 	0.000000 	-1.762486 	-1.341815 	-3.350384 	2.637310 	1.575628 	1.756379 	-1.726137 	-1.730727 	0.315629 	0.000000 	1.453571 	-0.155433 	-0.765338 	-2.044711 	1.648226 	0.511873 	1.650197 	1.936864 	-1.444837 	
-1.805857 	0.931860 	0.000000 	0.613044 	0.000000 	-0.774940 	-0.766854 	0.000000 	-1.884425 	-0.539025 	0.000000 	0.347638 	-1.026368 	1.128763 	1.056728 	-1.897906 	-0.759640 	-1.049800 	0.000000 	1.903463 	0.486245 	0.494369 	-0.381164 	-0.739375 	1.338389 	-0.504095 	-0.285706 	0.278826 	1.652364 	-0.505140 	0.000000 	1.090785 	2.080539 	0.000000 	1.224215 	0.448093 	2.147237 	0.238137 	0.977237 	-2.131728 	2.282049 	-0.623694 	0.400938 	-0.391901 	-1.830858 	-0.933392 	-0.545402 	-1.122266 	-0.814390 	-0.689266 	0.862853 	0.000000 	0.985164 	0.000000 	-2.490328 	-0.121734 	-2.206418 	0.290550 	-1.029531 	0.912742 	1.298779 	0.000000 	3.537207 	0.408656 	
2.093561 	0.000000 	0.000000 	0.000000 	-0.802431 	0.000000 	3.027663 	0.000000 	0.000000 	0.000000 	-0.486128 	2.679208 	-1.703302 	-0.902400 	2.304746 	0.000000 	0.000000 	0.000000 	0.000000 	-3.764323 	0.000000 	0.000000 	2.182501 	-0.976217 	1.682825 	-0.936613 	0.000000 	1.462473 	-3.457567 	0.000000 	0.000000 	0.000000 	0.901441 	1.431299 	0.000000 	-2.637499 	0.704558 	0.000000 	0.454476 	-0.902007 	0.000000 	-3.595901 	1.930411 	-2.246571 	-0.628968 	0.393065 	0.934537 	-0.664045 	-0.392193 	1.024309 	0.000000 	2.803588 	0.597824 	1.466554 	-2.995595 	0.000000 	-0.017094 	-0.493057 	-1.021540 	-0.468471 	-1.432417 	-1.560628 	1.359792 	1.730474 	
-0.608397 	1.229154 	0.459261 	0.260525 	-2.233621 	-0.677617 	-0.706459 	0.498838 	0.000000 	3.869819 	-1.383337 	-0.404881 	2.063219 	0.000000 	-0.112541 	1.262658 	3.988653 	-1.409402 	-2.354570 	-0.738318 	-0.532922 	-0.694257 	1.093905 	0.000000 	1.953188 	2.136269 	-1.302474 	2.035115 	0.679519 	-1.336841 	0.000000 	-0.894240 	1.761632 	0.000000 	0.000000 	0.446401 	-1.945397 	0.660707 	-2.217552 	-2.062004 	0.909450 	0.610290 	-1.872919 	0.000000 	-0.644875 	-0.824157 	-0.819160 	0.269341 	2.433511 	-0.843766 	0.550230 	-0.475853 	-1.452166 	1.182766 	0.606465 	0.169867 	0.203680 	-2.127785 	-0.849872 	1.486989 	2.231081 	-1.297481 	-1.924308 	-1.203717 	
-0.011637 	-0.217075 	0.632922 	1.097131 	1.885330 	1.271094 	-1.672248 	2.630532 	0.000000 	1.548151 	-0.498191 	1.462351 	-0.814452 	1.077870 	2.519147 	1.844772 	0.000000 	-2.779688 	-0.759529 	-1.141977 	1.511244 	1.652242 	-1.181036 	-1.182542 	0.000000 	1.735233 	2.300310 	-0.143489 	-1.145958 	0.000000 	-2.802190 	0.000000 	0.000000 	0.000000 	1.783910 	-2.238120 	0.000000 	2.391206 	0.000000 	-0.939445 	1.251279 	1.533060 	-1.533068 	-1.181857 	-0.939143 	0.735648 	-0.825226 	0.544197 	0.000000 	-2.279429 	-1.302604 	-0.772906 	-1.844773 	-1.582663 	0.728901 	0.203492 	0.000000 	0.000000 	-1.393101 	0.000000 	0.000000 	0.000000 	0.027314 	-0.590597 	
1.890709 	2.339249 	3.433196 	1.658935 	-3.446204 	-0.281441 	1.797643 	-2.002614 	-2.937995 	-1.447543 	-0.194798 	-1.805696 	-2.132594 	0.000000 	1.065948 	-0.382364 	0.000000 	0.000000 	0.341730 	0.000000 	0.000000 	0.000000 	3.692231 	1.257365 	1.850327 	-4.581920 	-1.465999 	0.000000 	-0.388646 	0.000000 	0.000000 	0.768858 	0.473568 	0.000000 	0.000000 	-2.338612 	1.753076 	0.169113 	1.754821 	1.359991 	0.413454 	-3.906986 	2.170690 	-1.642471 	0.000000 	-2.123104 	2.825467 	-1.058789 	-2.248777 	2.035591 	0.000000 	-0.656687 	0.000000 	0.494686 	0.000000 	-0.781003 	-0.882820 	1.212428 	-0.692520 	0.382197 	2.169195 	0.000000 	1.906542 	-1.356649 	
-1.221982 	-0.326742 	1.580527 	-0.683881 	-1.712597 	-3.061562 	0.000000 	0.549105 	-0.825457 	0.684309 	0.776186 	0.817785 	1.747994 	0.791631 	3.409668 	-1.970703 	-0.802256 	-2.556199 	-1.046009 	1.839953 	-1.193028 	1.064738 	1.481490 	0.000000 	-0.535646 	0.956750 	1.409695 	0.540559 	0.000000 	-0.982773 	-2.002807 	-0.534419 	-0.350265 	-0.557565 	1.301279 	-0.686123 	0.000000 	0.868822 	0.000000 	0.808458 	0.886886 	0.687678 	0.128718 	-2.836422 	1.016673 	0.000000 	-2.106749 	-1.646597 	1.029801 	0.000000 	0.680079 	-1.322993 	0.000000 	-1.008120 	0.000000 	0.000000 	0.253669 	-0.321647 	1.456140 	1.302775 	2.900215 	1.225493 	1.819610 	-2.645865 	
