0.902074 	-1.741349 	0.000000 	0.407027 	0.490972 	1.361230 	1.637398 	-1.653334 	0.000000 	2.306888 	0.714098 	-2.873156 	-0.499911 	-1.070240 	-2.148240 	0.872794 	2.798283 	1.049220 	0.000000 	-2.109260 	0.000000 	0.194668 	-0.367686 	-0.553272 	1.381418 	1.718810 	0.000000 	0.247751 	-0.998422 	0.000000 	-1.915036 	-0.925773 	-0.263329 	1.511926 	-0.086086 	0.000000 	
0.818906 	-1.600372 	0.000000 	1.159148 	0.648622 	0.839028 	-1.630251 	1.522701 	0.389614 	-1.023760 	0.000000 	0.000000 	-0.793642 	1.361149 	1.917706 	0.000000 	0.450556 	-1.002889 	-1.638712 	0.000000 	0.884289 	-0.038420 	0.497368 	-1.655824 	-0.981894 	1.613690 	0.933061 	0.674641 	0.000000 	0.907789 	-0.347747 	1.028013 	-1.917416 	-2.020125 	-0.396197 	0.248036 	
0.000000 	1.739676 	0.478566 	-0.453618 	0.667069 	1.176378 	1.680228 	-1.141669 	1.450547 	0.221479 	1.395724 	-0.700436 	-2.061792 	-0.178004 	0.000000 	0.000000 	0.000000 	0.000000 	-0.394517 	-1.371791 	0.000000 	-1.448837 	-0.857711 	-0.095482 	1.258321 	0.396332 	-0.398549 	-0.734010 	0.000000 	-0.281006 	0.000000 	0.662569 	-0.555667 	0.748836 	0.000000 	-1.304793 	
0.589389 	0.648238 	0.000000 	0.000000 	-0.588898 	0.000000 	-0.774802 	0.000000 	2.348287 	-2.163548 	0.896258 	0.000000 	-1.657859 	-1.603833 	3.748115 	0.000000 	0.235503 	0.000000 	0.000000 	0.000000 	1.679154 	0.270948 	0.765272 	-1.756117 	-0.634840 	0.000000 	0.253324 	0.000000 	-0.082264 	1.160947 	-1.476118 	2.237718 	-0.410909 	0.000000 	-2.562895 	-0.253324 	
0.000000 	-0.522843 	-0.439315 	0.967003 	0.909164 	1.926507 	1.739687 	-1.531378 	0.584855 	0.585576 	0.000000 	-2.276697 	-1.596143 	-0.695552 	0.994953 	0.000000 	1.267886 	1.663485 	0.428033 	0.000000 	0.258647 	-0.826969 	0.432117 	-1.529343 	0.729674 	2.328796 	0.789505 	-0.215162 	-2.177888 	1.033029 	-1.607428 	0.742668 	-1.885982 	0.000000 	0.000000 	0.000000 	
0.837917 	0.284251 	-0.480008 	0.569240 	-0.789469 	0.388714 	0.000000 	-0.707141 	1.645101 	0.943336 	0.329616 	0.899603 	-0.821068 	-1.801257 	2.186032 	-1.229489 	0.138500 	0.000000 	-1.599529 	1.424646 	0.000000 	0.000000 	-1.426889 	-1.051387 	-1.745106 	0.000000 	-0.194513 	1.781686 	-0.332387 	1.386451 	0.202099 	0.996493 	0.000000 	0.000000 	0.000000 	-0.613795 	
-0.680134 	-0.190403 	0.000000 	1.700600 	0.571554 	0.000000 	0.000000 	0.261055 	1.201712 	-1.000732 	0.804918 	-0.330577 	-2.458325 	0.205616 	-0.599973 	-0.405492 	-0.265709 	0.416543 	0.852992 	0.000000 	0.000000 	0.937832 	-0.897040 	-1.259962 	-1.886439 	0.674813 	1.489649 	0.000000 	0.626608 	1.152308 	0.316146 	1.084902 	0.000000 	-1.100051 	0.000000 	-0.059021 	
0.451786 	-1.342785 	-0.403549 	-0.701570 	1.818569 	-1.051028 	-0.405547 	-1.719684 	-0.723898 	2.525483 	-1.351762 	1.225485 	2.308051 	-2.130655 	0.000000 	0.628581 	1.882685 	1.923754 	-1.281033 	2.239882 	-0.805344 	-0.066026 	0.402328 	0.000000 	-0.739927 	-1.366765 	-1.083315 	0.750751 	-2.431490 	1.350088 	-0.160558 	-0.249580 	0.554885 	0.616544 	-0.394759 	0.695863 	
-0.893812 	-2.146539 	0.960785 	0.077730 	1.291023 	-0.699539 	-0.426726 	-0.547718 	0.367116 	1.142507 	0.489858 	-0.548666 	-1.245855 	1.036156 	-0.158827 	0.471871 	1.514996 	1.913176 	-1.443753 	1.456186 	0.000000 	0.000000 	-0.684842 	-0.658352 	-2.684402 	-0.239542 	0.000000 	0.138675 	0.721215 	0.906867 	1.844765 	-0.427372 	0.608482 	-1.787311 	0.000000 	2.074731 	
1.276538 	1.731994 	-0.435639 	-1.806148 	-1.809817 	0.000000 	1.855980 	-0.250640 	0.000000 	0.945885 	-0.473389 	-2.257043 	0.000000 	0.274432 	0.000000 	-1.916009 	-0.393822 	0.000000 	0.310076 	1.284884 	-0.124009 	0.000000 	-0.695245 	-1.550971 	1.637770 	0.000000 	0.000000 	0.317404 	0.828287 	-1.296355 	-0.533255 	0.000000 	0.000000 	1.257284 	0.652106 	1.435399 	
