0.355300 	-1.345723 	-0.946817 	1.517925 	0.000000 	0.830436 	-1.338189 	1.579444 	0.415416 	0.000000 	0.303048 	0.000000 	0.826021 	-1.175803 	0.000000 	-0.095517 	-1.212643 	-0.520570 	-0.510131 	0.578131 	-1.467979 	1.004856 	0.450567 	-1.140760 	1.685700 	0.397822 	0.000000 	0.000000 	-0.783452 	0.000000 	1.159494 	-0.941241 	0.971217 	0.639449 	1.281300 	1.506092 	-1.465737 	-0.503875 	0.927093 	-1.044657 	0.759278 	2.011770 	0.273652 	-0.480925 	0.000000 	0.000000 	0.547565 	-1.073484 	-1.247475 	-1.697731 	-0.809551 	-0.227544 	0.657546 	-0.371317 	
0.346709 	-1.043394 	-0.400855 	0.000000 	1.178886 	-1.217531 	0.988080 	0.979671 	-1.694973 	1.165420 	0.000000 	0.450148 	0.056663 	0.000000 	0.370520 	-0.119972 	0.000000 	-1.662926 	0.940190 	0.465836 	1.028690 	0.000000 	0.000000 	0.000000 	-0.852606 	-0.143490 	-0.773255 	-0.511612 	0.000000 	0.990201 	0.885606 	0.336800 	0.940884 	0.314155 	-1.075057 	1.410563 	-1.080930 	-0.913338 	-0.436039 	0.505830 	0.000000 	-0.901379 	-0.828810 	1.018415 	0.426385 	1.303134 	1.629962 	-1.835038 	-0.621980 	-0.735982 	0.034970 	-1.080027 	-0.288370 	0.000000 	
0.075608 	0.956575 	-1.047671 	-0.133401 	-0.792896 	-0.701248 	-0.101909 	0.657174 	-1.618151 	-0.694934 	0.000000 	0.000000 	1.523826 	0.927242 	0.000000 	1.895406 	-0.710320 	0.764290 	1.362209 	-1.037543 	-0.896763 	1.299798 	-0.539059 	0.693712 	-1.618956 	0.000000 	0.388183 	0.000000 	0.115649 	-0.829279 	0.000000 	-1.517248 	0.000000 	0.847094 	0.391027 	1.311267 	-0.349796 	0.278799 	0.000000 	-0.651452 	-0.413785 	-0.290093 	1.879739 	0.533569 	-0.259591 	-0.659392 	0.000000 	0.000000 	1.230835 	-1.527785 	0.000000 	-1.233751 	1.905372 	-0.613184 	
0.000000 	-0.330400 	-0.527073 	0.000000 	-0.469474 	0.000000 	-1.314152 	0.547326 	1.796026 	-0.716903 	-1.102234 	-0.582408 	-0.403323 	-1.516277 	0.942219 	1.229926 	-0.551076 	-1.373298 	-1.207322 	-0.639132 	0.257547 	0.375174 	0.861855 	-0.205931 	0.978903 	-2.192433 	1.257510 	1.340551 	1.194099 	-2.094779 	2.063158 	-1.780593 	1.235653 	1.534044 	0.000000 	0.000000 	-2.286239 	-0.639118 	-0.710601 	-0.078650 	1.350559 	1.490105 	1.875560 	0.000000 	1.246310 	-0.177263 	0.803294 	-0.274912 	-1.307877 	1.083011 	0.000000 	0.522971 	0.051993 	0.000000 	
0.000000 	0.000000 	0.938732 	-0.853660 	1.546768 	-0.622262 	0.000000 	0.000000 	0.740038 	-1.236531 	-0.957688 	0.000000 	1.546676 	0.671530 	0.631444 	0.713612 	-0.066493 	0.000000 	0.988833 	0.186691 	-0.203941 	0.000000 	-0.551862 	1.347194 	0.861033 	-0.476629 	0.735465 	1.856554 	0.576845 	-1.403557 	0.000000 	1.171070 	-1.062589 	-1.470803 	0.337497 	0.000000 	-0.382125 	-1.585040 	-1.616760 	1.384857 	-0.815393 	0.934950 	0.000000 	-0.702408 	-1.029184 	-2.518479 	0.201556 	1.089054 	0.719851 	0.000000 	0.000000 	0.315361 	-0.578295 	-0.253739 	
-0.056033 	2.471496 	0.391283 	-0.649718 	2.211792 	0.643302 	0.924791 	-1.669803 	-1.537600 	0.382614 	0.722805 	0.645010 	-1.314198 	0.891563 	-0.251351 	1.162429 	-0.497333 	-1.066418 	0.000000 	0.000000 	0.802262 	-1.436264 	-0.444866 	1.037745 	0.000000 	-1.876438 	0.474841 	-2.010156 	1.029025 	0.000000 	2.214535 	0.000000 	-0.707481 	-1.252364 	0.000000 	0.993077 	-0.873410 	-0.078734 	-0.626920 	-0.681222 	0.668649 	0.730514 	-0.513460 	1.116251 	0.000000 	1.140456 	-1.622388 	-0.842048 	0.000000 	1.257416 	0.471244 	0.770752 	-1.630709 	-0.437088 	
0.000000 	0.834686 	-0.269600 	-1.087365 	-0.368870 	-0.405822 	-1.790623 	-0.154366 	-1.350369 	0.259589 	0.000000 	1.668078 	-0.422203 	0.741953 	-0.914793 	-0.900200 	1.858734 	-0.982186 	-0.694160 	-1.790066 	-0.501479 	-0.529683 	0.783260 	0.782444 	1.503435 	-0.464711 	0.749772 	-0.350643 	-0.475861 	-1.119146 	0.246152 	0.000000 	0.434688 	0.416448 	-0.356972 	0.101339 	0.332626 	1.478144 	0.667361 	-1.874659 	-1.006624 	-0.605419 	1.220553 	-0.723858 	0.000000 	1.263246 	0.000000 	0.597246 	0.146440 	0.600423 	1.037316 	0.660197 	1.727365 	0.255218 	
0.846033 	-1.916115 	-0.409542 	1.017329 	1.919495 	-1.174851 	-0.071499 	1.135278 	-0.095888 	-0.397817 	1.094747 	1.130765 	1.057774 	-2.039917 	-0.382216 	0.145829 	0.000000 	-0.689916 	0.512860 	1.759263 	-0.072753 	0.378888 	0.708276 	0.134300 	0.369323 	0.254076 	0.396025 	2.554890 	-1.196007 	-0.362722 	1.358560 	-1.008560 	1.053610 	-0.247825 	1.168074 	1.500696 	-1.409318 	-0.462495 	-1.399542 	0.483387 	-1.145783 	0.000000 	-0.850371 	-0.652486 	-0.241035 	-1.336434 	1.254597 	-1.303771 	-1.252129 	-0.669552 	-0.617743 	-1.057336 	0.585142 	0.247945 	
1.973919 	0.000000 	-0.274353 	0.000000 	-2.160231 	0.794189 	-1.149182 	0.379677 	0.290389 	-0.606811 	-0.387295 	0.990560 	0.666213 	2.077292 	1.732076 	-0.326240 	-1.081113 	0.000000 	-2.389199 	-1.370057 	-0.759185 	1.164197 	0.741173 	0.000000 	0.172555 	-1.441104 	-2.861146 	0.243612 	-1.290707 	-1.669476 	0.000000 	0.000000 	0.413162 	0.364579 	-1.909162 	1.037456 	0.626147 	0.877018 	0.000000 	-0.708956 	0.892357 	0.000000 	2.471600 	0.636650 	0.484597 	0.729908 	0.563464 	0.000000 	-0.503263 	0.415745 	0.000000 	0.174989 	-1.423137 	1.216531 	
-0.670267 	1.189845 	0.000000 	0.000000 	0.495498 	-0.631847 	0.433247 	0.964559 	-1.982836 	-1.287658 	0.730150 	0.000000 	-0.941577 	-1.026008 	1.241498 	1.776961 	1.198027 	-0.951517 	-1.154129 	-0.948186 	0.000000 	0.976652 	-0.946294 	-1.225210 	-1.103465 	-0.415889 	-0.496763 	0.857154 	0.764688 	-1.068094 	0.639006 	0.234570 	0.000000 	1.404971 	0.129269 	1.849539 	-1.366492 	-0.954119 	1.862157 	0.000000 	0.000000 	1.059163 	0.194119 	-0.350811 	0.801488 	0.000000 	0.431891 	-0.487164 	0.232670 	-0.742161 	0.077938 	0.000000 	2.293575 	0.470430 	
-1.162281 	0.758318 	1.477765 	-0.300891 	2.311913 	0.000000 	-1.205621 	-1.512700 	1.084422 	0.000000 	-0.248552 	0.000000 	1.516534 	-0.868738 	-0.620172 	1.480030 	-0.546299 	0.255803 	-1.295932 	-0.907549 	0.856001 	0.427774 	-0.569764 	-0.801117 	0.191500 	0.326962 	0.735868 	0.000000 	0.000000 	-0.409406 	-0.891142 	0.000000 	0.000000 	2.158985 	-1.477177 	-1.351369 	0.000000 	0.875620 	0.365068 	0.000000 	0.308897 	-0.087392 	0.000000 	-0.632354 	0.808457 	-0.201391 	0.000000 	-1.585371 	-1.495961 	1.481179 	-0.424691 	1.158964 	0.000000 	1.325515 	
0.331347 	-0.812973 	0.942914 	0.000000 	-0.865008 	-0.404383 	0.102832 	-0.969431 	0.420534 	-1.730374 	0.477506 	-2.199497 	0.000000 	1.517042 	2.195963 	-1.059747 	-1.245531 	0.452781 	-1.556013 	0.000000 	-0.682253 	-1.378374 	-0.840502 	1.846291 	1.137677 	-0.449533 	-0.166655 	2.564017 	0.000000 	-1.132724 	0.000000 	0.000000 	-0.880317 	-0.628155 	0.409661 	-1.464356 	0.690298 	-0.278763 	-2.319862 	0.819301 	-1.684880 	1.470635 	1.037124 	2.802291 	1.965307 	-0.380886 	0.000000 	1.247763 	1.366840 	0.369807 	0.136257 	-0.914754 	0.853776 	-0.754864 	
