1.501269 	0.362958 	1.696306 	0.000000 	1.746989 	2.138243 	-0.669752 	-1.028176 	1.027714 	0.000000 	0.000000 	2.040834 	-1.078808 	-1.409621 	-3.377853 	1.534309 	0.121602 	0.000000 	0.436983 	0.052804 	-0.673885 	0.000000 	1.160862 	0.669026 	0.000000 	-2.924030 	0.182482 	-0.054494 	-0.232804 	-2.151309 	0.000000 	
0.342588 	-0.538365 	0.776981 	-0.396487 	-1.999301 	0.000000 	2.528543 	0.000000 	0.000000 	-0.778801 	-0.716855 	1.969192 	0.000000 	-0.362832 	-0.156659 	1.625551 	1.661741 	-0.698863 	-1.583154 	-1.342112 	1.702101 	0.691779 	-2.307981 	2.244286 	-2.050434 	0.725018 	1.072424 	-0.855760 	0.469991 	-1.685678 	-0.529242 	
1.726098 	-1.441669 	0.000000 	0.000000 	2.273213 	3.305894 	1.317107 	-0.759539 	0.759537 	-0.885215 	0.000000 	-1.700187 	-1.605684 	0.000000 	0.000000 	2.649650 	0.289987 	-1.967515 	1.696961 	0.365989 	-3.289704 	1.981400 	0.822386 	0.000000 	1.018772 	0.000000 	-0.976471 	-1.112373 	-0.430959 	-1.043965 	-1.984639 	
-0.681063 	0.000000 	0.000000 	0.000000 	2.455552 	1.187719 	-1.948947 	0.975306 	-0.975350 	-1.375822 	-0.951278 	1.219802 	-0.506652 	2.125194 	-2.123161 	1.926679 	0.000000 	0.000000 	-2.249340 	0.507069 	0.000000 	-0.809130 	1.127956 	0.000000 	-0.236405 	0.000000 	4.234310 	-1.127945 	-2.113384 	-0.468762 	0.000000 	
-0.603717 	-0.612004 	-0.676617 	-2.146192 	1.317875 	2.765271 	0.000000 	-0.527622 	0.526573 	-0.465874 	1.766792 	0.000000 	-1.090204 	0.689787 	-0.923354 	0.000000 	0.000000 	0.696305 	-2.071650 	1.300226 	-0.841822 	0.000000 	0.908962 	0.000000 	0.000000 	-0.231102 	1.133317 	0.000000 	0.000000 	0.000000 	-0.228605 	
0.469290 	-1.234417 	0.990576 	0.154167 	-0.209171 	1.373291 	1.652599 	-0.630760 	0.630760 	-0.327052 	-0.430058 	0.614239 	-1.443428 	-0.982897 	0.000000 	-0.843770 	0.262246 	0.888053 	-1.322749 	-1.774381 	0.226690 	0.256070 	-1.387816 	-0.609416 	0.503653 	0.835264 	0.758715 	-0.700270 	0.000000 	1.726680 	0.000000 	
-1.047346 	1.282566 	-3.418726 	-2.465645 	0.000000 	-0.109802 	-1.156027 	0.000000 	0.000000 	-0.580903 	2.998790 	-0.556751 	1.441740 	1.174378 	0.402870 	0.000000 	2.685736 	-0.534266 	-0.660940 	2.186307 	0.045833 	-0.365802 	-0.287507 	-0.387793 	0.000000 	-1.281444 	0.226466 	2.301942 	0.000000 	-1.021805 	-0.285713 	
2.442933 	-2.754115 	0.000000 	-0.715408 	0.000000 	2.098875 	0.000000 	-2.979489 	2.979489 	1.470101 	1.446840 	0.000000 	-0.367319 	-1.429989 	-1.764432 	0.158796 	0.390580 	0.672091 	0.000000 	0.377760 	0.000000 	0.000000 	2.820693 	0.000000 	1.459660 	-1.787693 	0.000000 	-1.423579 	-1.476511 	-1.238317 	0.367319 	
2.382768 	0.843188 	1.464966 	0.000000 	0.969279 	-1.413923 	0.000000 	0.000000 	0.000000 	1.530433 	0.000000 	-0.585992 	0.000000 	-0.389621 	0.920492 	0.000000 	2.147362 	0.000000 	2.222385 	0.000000 	1.290186 	0.000000 	-1.751186 	-1.370838 	0.065996 	-0.844031 	-2.783361 	-1.017357 	-1.871038 	-1.465097 	-0.968071 	
1.089257 	0.000000 	0.410760 	-0.076498 	-0.591811 	0.000000 	0.000000 	-0.453601 	0.453601 	0.530744 	-0.377345 	0.475261 	1.024919 	-0.063169 	-0.940084 	1.865632 	-1.033884 	-0.184321 	2.344871 	0.323305 	-0.711911 	0.000000 	1.983358 	1.444277 	-1.228240 	-1.681068 	-0.770964 	0.320834 	0.395999 	-2.923965 	-0.433108 	
