0.669802 	-0.238453 	0.523787 	-0.778569 	-0.528930 	0.000000 	-0.553594 	0.000000 	-0.624483 	0.792231 	0.000000 	-0.152638 	-0.206815 	0.596741 	0.000000 	0.835568 	0.324222 	0.000000 	0.620176 	1.681806 	0.944031 	0.000000 	0.000000 	1.227399 	0.987600 	-0.374142 	-0.985210 	-0.422135 	1.095753 	0.000000 	0.000000 	0.000000 	0.000000 	0.470728 	0.000000 	-0.970271 	-0.242891 	-0.488835 	-1.279797 	0.000000 	0.000000 	0.418845 	-0.925682 	0.000000 	0.000000 	0.000000 	0.420266 	-1.853407 	-0.716967 	
1.209396 	0.496134 	0.000000 	-0.776497 	0.746954 	0.953803 	-0.749865 	-1.872338 	-1.547363 	0.475304 	0.619850 	0.474321 	0.389035 	-1.155729 	0.000000 	0.000000 	0.000000 	-0.969081 	0.333377 	0.219533 	0.000000 	0.779024 	-2.017792 	0.000000 	1.496086 	0.000000 	-1.173304 	-0.090019 	1.848798 	0.579315 	-0.098942 	0.180768 	0.197156 	1.587553 	0.891662 	-0.604570 	1.358383 	-1.718536 	0.000000 	0.601503 	0.940579 	-1.624836 	0.472772 	0.447048 	-0.481567 	0.000000 	0.000000 	0.000000 	-0.927848 	
0.260419 	-0.223858 	0.000000 	-0.377539 	1.108489 	0.000000 	0.000000 	1.022143 	0.000000 	0.000000 	1.010790 	0.000000 	0.000000 	0.566535 	-0.550091 	0.000000 	-0.118227 	-0.760155 	1.120189 	-0.228188 	-0.283662 	-1.687173 	-0.669215 	0.081221 	1.296790 	0.000000 	1.853765 	-0.401410 	-0.347436 	-2.017478 	0.000000 	-2.104061 	1.364920 	0.000000 	-0.517357 	-0.525672 	-1.210768 	0.000000 	0.126312 	0.000000 	1.921319 	0.000000 	0.452940 	0.000000 	0.000000 	-0.110631 	0.613096 	0.070573 	0.000000 	
0.000000 	-0.906984 	0.000000 	0.873744 	0.000000 	-0.571747 	0.000000 	-0.454833 	-0.971774 	0.836545 	0.000000 	1.148677 	-0.739061 	-0.037735 	-0.552325 	-1.302852 	0.000000 	0.000000 	-1.564380 	0.355209 	0.000000 	0.320150 	-1.108190 	0.754042 	-0.017842 	-0.539397 	-0.953560 	0.000000 	1.701204 	0.155628 	1.867018 	0.000000 	0.994014 	-0.569288 	0.000000 	0.000000 	-0.122292 	0.154803 	0.000000 	0.449320 	-1.106703 	0.000000 	0.551447 	0.945194 	0.000000 	0.424397 	0.000000 	0.000000 	0.000000 	
-1.817445 	0.000000 	1.009275 	1.605341 	0.445560 	0.903021 	0.970750 	-1.457014 	0.188752 	-0.932689 	0.000000 	0.358058 	1.184743 	-0.520376 	-0.500875 	0.363169 	0.000000 	-1.185760 	0.000000 	-0.869129 	0.000000 	0.919686 	0.000000 	-0.643175 	-0.682436 	0.851498 	-1.172127 	0.244952 	0.734685 	0.806188 	-0.678451 	0.208253 	-0.928979 	1.012357 	0.000000 	0.302718 	0.716851 	-1.323320 	-1.259002 	0.000000 	-0.503621 	-0.690194 	0.000000 	1.439673 	1.271642 	-0.050611 	1.065651 	-1.202706 	0.420001 	
0.000000 	1.625236 	0.000000 	0.000000 	1.272836 	-0.544101 	-0.140354 	0.000000 	-0.753489 	-1.089274 	-1.012042 	0.000000 	0.398531 	-0.125960 	0.000000 	-0.817674 	-0.400358 	-0.355588 	-0.164064 	-1.340949 	-0.840114 	0.000000 	0.000000 	0.407706 	0.696352 	1.718706 	0.458936 	0.000000 	-0.417715 	-1.349268 	0.476881 	-0.266403 	0.223467 	0.816417 	0.742507 	0.000000 	0.347019 	0.000000 	1.323834 	0.000000 	-0.696872 	-1.317936 	1.363059 	-0.630076 	-0.690150 	0.000000 	0.000000 	1.517511 	0.961879 	
-0.117917 	0.000000 	0.000000 	1.784161 	-1.452604 	1.206793 	0.864628 	-0.634062 	0.000000 	0.000000 	-1.215250 	0.000000 	0.000000 	0.000000 	0.341788 	0.000000 	0.000000 	-0.693038 	-0.857865 	-1.246788 	0.910534 	0.457300 	0.000000 	-1.095321 	-0.133983 	-1.145207 	0.000000 	-1.371378 	-1.346777 	0.000000 	1.967401 	1.054179 	0.178840 	-0.075849 	0.144091 	-0.128640 	0.600554 	0.210054 	0.000000 	0.627785 	0.172791 	-0.413367 	0.398731 	0.533174 	0.811606 	0.000000 	0.486767 	-0.201547 	-0.645412 	
0.708915 	1.238089 	1.850132 	0.480503 	-1.036234 	0.000000 	0.000000 	0.000000 	-0.230050 	0.000000 	-1.145635 	-0.648310 	0.648228 	-1.447103 	0.000000 	-0.589294 	1.042949 	1.727441 	-0.793718 	-1.248397 	-0.632911 	0.377171 	-1.246869 	-0.729914 	0.942099 	0.000000 	1.158960 	-1.364062 	0.603300 	0.000000 	0.960945 	-0.133807 	0.053939 	-0.571100 	0.000000 	-0.628800 	0.206435 	-0.438534 	0.259662 	1.374528 	0.268967 	0.000000 	-0.976237 	-0.095775 	0.638449 	-0.866695 	0.778310 	-0.503562 	0.474680 	
0.981528 	0.000000 	0.713745 	0.909714 	-1.107927 	0.782999 	0.436193 	0.514754 	-1.049159 	-0.587282 	-0.727527 	0.000000 	0.929317 	0.000000 	0.000000 	0.936707 	0.516237 	-0.484192 	1.030502 	-1.415419 	1.219010 	-0.520187 	0.000000 	-0.326136 	0.338392 	-0.926548 	-0.392691 	0.283252 	-0.994639 	0.000000 	1.110850 	0.000000 	-0.731826 	0.000000 	0.813511 	-0.308396 	1.442594 	-1.141563 	-0.208839 	-0.409181 	0.000000 	0.000000 	0.000000 	0.115765 	0.499483 	0.646553 	-0.830535 	-0.779017 	0.000000 	
0.000000 	0.878137 	0.000000 	-0.142112 	0.255562 	-0.136607 	-0.600186 	-1.922116 	-1.401459 	1.183776 	-0.183070 	0.000000 	0.000000 	0.000000 	0.254951 	-0.137912 	0.576083 	-0.140831 	0.805386 	-0.769311 	0.000000 	0.520643 	-0.799593 	0.083924 	0.522346 	1.123633 	-1.462559 	0.000000 	1.106368 	0.000000 	0.755761 	0.000000 	-1.138114 	0.000000 	0.718065 	-0.619864 	0.809171 	-0.217044 	-0.071473 	1.763859 	0.295904 	-0.716526 	0.000000 	0.174270 	0.000000 	0.514908 	-0.694233 	-1.031633 	1.208057 	
