2.281209 	0.916287 	0.299387 	0.524288 	1.012958 	0.000000 	-1.023742 	-0.114325 	0.188575 	-0.411445 	-1.634859 	-1.169766 	1.182368 	-0.808625 	-0.711259 	-1.369382 	1.267771 	-1.212543 	0.000000 	1.324198 	0.246201 	0.000000 	-0.354556 	0.000000 	0.974933 	0.000000 	0.678586 	-1.074253 	-0.511747 	2.122931 	-0.726344 	0.646193 	-1.567973 	1.473143 	0.000000 	-1.125411 	0.909859 	-0.665343 	-1.921147 	0.427479 	0.000000 	-1.782039 	1.805588 	
-1.242102 	-0.903813 	-0.254326 	1.900951 	0.400809 	1.684166 	-0.714865 	-0.925009 	0.000000 	0.665996 	0.000000 	0.855423 	-0.389673 	0.751324 	1.206440 	0.000000 	-0.832722 	0.425002 	-0.633687 	0.736483 	-0.566393 	-2.263415 	-0.428393 	1.075009 	-0.782314 	0.431376 	-0.426963 	0.000000 	0.803162 	-1.373586 	1.382159 	-2.010330 	0.737291 	-1.290616 	0.000000 	1.140473 	0.310421 	0.642110 	-0.146057 	1.593260 	0.000000 	-2.438062 	1.062942 	
0.375355 	0.000000 	-0.213079 	0.699424 	0.000000 	-0.783627 	-0.958896 	-0.086969 	0.000000 	-0.942900 	0.000000 	-1.052627 	1.805010 	0.345868 	-0.672155 	-0.719504 	2.052653 	0.253634 	1.005152 	-0.626724 	-0.574469 	0.000000 	0.000000 	0.169182 	0.498108 	0.983118 	-0.484597 	0.818679 	0.620352 	0.091975 	1.013553 	-0.838228 	-0.630470 	0.000000 	0.155885 	-0.242692 	1.138236 	-1.580550 	-0.430453 	-1.083330 	0.000000 	-0.515004 	2.198661 	
0.990452 	0.000000 	-1.246847 	0.000000 	0.000000 	0.247044 	2.258310 	1.024510 	0.000000 	-1.938454 	-0.972006 	-1.536249 	0.414352 	1.645517 	-0.853984 	0.000000 	-0.447643 	-0.742808 	-1.968960 	2.253597 	-1.283983 	-0.629686 	0.000000 	-1.593292 	-0.869816 	-1.116276 	0.000000 	1.734324 	-0.299516 	-0.486334 	0.556053 	-0.941129 	2.002885 	2.278482 	-0.588968 	0.366809 	0.930215 	1.025917 	-2.796224 	-0.507894 	0.000000 	1.014993 	2.767728 	
-1.311511 	-3.003079 	0.000000 	0.401343 	1.387841 	-1.073000 	1.499591 	-0.731102 	0.000000 	-2.138122 	-0.686019 	1.995893 	-1.049669 	0.000000 	-0.566237 	0.977192 	-0.338631 	0.000000 	0.542393 	-0.207786 	-0.809358 	-0.817900 	0.573296 	-0.295451 	1.009349 	-0.550603 	-1.764601 	1.211940 	0.172853 	-0.854396 	1.103296 	-2.128802 	0.791185 	2.276015 	1.879498 	0.000000 	1.565681 	1.140991 	-2.117941 	1.522217 	-0.856325 	1.939219 	1.995188 	
-1.552759 	-0.751358 	0.348443 	0.000000 	-0.816337 	-0.986006 	2.134540 	-0.574103 	-0.568880 	-1.893944 	-1.603514 	1.456785 	-0.132955 	0.000000 	-0.662565 	0.937829 	0.427395 	-0.204437 	-0.355721 	-1.961970 	-0.702070 	1.119450 	-1.347222 	1.487119 	-0.602722 	1.078477 	1.035657 	0.641683 	2.758336 	1.299346 	1.017744 	1.002057 	0.569714 	-1.234115 	0.971124 	-0.427027 	1.303038 	-2.246221 	-0.284500 	1.692354 	-1.176963 	0.000000 	0.956125 	
0.000000 	-1.001549 	0.000000 	0.909136 	0.000000 	-0.528072 	0.812964 	0.463202 	0.000000 	-0.174506 	0.000000 	-0.779840 	-1.230956 	0.437008 	-0.491847 	3.075870 	0.000000 	0.000000 	0.000000 	-0.972055 	-0.518824 	-1.250046 	-1.145008 	-1.160044 	0.139299 	-0.554125 	0.835462 	0.360377 	1.991989 	0.857855 	1.069055 	-2.178328 	0.000000 	0.000000 	0.000000 	1.152828 	1.421249 	0.731056 	0.000000 	-2.160590 	-1.613771 	2.196942 	0.000000 	
-2.133566 	-1.271806 	0.579793 	0.244664 	0.000000 	-0.723291 	-0.845216 	-0.632715 	-2.021272 	0.000000 	-1.263597 	2.695179 	1.045647 	-2.486417 	0.000000 	0.000000 	0.000000 	0.828444 	-0.953787 	-1.118607 	0.472112 	-1.441768 	1.332350 	1.005819 	-0.078496 	0.175607 	-0.370107 	0.244619 	0.000000 	0.000000 	0.000000 	1.044002 	0.000000 	0.000000 	0.000000 	0.000000 	3.044553 	0.000000 	-0.405034 	1.936912 	2.282392 	0.000000 	1.120400 	
-1.698753 	0.000000 	-0.430504 	1.612390 	0.955199 	0.000000 	-1.792789 	0.678158 	-0.314638 	-1.479797 	0.821224 	0.000000 	2.869623 	1.891518 	0.597327 	-1.165164 	0.000000 	-1.386448 	-1.081674 	0.000000 	0.523677 	-0.999447 	0.067919 	1.907926 	0.137605 	0.979223 	-2.335089 	-0.094295 	2.066126 	-0.726735 	1.090976 	-0.646394 	1.323346 	-1.525477 	0.502387 	0.431767 	1.201984 	-0.856384 	-3.518866 	-1.990010 	1.243129 	2.335574 	0.626668 	
-0.940702 	-2.100423 	-1.661340 	1.009218 	0.000000 	0.970766 	2.108493 	-1.582625 	-0.236823 	1.220004 	1.640799 	0.099245 	0.056452 	2.037561 	-0.810774 	0.113488 	-1.158957 	0.000000 	0.221827 	0.088590 	-0.334470 	0.451384 	-1.722121 	0.000000 	0.890891 	0.000000 	0.825200 	1.368586 	1.122566 	-0.905290 	1.354307 	-2.143208 	-0.530573 	-0.795977 	-1.125631 	0.211001 	1.128823 	0.463338 	-1.088026 	0.769805 	1.506153 	-1.644491 	-0.411326 	
-0.755716 	-0.824306 	-0.155105 	0.829189 	-1.083275 	1.518206 	2.389523 	-0.591672 	0.000000 	0.000000 	0.000000 	0.000000 	-1.265334 	0.673519 	0.965919 	1.585157 	-0.432978 	0.731988 	0.224600 	-0.832837 	-0.660979 	0.805008 	-1.262996 	0.000000 	0.168815 	-0.959342 	1.086785 	-0.438945 	0.000000 	0.000000 	0.000000 	-0.599623 	-0.675484 	-1.669813 	0.511051 	-0.968690 	0.000000 	0.930033 	1.047766 	0.317551 	-0.817732 	0.000000 	0.165865 	
0.635980 	0.187150 	0.445525 	0.713626 	-0.984451 	-0.416323 	0.336562 	-0.758607 	-0.990656 	-0.432773 	0.000000 	0.336263 	-0.290885 	0.000000 	-0.821224 	0.000000 	0.888668 	0.000000 	0.000000 	-0.629100 	-0.285236 	0.000000 	-0.224766 	0.693148 	0.102976 	-1.051220 	0.912894 	-0.160151 	-0.782208 	1.887739 	1.489370 	-0.381333 	-0.985691 	-1.109908 	-1.675833 	0.738086 	1.228586 	0.000000 	0.616619 	-0.421870 	1.704679 	-0.279408 	0.785342 	
-1.436914 	0.671926 	-0.604218 	0.795893 	-0.391314 	-0.372387 	-1.241796 	-1.236650 	-0.641789 	1.328079 	0.697012 	0.000000 	1.163748 	0.000000 	1.239049 	-1.291160 	0.867424 	0.000000 	-0.582621 	0.772925 	0.000000 	-0.298254 	0.792709 	0.809942 	-1.304425 	0.000000 	1.181427 	-1.518755 	0.626487 	0.416280 	0.000000 	0.826394 	1.814480 	-1.766048 	0.110826 	-0.805387 	0.722530 	0.000000 	-0.322863 	-1.333115 	0.514996 	0.000000 	0.000000 	
0.000000 	0.000000 	-0.690723 	0.587297 	0.000000 	1.413949 	0.000000 	0.537945 	0.597047 	1.553918 	-0.835185 	0.177443 	0.255792 	-1.002380 	0.000000 	1.459381 	-0.987607 	-0.821339 	-0.441378 	-1.422939 	0.812270 	0.435296 	-0.635326 	0.000000 	1.313412 	0.000000 	0.000000 	0.000000 	1.070846 	0.852834 	-0.784407 	1.936628 	-1.980293 	-1.132119 	0.000000 	-1.194552 	0.000000 	-1.061142 	0.369830 	1.059476 	-0.937634 	0.000000 	-1.289520 	
-1.305207 	1.230761 	1.963998 	-0.735717 	0.648851 	0.000000 	-0.777328 	0.000000 	-0.337262 	1.155562 	-0.940495 	1.361453 	-1.146010 	-0.992667 	0.000000 	-0.837543 	-0.716487 	2.124822 	-0.457220 	-1.477447 	1.397911 	0.709045 	0.619005 	1.522320 	0.000000 	0.810300 	-0.692600 	-1.742275 	0.000000 	0.000000 	-1.499812 	0.000000 	-0.059529 	-1.082166 	1.017459 	0.297355 	0.716931 	0.000000 	0.438369 	0.439477 	0.000000 	-1.665324 	-0.789008 	
0.000000 	-2.520946 	-0.344227 	0.000000 	0.846410 	1.645116 	-1.269722 	-0.522650 	-0.196310 	-1.583439 	-0.709310 	0.743240 	1.913395 	0.547558 	0.000000 	1.108094 	0.000000 	1.472036 	1.063403 	0.727425 	0.413762 	0.177933 	-1.029010 	1.183378 	0.000000 	0.000000 	-0.745609 	0.768800 	0.531138 	-0.945119 	1.460040 	-1.537562 	0.000000 	0.318630 	0.615548 	-0.155977 	0.560287 	-1.418310 	-0.757280 	-0.658737 	-0.926581 	0.000000 	1.016877 	
