0.000000 	-1.342403 	-1.310905 	0.000000 	1.005418 	1.384428 	-0.428375 	-0.603756 	0.000000 	0.740631 	-1.830324 	1.566551 	-1.328616 	0.927719 	1.126383 	0.000000 	-0.182323 	0.000000 	-1.438519 	-1.494097 	1.034842 	0.000000 	0.000000 	-1.557045 	0.000000 	0.778792 	0.000000 	-0.183824 	1.926584 	0.000000 	-1.841964 	0.000000 	0.616158 	1.083175 	0.000000 	0.000000 	-0.127583 	1.579470 	0.870440 	1.453987 	-0.995385 	0.881538 	0.000000 	-1.576862 	-0.331019 	0.000000 	-0.781854 	0.933175 	0.294920 	-0.966624 	0.000000 	-1.055191 	0.723049 	
-0.375435 	-0.150468 	0.955081 	-0.520890 	-0.743091 	-0.293605 	1.192755 	-0.132235 	-1.662214 	0.504508 	-0.918347 	0.612134 	-0.185781 	0.535127 	0.287126 	-0.538384 	0.000000 	-0.181243 	0.253606 	-1.416406 	0.000000 	0.364028 	1.038486 	0.185341 	0.507600 	1.474990 	-0.350200 	0.000000 	1.437673 	0.194699 	-0.898134 	0.000000 	0.733729 	-0.974225 	0.000000 	1.252910 	-0.458154 	0.000000 	0.000000 	-0.104215 	0.080695 	0.000000 	0.792114 	-1.383409 	0.665373 	0.403763 	0.163352 	-1.278184 	-0.366107 	0.000000 	-0.763069 	-0.815700 	1.414082 	
-1.084205 	0.736736 	-0.815719 	1.048918 	0.000000 	0.000000 	1.724421 	-0.664372 	0.873593 	0.518099 	0.000000 	-1.142292 	1.513495 	-2.266742 	2.483627 	0.000000 	-1.011288 	-0.501209 	-1.300757 	-0.198907 	0.443220 	-0.601029 	0.264679 	-0.803556 	0.000000 	-0.521711 	0.000000 	0.730491 	0.000000 	1.373300 	0.839136 	0.647832 	0.778160 	0.000000 	0.000000 	-0.592676 	0.000000 	0.000000 	-1.251134 	0.910952 	0.741658 	0.098138 	0.802898 	-0.755141 	-0.671385 	0.604189 	-1.864393 	-0.463653 	-1.282561 	1.128157 	-0.581192 	0.905102 	-0.654683 	
0.142088 	0.714030 	-2.364314 	-0.640050 	0.000000 	-1.582433 	0.923580 	0.000000 	0.000000 	-1.361966 	0.147825 	-0.060095 	0.000000 	0.313456 	-2.208194 	2.059698 	0.464457 	-1.224359 	0.781035 	0.883742 	0.000000 	0.858583 	0.439370 	0.000000 	1.689915 	0.000000 	0.000000 	-0.424442 	0.149255 	0.691594 	0.647866 	0.572607 	0.330381 	-1.476942 	0.000000 	0.346090 	-0.312603 	-0.253852 	0.615075 	-0.328449 	-1.350439 	0.000000 	0.264483 	0.729048 	-1.057842 	0.381992 	-0.417473 	-1.248428 	-0.347456 	1.491658 	-0.312262 	0.000000 	0.945464 	
0.000000 	-1.943028 	1.077782 	-1.333427 	0.000000 	0.237439 	0.957706 	1.364160 	0.000000 	-0.591278 	0.357771 	-1.190036 	1.787695 	0.671635 	0.836697 	-1.056349 	-0.715426 	0.000000 	0.168125 	-0.104635 	0.000000 	0.260290 	0.000000 	-0.576554 	-0.339979 	-0.963022 	0.997973 	0.657067 	-1.217310 	0.000000 	0.000000 	0.000000 	-0.825112 	-0.479577 	0.000000 	0.173014 	0.000000 	0.000000 	-1.000411 	1.799581 	0.124639 	0.000000 	1.254610 	-0.323849 	-0.826811 	0.298919 	0.209290 	0.366534 	0.331377 	0.000000 	0.000000 	1.515128 	-0.713757 	
0.306700 	-0.643184 	0.287749 	-1.423881 	0.000000 	-0.420278 	0.000000 	0.381362 	-0.976915 	0.951153 	0.000000 	-0.526444 	0.479085 	1.139188 	0.000000 	-0.653211 	-2.160155 	0.000000 	1.621943 	-0.133835 	-0.905461 	0.760563 	-0.340846 	0.530985 	0.542513 	1.073640 	0.913756 	-0.634425 	0.438388 	0.000000 	0.816124 	-0.088041 	0.000000 	-0.209151 	0.840776 	0.948993 	-0.594781 	0.554819 	-1.407492 	1.032996 	-0.656402 	0.371420 	-0.423286 	-0.934522 	-0.212649 	0.234833 	0.000000 	0.771337 	0.000000 	-0.761188 	0.537731 	-0.690071 	0.000000 	
-1.161997 	-0.660163 	-1.134121 	-0.401172 	0.000000 	-0.213311 	1.615639 	-0.301152 	0.000000 	-0.073023 	1.790326 	0.117503 	0.496588 	0.765689 	-1.964993 	0.000000 	-0.446078 	-0.283753 	0.000000 	-0.445129 	1.002203 	0.000000 	0.000000 	0.786296 	0.000000 	0.000000 	-0.781696 	0.887283 	0.000000 	-1.604878 	0.000000 	-0.871975 	0.854395 	0.000000 	0.000000 	-0.706436 	0.483077 	1.662662 	-2.099502 	1.604125 	0.090757 	0.000000 	2.325721 	1.290738 	-0.732209 	0.000000 	0.000000 	-0.591570 	-1.130553 	0.912689 	-1.127210 	0.479735 	0.000000 	
0.802174 	1.080978 	0.554791 	-0.512435 	-1.740046 	-1.533655 	0.000000 	0.484452 	0.000000 	0.000000 	-1.235230 	-1.268216 	1.449313 	0.342541 	0.000000 	-0.993628 	0.492446 	0.000000 	0.000000 	-0.406572 	-0.834072 	1.371288 	0.293568 	1.120766 	0.000000 	0.000000 	-0.412761 	-0.810533 	0.000000 	1.038343 	0.102033 	0.000000 	-0.798049 	-0.697996 	0.000000 	-1.059981 	-0.914323 	-0.830715 	1.369220 	1.089590 	-0.407650 	-0.447813 	1.085600 	0.766936 	1.400844 	-0.977006 	0.441719 	-1.529689 	1.103877 	0.932485 	0.425415 	0.000000 	1.002637 	
0.717056 	-1.149312 	0.741563 	-0.877237 	1.073249 	1.159484 	-1.532920 	1.076738 	0.114324 	1.091952 	-0.423907 	0.529666 	0.996735 	-0.400795 	0.970572 	0.000000 	0.712754 	-0.503038 	0.000000 	0.936931 	0.000000 	-1.848791 	1.140743 	-0.746028 	-0.783567 	-1.181705 	0.898263 	-0.799046 	-1.939492 	-0.377474 	0.000000 	0.580175 	-1.041992 	-0.121014 	1.064703 	0.000000 	-0.499897 	0.000000 	-0.638518 	0.682783 	0.386663 	0.000000 	-1.024083 	0.867100 	0.000000 	0.000000 	0.245975 	-0.306721 	-0.712406 	0.720194 	0.365179 	0.000000 	0.000000 	
1.522977 	1.103732 	-0.899980 	0.000000 	0.000000 	0.000000 	0.000000 	-1.264485 	0.907308 	1.265050 	0.208834 	0.912655 	0.000000 	0.000000 	0.000000 	0.000000 	0.788534 	-0.385314 	-1.697232 	0.000000 	0.000000 	-0.814243 	1.680496 	1.165205 	0.416590 	0.000000 	-0.096140 	0.000000 	0.462786 	0.000000 	0.000000 	-0.832396 	0.352717 	0.000000 	0.059647 	0.235623 	-1.185531 	0.000000 	0.000000 	0.768900 	0.000000 	0.000000 	-0.895865 	0.000000 	0.000000 	-1.137623 	1.286837 	-2.270286 	-1.129043 	0.729074 	-0.865418 	0.000000 	0.000000 	
