-2.315064 	-1.187965 	1.101804 	0.488623 	0.265638 	0.562472 	-1.088814 	-0.926389 	0.464989 	-0.589632 	2.555978 	-0.753744 	-0.201636 	-1.527840 	-0.100098 	-0.370383 	0.279975 	0.000000 	0.000000 	1.664418 	1.358833 	-0.148551 	1.149763 	1.172521 	-0.191632 	0.665536 	-0.249405 	-1.015017 	0.000000 	-0.899943 	0.907809 	0.656538 	0.270616 	-1.467940 	1.539462 	0.428982 	1.532843 	-0.958454 	-0.773422 	-0.930177 	-0.453214 	
0.000000 	0.000000 	0.000000 	1.484231 	0.000000 	-1.645044 	-1.621541 	0.762327 	0.000000 	0.000000 	1.591915 	-0.810625 	0.000000 	0.000000 	-0.699953 	-1.015932 	-0.153491 	0.000000 	1.284023 	0.000000 	2.397944 	0.000000 	0.881199 	0.898856 	-1.109632 	1.817705 	1.292748 	0.000000 	-1.607978 	-1.503410 	-0.184302 	0.000000 	-1.285420 	0.911069 	0.000000 	0.000000 	1.510570 	-2.575145 	0.000000 	-0.904669 	1.018738 	
0.950696 	0.000000 	-1.119037 	1.888320 	0.798016 	-0.833055 	0.000000 	1.332685 	0.000000 	1.622364 	1.274187 	-2.068822 	0.000000 	0.224807 	0.396657 	-2.265697 	-1.530608 	0.000000 	1.809779 	-1.313332 	1.149820 	-0.720789 	-1.393314 	0.657613 	1.039523 	0.000000 	-1.412778 	0.000000 	-0.803702 	-0.426232 	0.638276 	0.000000 	0.621874 	-0.063624 	0.164866 	0.000000 	1.236785 	-1.829689 	-0.874080 	1.438733 	-0.068602 	
0.000000 	0.709330 	-0.892970 	0.000000 	-1.435972 	-2.288776 	0.575460 	-0.837365 	0.000000 	1.304163 	0.348683 	0.833565 	0.388759 	2.879493 	0.000000 	-0.505669 	0.437676 	0.327860 	-0.724620 	-0.328329 	0.000000 	0.708904 	-1.998731 	0.228609 	-0.394967 	0.000000 	0.000000 	0.931773 	-0.607625 	-1.851919 	0.141655 	0.430318 	0.878385 	1.160538 	1.719160 	-0.945083 	1.166490 	0.000000 	-1.743636 	1.248360 	-1.191991 	
-0.419156 	0.141257 	-0.743148 	-0.616624 	-0.185484 	-0.425577 	1.058055 	1.081231 	2.295661 	0.000000 	0.000000 	-0.697275 	-0.455378 	0.787265 	-0.457965 	0.000000 	-0.590391 	-0.491570 	1.297764 	0.000000 	-0.456659 	-0.378534 	0.532276 	0.820221 	-1.046483 	0.514639 	-0.896900 	0.000000 	0.000000 	-0.835450 	0.000000 	2.823507 	0.965139 	-0.532276 	-0.848711 	-0.677038 	0.000000 	-0.927450 	0.966380 	-0.706698 	0.000000 	
1.011718 	0.000000 	0.346614 	0.000000 	0.206015 	-1.608255 	1.600338 	0.584821 	1.698277 	0.000000 	-0.743300 	-1.012618 	0.929281 	1.089936 	0.516825 	2.519946 	0.000000 	0.000000 	0.924750 	-0.265981 	0.456416 	1.681437 	0.335693 	0.000000 	-1.417867 	0.649869 	-1.003518 	0.000000 	0.807563 	-0.723051 	-1.143257 	0.000000 	1.115412 	0.000000 	-2.419881 	-2.154236 	0.000000 	-2.154236 	0.000000 	0.385347 	-0.536685 	
-1.094421 	-0.970007 	0.829582 	-0.288445 	0.809539 	-1.369484 	-0.423610 	-1.060562 	-0.568423 	1.246182 	1.076905 	0.269716 	-1.196146 	1.045583 	0.834399 	1.857743 	-1.696189 	0.000000 	1.277717 	1.236676 	-0.753766 	1.580693 	-0.857343 	0.000000 	0.288029 	0.527243 	0.210164 	0.000000 	0.480011 	0.000000 	1.104291 	0.000000 	0.531999 	-1.973142 	-1.255950 	0.647826 	-1.165306 	1.750525 	-1.600453 	0.000000 	-0.429723 	
0.000000 	0.891605 	0.787163 	-1.538745 	-1.272877 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.265717 	0.000000 	0.000000 	1.621009 	0.518561 	-1.346799 	-2.028745 	-2.704560 	0.000000 	1.343811 	0.000000 	0.564990 	-0.522732 	-0.182166 	0.000000 	2.739251 	-1.719068 	0.312666 	0.000000 	0.000000 	0.000000 	2.655143 	0.000000 	0.522732 	0.000000 	-1.481100 	0.000000 	0.455194 	0.000000 	0.791995 	0.000000 	
0.000000 	-1.618741 	0.000000 	0.780274 	-0.387319 	0.419140 	-0.642127 	0.000000 	-0.420341 	-0.684622 	0.648094 	0.663679 	-0.501783 	0.861487 	2.391751 	2.230483 	0.000000 	0.000000 	0.145201 	1.990835 	1.778389 	0.000000 	1.132040 	0.000000 	-0.070811 	0.995948 	0.536427 	-0.228059 	-0.378378 	-1.426475 	0.809342 	0.143794 	-0.418645 	-0.878382 	-0.750852 	-1.331075 	-1.288788 	0.000000 	-2.401387 	0.704483 	-0.791545 	
-0.806323 	0.000000 	0.000000 	-0.755822 	0.000000 	1.364893 	0.000000 	-3.083242 	0.000000 	-1.223707 	-1.436664 	0.866765 	0.000000 	-0.990276 	-1.918798 	1.353564 	1.521544 	0.000000 	0.283782 	0.990948 	-1.422665 	0.784129 	-1.630595 	1.602360 	0.000000 	0.000000 	0.721345 	0.000000 	2.854489 	-1.691142 	0.000000 	0.000000 	0.473504 	0.000000 	2.109372 	0.000000 	0.867545 	-0.781044 	1.435995 	0.000000 	-1.543560 	
