0.376365 	-1.367934 	-0.237835 	1.867605 	1.218366 	0.000000 	0.319452 	0.000000 	-1.309364 	0.061776 	0.559277 	0.651861 	-1.174178 	0.000000 	0.000000 	-0.138485 	-0.418039 	1.985356 	1.676379 	0.680845 	0.000000 	-1.955932 	0.000000 	0.000000 	-2.348383 	0.000000 	0.000000 	0.000000 	-0.737668 	0.000000 	1.464467 	2.107199 	0.000000 	-1.966679 	-1.632397 	
0.000000 	1.347632 	-0.567151 	-0.331173 	-1.989311 	0.078158 	0.945411 	0.000000 	1.452388 	-0.980758 	-0.581286 	1.506622 	-0.806505 	-1.323556 	-0.782675 	-0.314608 	0.000000 	0.914498 	1.155009 	-2.780130 	1.234518 	1.952453 	-0.421842 	-1.845556 	-1.270255 	1.911855 	-0.176556 	-0.941058 	-0.603453 	-0.227941 	1.124361 	-1.375075 	0.452282 	1.523492 	2.163304 	
0.000000 	0.000000 	-0.563652 	0.398042 	-0.814864 	0.559948 	0.098767 	1.765131 	0.407504 	-1.747984 	0.787346 	1.337588 	-0.338868 	1.784493 	0.906770 	-1.220842 	0.433785 	1.225774 	-0.640058 	0.756981 	0.000000 	1.637292 	1.804976 	-0.470410 	-0.360143 	0.000000 	-0.710216 	0.000000 	-0.792063 	-0.660172 	-2.441973 	-1.302978 	0.416865 	-1.759759 	0.000000 	
-0.110070 	0.000000 	0.298340 	-2.249762 	-1.828558 	0.530358 	0.000000 	1.931659 	0.000000 	-0.793691 	0.317314 	1.589064 	0.446414 	0.000000 	0.792946 	-1.316982 	-0.202569 	0.000000 	0.000000 	-1.339472 	2.140296 	2.180722 	1.869579 	-1.645563 	0.000000 	0.000000 	1.214395 	-1.012364 	0.000000 	-0.241286 	-0.413483 	-2.990004 	0.000000 	-0.102021 	1.837121 	
0.440328 	0.210529 	1.324959 	-2.657078 	0.825635 	-0.438480 	0.000000 	0.000000 	0.066510 	0.000000 	0.000000 	-0.928650 	2.540330 	0.487244 	0.000000 	-0.758144 	0.000000 	-0.942534 	-0.824108 	0.000000 	-1.644618 	0.758583 	2.179136 	0.242555 	0.000000 	0.000000 	2.326748 	0.150230 	0.876093 	-1.415736 	-2.022704 	-1.969996 	1.600681 	-0.555245 	-0.446479 	
0.647328 	-0.232753 	-0.897793 	0.000000 	1.859573 	-0.778811 	0.000000 	-0.750879 	0.713706 	1.396472 	1.611362 	-1.309943 	1.207867 	0.433475 	-2.232253 	1.369784 	-0.606165 	1.037197 	-0.045910 	0.000000 	-1.284064 	-2.130354 	0.255149 	1.455619 	-1.707805 	-1.972887 	0.660453 	1.704156 	-0.915122 	-1.003514 	-0.308126 	0.759605 	0.700679 	-1.374184 	1.009683 	
-1.849238 	-1.744422 	1.282543 	0.000000 	-0.247766 	1.110607 	0.000000 	0.839546 	-0.864597 	0.000000 	0.000000 	-0.625272 	0.406814 	0.000000 	1.129062 	-1.024851 	0.000000 	-1.285951 	0.679777 	0.000000 	1.591546 	-0.906655 	2.580983 	0.000000 	0.058752 	0.000000 	1.646886 	0.000000 	1.021483 	-0.892145 	0.461880 	-2.083999 	0.625398 	-1.536018 	0.000000 	
-1.225381 	1.166949 	-0.454155 	-0.856930 	-0.923429 	0.319875 	-0.518726 	2.458682 	0.469000 	0.000000 	0.866201 	0.816686 	0.054578 	0.000000 	1.454493 	0.000000 	-1.578994 	-1.054341 	-0.604992 	0.000000 	0.494380 	-0.860812 	-0.257933 	1.212881 	0.000000 	-1.087650 	-0.994042 	2.272807 	-0.869152 	-0.084849 	0.000000 	0.105101 	0.000000 	-2.335027 	2.572639 	
0.845925 	1.587788 	1.020855 	-1.880876 	-1.754136 	-0.745438 	0.594486 	-0.193976 	-1.067752 	1.319548 	-1.957653 	-0.651831 	0.000000 	0.119438 	0.995982 	-1.220652 	-0.477578 	-1.247777 	-1.377433 	-1.018799 	-1.041388 	0.000000 	-0.574117 	0.947303 	0.000000 	0.000000 	1.607229 	0.275822 	0.000000 	0.971163 	-0.292851 	0.664304 	0.810986 	1.363844 	1.744547 	
1.152897 	0.549548 	1.042702 	0.224447 	-0.869813 	1.578441 	0.406176 	-1.503849 	0.500328 	1.322969 	0.000000 	-0.205191 	-2.235693 	0.031543 	0.541744 	0.000000 	-0.739866 	-0.363557 	-2.152522 	-0.780209 	0.000000 	3.261226 	-0.869136 	-1.054888 	1.012142 	-1.629971 	0.000000 	-0.597171 	-2.001485 	2.558022 	-0.883928 	0.000000 	-1.371699 	1.723423 	1.355804 	
2.020904 	1.097070 	-0.471000 	1.085066 	0.075752 	-2.637373 	1.639620 	-2.039399 	-0.842514 	0.905866 	-1.312132 	1.763392 	0.000000 	-1.771559 	0.198369 	0.000000 	0.146219 	0.000000 	2.490403 	-1.485991 	1.709449 	-0.684694 	0.934418 	-1.116563 	-0.606624 	0.610971 	0.735452 	-2.098765 	-0.261721 	0.000000 	2.311401 	-0.679292 	-1.984022 	-0.656539 	1.670899 	
