1.127710 	1.618590 	-1.046571 	0.801201 	-1.082446 	0.374819 	-1.178977 	0.000000 	-0.548516 	1.269718 	-2.331172 	-0.508485 	0.000000 	-0.848548 	-1.128642 	0.867837 	0.207767 	-2.377429 	1.014119 	0.968203 	2.120492 	2.549161 	0.749288 	0.236509 	1.207064 	-2.014659 	-1.416031 	-0.921020 	0.000000 	-0.468796 	0.000000 	0.114523 	2.409952 	
-1.495294 	-0.702661 	0.279830 	1.859014 	-0.248372 	-0.747631 	0.261578 	-1.454206 	1.004358 	1.543980 	-1.756384 	0.281391 	0.764875 	0.000000 	-0.366289 	-0.284539 	0.000000 	-0.791582 	1.134233 	-2.138714 	-0.566812 	1.042920 	0.166906 	1.815418 	1.911841 	-1.442845 	-0.622395 	1.035962 	-0.339608 	-0.983172 	-0.222407 	-0.428337 	1.600799 	
0.893783 	-0.996790 	-0.439735 	0.000000 	0.000000 	-0.310764 	-1.386334 	0.791846 	1.976828 	1.553831 	0.000000 	-1.571136 	-0.400334 	-0.330016 	-0.701716 	-0.340446 	1.427868 	-1.749938 	0.976266 	-0.707799 	0.000000 	2.160875 	-1.202783 	0.000000 	0.920442 	0.324016 	-0.935797 	0.000000 	0.993438 	-1.377162 	1.070452 	-1.267989 	1.391962 	
0.000000 	-1.621203 	0.000000 	-0.839808 	2.888123 	0.000000 	0.000000 	-0.309252 	2.032134 	0.903662 	-2.255940 	-2.335696 	1.047876 	0.000000 	-0.631965 	0.637153 	4.220770 	0.000000 	0.573499 	-4.202695 	0.000000 	1.354473 	-1.045221 	0.000000 	0.000000 	2.253112 	-2.890190 	0.000000 	2.253248 	-2.234278 	2.253011 	-2.194719 	0.000000 	
-0.689245 	-2.171050 	0.000000 	-0.546139 	1.765446 	-3.217077 	0.161064 	1.072593 	0.820826 	2.197725 	-0.705089 	-1.350081 	1.442240 	1.307878 	-2.011268 	-0.608447 	1.311809 	0.000000 	2.426128 	-2.774012 	0.000000 	1.810216 	-1.682623 	2.044930 	1.338917 	1.487716 	-1.494255 	-1.200185 	2.823633 	-0.613374 	-2.376033 	-3.238492 	1.815171 	
-0.868340 	-0.337023 	0.347111 	1.922730 	0.496451 	0.837951 	0.000000 	-2.353250 	-1.859576 	0.494382 	1.351799 	1.422266 	-2.888674 	2.531634 	0.000000 	-2.071363 	-2.684972 	0.732973 	0.927880 	0.858656 	-0.705675 	-0.886312 	-0.318231 	-0.944569 	2.817380 	-1.014558 	0.619666 	2.824820 	-1.800225 	0.000000 	0.000000 	0.872345 	0.000000 	
-1.019329 	2.099372 	0.962222 	0.326355 	-0.776678 	0.956220 	0.940340 	2.422387 	1.604698 	-1.026785 	-1.154884 	-0.480114 	0.000000 	0.000000 	-1.137519 	1.508357 	2.243324 	0.000000 	-2.364050 	-3.803170 	-0.599948 	0.000000 	-1.618709 	-0.904745 	0.000000 	0.000000 	-1.066954 	-0.803677 	1.817374 	-1.105805 	1.482671 	1.684196 	0.000000 	
0.000000 	-1.903395 	-1.694060 	-1.995110 	1.156904 	0.000000 	0.915027 	0.000000 	2.662797 	-0.775444 	-0.693811 	2.049725 	1.606132 	0.000000 	2.969123 	0.713433 	-0.989082 	0.000000 	0.000000 	-0.361487 	-1.095052 	1.979717 	-0.912374 	-0.751592 	0.000000 	1.379121 	1.764077 	-1.067786 	0.000000 	0.000000 	-1.725530 	-2.969181 	0.000000 	
2.032193 	0.000000 	0.240609 	0.000000 	-0.627747 	1.140996 	-0.660164 	-0.677727 	0.816654 	-1.553018 	-1.896720 	-0.326139 	1.274874 	-0.771629 	0.856056 	1.149461 	-1.052491 	-0.661004 	0.753860 	1.783666 	0.000000 	0.000000 	1.338730 	-1.749474 	-0.370401 	-1.008984 	1.818457 	0.000000 	-1.487479 	2.506604 	0.381538 	-0.122437 	-2.199543 	
-0.095196 	-0.672518 	1.466755 	1.042897 	1.472936 	0.000000 	-1.628032 	0.215956 	-0.639141 	0.000000 	-1.358284 	-1.862458 	0.700432 	0.000000 	-1.748815 	1.218790 	0.933467 	1.320408 	1.748815 	0.000000 	0.000000 	-0.134754 	-0.969939 	-0.578017 	1.627791 	0.000000 	-4.254877 	-0.431670 	0.000000 	0.000000 	0.387890 	0.000000 	2.001003 	
-1.972620 	0.000000 	1.115001 	1.495483 	-0.534797 	-1.576024 	-0.334403 	0.000000 	-1.169644 	2.100951 	-0.431630 	-0.333089 	0.710701 	0.000000 	0.000000 	0.988095 	1.655430 	0.588234 	-1.067266 	-1.177108 	1.325250 	0.000000 	0.450179 	1.685464 	0.846774 	-1.674620 	-1.701395 	-1.038413 	0.000000 	-2.053278 	-0.573860 	1.067266 	0.986082 	
3.362470 	1.570812 	-0.865327 	0.240804 	1.577532 	2.426761 	-2.549069 	1.131327 	0.000000 	0.000000 	-0.138335 	-1.528331 	-3.773388 	1.958790 	-1.612227 	-0.379312 	0.000000 	-1.507709 	0.991771 	0.266052 	2.569573 	1.854272 	-1.282567 	-3.817953 	1.572785 	-0.210560 	-0.919052 	-0.195322 	1.194743 	0.000000 	1.302765 	-0.574287 	0.000000 	
0.000000 	0.000000 	0.357644 	0.000000 	0.000000 	0.000000 	0.000000 	1.741833 	0.983368 	0.586400 	-1.606779 	0.000000 	0.000000 	2.603375 	0.000000 	1.720412 	0.418725 	0.000000 	-0.532357 	-1.927412 	0.331523 	2.374929 	-2.556679 	-2.786306 	2.862951 	-0.434290 	-0.357954 	-1.560083 	1.300507 	-0.589919 	-1.122275 	-0.768150 	-0.057252 	
1.549361 	1.391910 	-1.383238 	-0.939828 	-1.102552 	1.370285 	0.999305 	0.000000 	2.185557 	0.000000 	-1.886566 	-0.786532 	0.292317 	-0.851927 	-0.909326 	0.000000 	1.064259 	-2.434544 	0.000000 	-2.090982 	0.000000 	1.737550 	0.000000 	0.000000 	-1.334952 	0.686244 	0.000000 	0.696994 	1.558915 	0.000000 	1.737110 	-0.649589 	0.000000 	
