-1.226011 	0.681159 	0.916062 	-0.701255 	0.000000 	-0.205972 	0.000000 	-1.027288 	-1.320769 	0.000000 	-1.803052 	0.000000 	0.000000 	-2.130762 	-1.318188 	1.268224 	-0.426765 	0.429524 	1.148432 	1.002293 	1.363710 	-0.052889 	1.900931 	-0.338887 	-0.194453 	-0.158943 	0.947768 	-0.125012 	-1.145160 	-0.743067 	0.388983 	0.549520 	0.359021 	-0.546804 	-0.101232 	-1.298023 	0.546843 	-0.318492 	0.000000 	0.547794 	-0.273470 	-0.261603 	1.185469 	1.178387 	0.826989 	0.000000 	0.325261 	0.942667 	
0.000000 	-0.702333 	0.100683 	-0.942407 	0.515548 	-2.044293 	-0.228463 	-0.527229 	0.044503 	1.587582 	-1.801227 	-1.319115 	-2.029685 	-0.274342 	-0.962322 	-0.122538 	1.274038 	-0.865897 	-0.914385 	-1.096427 	0.661403 	-0.487587 	-1.171956 	0.844187 	0.063261 	0.000000 	1.792590 	-0.983523 	-1.414515 	1.448050 	0.205541 	-0.490030 	0.000000 	1.974065 	-0.304136 	0.304354 	0.622239 	1.996495 	-0.411083 	0.880220 	-1.250425 	-0.372399 	1.194110 	1.525961 	0.884846 	1.315956 	0.000000 	1.453080 	
0.576208 	-0.127593 	-2.349820 	-0.218099 	0.621618 	-0.177605 	1.713942 	0.961141 	0.000000 	-0.424261 	-0.433236 	0.127133 	0.733550 	0.000000 	0.000000 	0.000000 	0.922886 	0.000000 	-0.495145 	0.000000 	1.164997 	0.855772 	-1.123254 	-1.137835 	0.000000 	-0.790543 	-0.913410 	-1.109585 	0.694348 	0.916098 	0.000000 	1.214833 	-0.874827 	0.305919 	0.000000 	-1.160196 	1.033051 	-0.575935 	1.004615 	-0.790179 	-0.399274 	-0.276972 	0.732906 	0.469455 	0.000000 	0.503945 	-0.096995 	0.069031 	
0.000000 	2.216164 	-0.810218 	1.220787 	1.101780 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.575424 	0.000000 	0.950639 	-1.046885 	0.000000 	0.000000 	1.067547 	0.403728 	-1.692039 	1.833654 	-0.980279 	0.000000 	0.682343 	0.000000 	1.368503 	-0.964812 	-1.162521 	-1.275266 	2.070433 	-1.551974 	-1.999977 	-1.011333 	0.948480 	0.660656 	0.000000 	-0.260456 	0.000000 	0.000000 	-1.003960 	0.999776 	0.765495 	-0.255975 	-0.901151 	0.084929 	0.000000 	-0.277897 	-1.494767 	
-1.895163 	0.536184 	0.400050 	1.021517 	-0.098697 	-0.397813 	0.000000 	-0.068302 	0.000000 	-1.065144 	-0.716942 	0.961177 	0.714153 	-2.242255 	-1.914397 	0.562472 	0.000000 	1.893227 	-0.903364 	0.000000 	0.000000 	1.337807 	1.383491 	1.779600 	0.608847 	-0.470129 	0.777519 	-1.870064 	0.000000 	0.320004 	1.396417 	0.000000 	-1.396258 	1.195402 	0.806931 	-1.405719 	0.000000 	-0.469405 	0.042454 	0.000000 	-1.715284 	0.186662 	0.493939 	-1.739871 	2.262368 	0.000000 	1.086136 	1.503687 	
0.122085 	0.707143 	-0.816953 	0.000000 	0.000000 	-0.122085 	0.000000 	-0.910003 	0.000000 	0.511353 	-1.486812 	0.938670 	0.454065 	0.321016 	1.257092 	0.000000 	1.246581 	-0.413799 	0.613674 	-0.371447 	-0.761180 	0.277379 	0.197526 	-0.407921 	-1.010349 	-0.417138 	0.000000 	-0.668253 	0.513181 	-0.383338 	0.567012 	0.490414 	1.591946 	0.000000 	1.427633 	0.440717 	-1.375351 	1.166828 	0.000000 	-0.432033 	-0.952992 	-0.885625 	0.000000 	0.569336 	-1.693109 	-1.625358 	1.656548 	0.151733 	
-0.484029 	0.000000 	1.522744 	0.000000 	-0.143839 	1.146116 	-1.243892 	0.279275 	1.315455 	-1.868384 	0.000000 	-0.864284 	0.717815 	-0.860353 	0.769452 	-1.286143 	0.971958 	0.000000 	-0.255974 	0.000000 	-0.213332 	1.569728 	0.000000 	1.450004 	1.265971 	0.350700 	0.000000 	-1.394096 	0.000000 	0.670147 	0.000000 	-2.351981 	0.667305 	0.167102 	-0.442475 	0.000000 	0.000000 	1.240861 	-1.092829 	1.052706 	0.311195 	0.801961 	-0.662087 	-0.908525 	-1.460338 	0.000000 	0.000000 	0.000000 	
-1.885969 	0.567366 	-0.207661 	1.513140 	0.000000 	0.266926 	0.000000 	-0.272809 	-0.607101 	-0.766224 	0.218439 	0.427167 	-1.265807 	0.000000 	-1.080872 	1.023654 	-0.736396 	1.120753 	-0.856003 	0.289227 	0.211430 	2.620370 	1.008936 	0.824540 	-1.026296 	-0.547055 	-1.153432 	0.000000 	0.736316 	-0.454510 	0.999968 	1.129059 	0.314690 	-1.176032 	0.267393 	-0.344908 	0.445352 	0.124029 	0.000000 	-0.220267 	-1.700157 	-0.724189 	1.259335 	-1.389419 	1.240045 	-0.421676 	0.911249 	1.398751 	
0.000000 	-0.879168 	0.000000 	0.747142 	-0.851593 	0.648391 	0.000000 	-2.302563 	-0.632413 	0.945953 	1.384712 	1.485015 	1.719879 	0.533703 	0.498414 	0.000000 	-1.206276 	0.944964 	-1.588989 	-1.217603 	0.561047 	1.144809 	0.332883 	1.087751 	-1.306903 	-1.025986 	-2.314389 	0.000000 	-0.221396 	-0.333371 	0.000000 	0.000000 	0.000000 	0.000000 	2.347357 	-0.213100 	0.000000 	0.000000 	-1.751757 	1.191577 	1.260323 	1.251635 	0.918857 	-0.793951 	0.812356 	-1.698964 	0.000000 	-0.690419 	
1.453368 	-1.276365 	1.034331 	0.000000 	0.046773 	0.254583 	0.000000 	0.000000 	-0.689721 	0.142965 	0.000000 	-0.413581 	-0.725036 	0.000000 	0.000000 	-0.494074 	0.922653 	-0.240962 	-1.106832 	-0.370896 	1.284304 	0.800641 	-0.519218 	1.467531 	0.985658 	1.437034 	-1.393190 	0.465757 	0.490074 	1.031812 	-0.444361 	-1.539902 	-0.573911 	1.055150 	0.000000 	-0.761927 	-1.068854 	0.841730 	-1.976300 	-0.434191 	0.569494 	0.501826 	-0.314761 	-1.407634 	0.966730 	0.485029 	0.000000 	0.000000 	
