0.594724 	0.000000 	1.483482 	0.000000 	0.433518 	-0.185776 	0.963303 	0.329136 	0.000000 	-0.448385 	0.000000 	0.000000 	0.000000 	0.541895 	-1.900400 	-0.170813 	-0.410616 	-0.754260 	0.968245 	0.000000 	-0.844486 	0.308391 	-1.749329 	-0.302952 	0.688148 	-0.478942 	0.550285 	-0.460626 	1.652431 	-1.228351 	0.000000 	0.655203 	0.302966 	-0.908748 	-0.314171 	-1.073101 	0.000000 	0.152204 	0.777305 	0.000000 	-0.567229 	0.664701 	0.000000 	1.044852 	-0.654946 	1.230138 	0.594531 	0.000000 	1.018261 	0.000000 	-1.359358 	
0.000000 	0.747425 	0.000000 	0.000000 	-1.225169 	-0.296272 	-0.549318 	0.000000 	-0.457283 	0.209352 	0.154030 	0.000000 	0.950877 	-1.312185 	0.000000 	0.000000 	1.269688 	0.000000 	0.060871 	-1.261299 	0.789777 	0.841184 	-0.800093 	-0.850934 	0.836156 	0.000000 	-2.064882 	-0.066145 	0.540699 	-0.242065 	1.180808 	0.000000 	0.478741 	1.034398 	-1.125304 	1.292339 	0.000000 	0.000000 	0.427097 	0.000000 	0.000000 	-0.758092 	1.013273 	0.000000 	0.980612 	-0.571485 	0.000000 	-1.788182 	-0.583539 	-0.172534 	1.423293 	
0.000000 	-0.376840 	0.977910 	-0.140787 	-1.006358 	0.000000 	0.573725 	0.381837 	-1.239644 	0.432962 	0.000000 	0.339107 	0.000000 	-0.506389 	-0.631421 	0.438011 	-0.311929 	-0.303693 	0.515745 	-0.263905 	0.086286 	0.000000 	-1.239245 	0.647883 	1.249718 	-0.181055 	0.187035 	-1.366142 	0.000000 	-0.397303 	-0.456120 	0.765157 	-0.269979 	-0.070856 	-0.493791 	0.000000 	-0.624327 	1.599319 	1.302594 	-0.443901 	-0.520539 	0.000000 	0.527452 	-0.309943 	0.000000 	0.962976 	0.000000 	0.736320 	-0.974101 	0.848697 	0.536937 	
-0.649629 	0.099513 	-0.096437 	-1.192064 	-1.888971 	-0.652456 	-1.243870 	0.099431 	-0.852455 	1.196991 	0.885941 	0.000000 	0.000000 	-0.358235 	-0.763549 	-1.263147 	0.000000 	0.592897 	1.245492 	0.000000 	0.000000 	0.769073 	0.000000 	0.279542 	0.626800 	0.331365 	-0.531673 	-0.747169 	1.368226 	-1.012136 	0.754152 	0.966943 	-1.296369 	0.000000 	1.307523 	0.000000 	-0.805070 	0.953277 	0.000000 	0.967720 	0.000000 	0.000000 	0.893647 	-0.714061 	0.442822 	0.000000 	1.384266 	-0.536773 	0.000000 	1.140507 	-1.631834 	
1.612468 	0.692732 	-0.281250 	1.083864 	0.823023 	-0.467631 	0.000000 	-0.412424 	0.000000 	0.000000 	0.340761 	0.000000 	-0.943953 	-1.741445 	-0.790565 	-0.685925 	-0.426758 	0.451946 	0.000000 	-0.609675 	-0.180898 	0.772856 	0.259266 	1.305016 	-0.634708 	0.346871 	-0.713769 	1.755263 	0.082321 	0.751693 	0.000000 	0.000000 	0.977224 	1.064474 	-0.262576 	0.000000 	0.294977 	-1.544474 	0.000000 	-0.495934 	0.476827 	-0.195559 	-0.633236 	0.473402 	-1.562910 	-1.227095 	0.391797 	1.270376 	0.152948 	0.320882 	-0.926860 	
0.000000 	0.466635 	1.087366 	0.411817 	0.000000 	0.000000 	-0.529396 	0.466090 	0.000000 	0.769071 	-0.269180 	-0.141303 	-1.721732 	-1.274311 	0.000000 	0.000000 	-0.998139 	0.000000 	0.769383 	-0.711846 	0.000000 	0.000000 	1.157840 	0.000000 	0.000000 	1.585582 	-0.612158 	0.000000 	-1.114994 	0.927642 	0.000000 	-0.415138 	1.303975 	0.000000 	-0.746622 	0.423234 	-0.177080 	0.000000 	-0.896579 	0.118344 	-0.780980 	-0.835818 	-0.205678 	1.221077 	0.921023 	0.000000 	0.948069 	0.991867 	0.634234 	-1.326382 	-0.481104 	
0.000000 	-0.968386 	-1.209384 	0.000000 	0.000000 	0.000000 	0.386011 	2.318731 	0.000000 	0.252497 	-0.985774 	0.000000 	0.915988 	-0.485068 	1.525668 	0.000000 	-1.482889 	-0.963922 	0.964238 	0.000000 	-1.090045 	0.000000 	0.000000 	-0.174314 	0.844104 	-1.839565 	0.720550 	-0.809027 	0.000000 	-1.092693 	-1.924429 	0.000000 	0.000000 	-0.663984 	2.331802 	0.000000 	0.000000 	-0.515087 	0.000000 	1.658246 	-1.471542 	1.098032 	0.000000 	0.373510 	0.000000 	0.835894 	0.000000 	-0.201554 	0.454220 	0.188375 	0.805624 	
-0.219449 	0.000000 	0.227497 	-0.233632 	-0.154606 	-0.174898 	-0.788063 	0.230101 	0.222580 	0.000000 	0.000000 	0.000000 	0.000000 	-0.131876 	0.000000 	0.405492 	0.000000 	-1.303059 	0.989715 	-0.988145 	-0.826801 	0.000000 	0.713699 	0.645875 	-1.001427 	0.722720 	0.000000 	-0.250986 	0.793913 	0.989223 	0.000000 	-1.001799 	1.768966 	-0.808145 	-0.668101 	0.000000 	0.282173 	0.000000 	-1.448273 	0.682157 	-0.968020 	0.135659 	0.889868 	0.000000 	0.000000 	1.032955 	1.384273 	-0.383665 	1.539122 	-0.738219 	-0.825043 	
-1.431151 	-0.559243 	-1.345814 	1.156347 	-0.458168 	0.000000 	0.586089 	0.988167 	-2.065681 	0.000000 	-0.243914 	0.000000 	1.586460 	1.000743 	-1.254835 	0.000000 	0.372301 	0.000000 	0.000000 	1.114377 	-0.722932 	-0.463729 	0.000000 	-0.330833 	0.000000 	1.288421 	-1.321861 	0.926572 	0.000000 	0.449044 	0.037507 	-0.625231 	0.871561 	0.000000 	0.000000 	0.668875 	0.713313 	0.000000 	-0.111894 	-0.491136 	1.438789 	0.000000 	1.296897 	-1.646727 	-0.381656 	0.147239 	0.000000 	0.246837 	-1.746844 	0.363520 	-0.216193 	
0.149981 	0.000000 	0.976121 	0.163440 	0.498380 	0.297400 	0.000000 	0.778286 	1.693086 	0.000000 	0.239925 	-0.441796 	0.000000 	0.000000 	0.920501 	0.716368 	1.301780 	0.000000 	-0.373988 	0.000000 	0.000000 	-0.624454 	0.000000 	0.535130 	0.774572 	-0.178005 	-0.393627 	1.204218 	-0.528790 	-2.138993 	0.000000 	0.000000 	0.000000 	-0.774559 	0.000000 	-0.638121 	-1.143670 	0.785201 	-1.143709 	-2.885292 	0.208767 	1.324556 	-1.480842 	0.000000 	0.531120 	1.016016 	0.000000 	-0.459065 	-0.650563 	0.000000 	0.000000 	
