0.000000 	-0.277824 	0.564790 	-0.502457 	-1.117558 	0.708303 	0.000000 	1.514280 	1.084821 	1.063346 	0.000000 	-0.933260 	0.350888 	-0.970332 	0.000000 	-1.393653 	0.317397 	0.616641 	-0.763062 	-1.180544 	-0.670982 	1.754174 	-0.280284 	0.862700 	0.000000 	-1.137074 	-1.275232 	1.001969 	0.000000 	1.166482 	0.000000 	0.946210 	0.126436 	0.000000 	0.000000 	0.000000 	0.000000 	-0.298096 	-0.477845 	1.439775 	0.000000 	-2.342016 	0.000000 	0.949714 	0.598758 	0.780194 	-2.399887 	
0.243560 	1.043232 	1.142141 	-0.316741 	-1.425561 	0.285633 	0.915537 	-1.722426 	-1.505445 	-0.542781 	-0.634503 	0.000000 	0.000000 	0.000000 	-0.347600 	0.671788 	0.000000 	-0.279501 	-1.159364 	0.575199 	-0.978387 	0.453398 	2.413205 	-2.294598 	1.629394 	0.000000 	0.747318 	-0.680711 	0.000000 	0.162676 	-2.199824 	0.000000 	0.989471 	1.095555 	-0.747327 	-0.550758 	0.553549 	-0.259030 	0.405591 	-0.188363 	0.852000 	0.000000 	-0.281548 	0.937003 	0.000000 	0.000000 	1.783791 	
0.000000 	0.813270 	1.669347 	0.000000 	0.000000 	1.118432 	-0.589248 	0.497877 	-1.121231 	0.848693 	1.613489 	-0.826666 	-0.955346 	0.000000 	0.251903 	0.286037 	-1.131868 	-0.838617 	-0.147029 	-1.088728 	0.116586 	0.000000 	0.000000 	-1.317444 	0.000000 	0.713569 	1.807081 	0.000000 	0.000000 	0.198177 	-1.109962 	-1.060822 	0.000000 	1.425363 	-1.734016 	0.260813 	0.000000 	0.000000 	0.000000 	1.060822 	-0.706296 	0.000000 	-0.608502 	-1.711140 	0.349303 	1.103435 	1.769206 	
0.000000 	2.159475 	0.000000 	1.622130 	0.000000 	0.000000 	0.393075 	0.000000 	-1.109501 	0.000000 	-0.988971 	0.955850 	-1.202685 	0.000000 	0.000000 	0.000000 	-1.146459 	-0.905391 	0.630810 	-0.138958 	-1.233241 	0.000000 	1.342167 	1.136406 	2.157743 	0.000000 	0.000000 	0.000000 	0.585880 	0.000000 	0.000000 	-2.156788 	-1.364177 	0.000000 	0.000000 	-0.050932 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.698316 	0.329281 	-0.475789 	0.000000 	-0.843528 	0.569685 	
0.000000 	0.409261 	0.000000 	-0.172340 	-0.267326 	0.000000 	0.000000 	0.697772 	-1.408163 	0.782727 	0.171114 	0.827915 	0.000000 	-1.377169 	0.000000 	0.000000 	0.000000 	-0.867295 	1.813849 	-0.209375 	0.000000 	0.000000 	1.410062 	0.000000 	0.581224 	-1.018515 	-1.235101 	0.039380 	0.000000 	0.867651 	0.000000 	1.063271 	-1.923802 	1.763890 	0.892040 	0.000000 	0.000000 	0.000000 	0.604488 	0.000000 	-1.190239 	-0.648073 	-1.550782 	0.000000 	-0.376958 	0.741707 	0.397104 	
-1.560326 	1.205806 	0.000000 	-0.815905 	0.000000 	0.443372 	-1.130572 	-0.092696 	1.186577 	0.000000 	0.807497 	-0.214768 	-0.875373 	0.495419 	0.202900 	0.000000 	0.000000 	0.000000 	-0.881672 	0.000000 	-0.534736 	0.806793 	0.808835 	-2.375363 	0.867787 	0.000000 	1.067757 	0.954289 	-0.742922 	0.444656 	-1.675084 	0.000000 	0.882280 	0.882932 	-0.858957 	-0.579022 	-0.603870 	0.000000 	0.000000 	0.197120 	1.453801 	1.200173 	0.000000 	1.008075 	0.086341 	-0.841877 	0.000000 	
0.737671 	0.000000 	-0.336787 	0.000000 	0.463206 	0.000000 	2.272698 	0.000000 	-1.025089 	1.294992 	0.000000 	1.270352 	-1.619847 	-0.659019 	-0.210173 	0.814395 	0.000000 	0.000000 	0.000000 	-0.363948 	0.000000 	0.307323 	0.000000 	0.208111 	0.594131 	0.000000 	-0.546785 	-0.945189 	0.590791 	0.000000 	1.155254 	-0.560176 	0.760198 	-0.807919 	0.184928 	-0.501061 	-0.638496 	0.000000 	-0.494792 	-0.575813 	-1.185672 	-0.272141 	1.095771 	-0.210885 	0.000000 	-1.754654 	1.641562 	
1.014255 	-0.478150 	2.110235 	0.000000 	-1.000955 	1.498489 	0.000000 	0.412335 	0.266213 	1.360724 	0.000000 	0.000000 	0.000000 	0.450115 	0.000000 	-0.810290 	-0.155867 	0.000000 	0.150300 	-0.440274 	-1.479194 	1.272477 	0.000000 	-0.230450 	-0.463415 	0.000000 	-0.834747 	0.208401 	-0.892029 	0.000000 	0.000000 	0.000000 	0.448347 	-0.448748 	-1.479390 	-0.896600 	0.000000 	0.000000 	0.120485 	0.000000 	2.255297 	0.000000 	-0.225594 	0.000000 	1.373884 	-1.817508 	-1.133919 	
0.000000 	1.698493 	0.000000 	0.368200 	-0.779453 	-0.222370 	0.818631 	0.000000 	-1.550827 	1.173088 	1.722303 	1.194892 	0.879631 	-0.627867 	0.554331 	0.000000 	-1.113853 	1.251623 	0.000000 	-1.551408 	-1.607347 	0.000000 	0.171734 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.419852 	1.541055 	-1.173688 	-0.222553 	0.000000 	-0.536131 	-0.265950 	-1.428320 	-0.795825 	0.473083 	-0.810125 	1.156790 	-1.811310 	0.343911 	0.623866 	0.859462 	0.565080 	-0.508500 	0.000000 	
-0.912808 	-0.216159 	0.354667 	-0.355585 	-1.132420 	0.388488 	0.000000 	-0.910917 	0.571575 	1.144699 	0.630475 	-0.842570 	0.000000 	1.176706 	0.000000 	0.000000 	-1.068936 	1.341002 	0.601667 	0.361551 	-0.833622 	0.000000 	0.552345 	-1.148550 	0.762770 	0.141888 	0.418519 	0.000000 	-1.259514 	-0.796189 	-0.852780 	-0.272644 	1.584954 	-0.244309 	-1.055520 	-1.399043 	0.512123 	-0.633121 	0.000000 	1.011517 	0.512036 	0.000000 	1.370224 	1.182454 	0.000000 	-0.722670 	0.411986 	
