-1.043256 	1.868901 	-0.762449 	0.000000 	0.314339 	0.000000 	0.707627 	1.196002 	1.112283 	-1.065621 	0.000000 	0.000000 	-0.487471 	0.000000 	0.000000 	-1.380770 	-1.083214 	-0.540916 	0.000000 	-0.591199 	-0.901063 	1.137526 	-0.805742 	0.000000 	1.382750 	-0.311822 	-0.203523 	-0.402012 	0.000000 	-0.707141 	0.000000 	0.809224 	-0.127687 	0.527730 	1.244540 	-0.391802 	0.000000 	0.000000 	0.000000 	-0.825645 	1.030936 	0.845023 	0.437747 	0.952739 	-1.357502 	0.000000 	
0.319778 	1.073987 	0.307749 	0.450647 	0.000000 	-1.162202 	0.000000 	0.000000 	1.280025 	0.000000 	-0.415204 	-0.584268 	0.992196 	-0.601186 	0.000000 	-0.442764 	-1.287392 	0.846670 	-0.378149 	0.946608 	0.686198 	0.000000 	-1.102027 	1.289553 	-0.902890 	-0.681656 	-0.987375 	0.611426 	0.000000 	0.000000 	-0.983916 	1.402518 	-0.229260 	-1.453076 	0.000000 	-0.492149 	0.113874 	0.080322 	-0.897534 	-0.112022 	-1.011389 	1.026487 	1.544668 	0.994806 	-0.612273 	1.320994 	
-1.191634 	0.186751 	0.893199 	0.000000 	1.119230 	-0.996211 	0.000000 	-0.607578 	0.744009 	-1.291030 	0.102741 	-0.890400 	1.130572 	-0.356833 	-0.697440 	0.550889 	-1.647282 	1.059637 	0.652959 	1.101015 	-0.426185 	0.000000 	0.520028 	0.000000 	-1.420411 	0.000000 	-0.640694 	1.078106 	0.494133 	0.703712 	0.000000 	1.017538 	1.199036 	0.000000 	0.000000 	-0.124756 	0.627130 	0.000000 	0.000000 	0.351924 	-1.297696 	-1.631959 	1.305619 	0.000000 	-0.326648 	-1.359787 	
1.082229 	-0.453484 	0.747612 	-0.856707 	-1.515043 	1.379299 	0.000000 	-1.140098 	-1.037149 	0.676304 	0.000000 	0.271620 	-0.395033 	0.185775 	-1.357736 	0.995163 	1.147033 	-0.764399 	-0.414904 	0.000000 	-0.995728 	0.000000 	0.000000 	-0.236172 	-0.567238 	0.434158 	0.000000 	1.025985 	0.067917 	0.000000 	0.202070 	-1.220307 	0.000000 	-0.707491 	0.752056 	1.315376 	-0.575832 	-0.415911 	0.000000 	0.000000 	-0.120539 	0.732174 	-0.234742 	0.309544 	0.000000 	2.077919 	
0.000000 	0.000000 	1.356672 	-0.454574 	-1.175657 	0.000000 	-0.447427 	0.948392 	0.000000 	0.000000 	0.000000 	0.000000 	-0.655286 	-0.541005 	0.000000 	0.795706 	0.000000 	0.000000 	0.000000 	0.814580 	0.000000 	-2.087925 	0.252679 	0.000000 	0.000000 	-1.324826 	-0.477839 	1.809953 	1.144160 	0.000000 	0.912123 	-0.633788 	0.937688 	0.000000 	-1.665335 	2.989958 	0.000000 	0.000000 	1.379259 	-0.912150 	-1.697910 	0.000000 	0.935400 	-1.275209 	0.000000 	0.000000 	
0.524306 	0.000000 	-0.865548 	0.000000 	0.000000 	-0.399944 	-1.057230 	-0.673110 	-1.213716 	1.697400 	0.749777 	1.022313 	0.000000 	-0.536179 	1.678414 	0.000000 	-0.927216 	0.000000 	-1.136970 	0.314635 	0.995921 	1.305813 	0.000000 	0.000000 	-0.715890 	0.000000 	-0.139210 	0.000000 	-0.828627 	-0.588346 	0.612664 	1.294476 	0.270052 	-1.045001 	-0.516498 	-1.047259 	0.000000 	0.000000 	-0.229047 	0.000000 	1.056951 	0.591263 	0.000000 	-0.175345 	0.439038 	0.000000 	
1.043759 	-1.265196 	-0.092271 	-0.631813 	0.000000 	-1.240021 	0.827394 	-1.430777 	-0.367233 	0.000000 	0.441290 	-0.407394 	1.108019 	-1.901893 	-0.587462 	0.878253 	0.000000 	0.669302 	0.000000 	0.968255 	1.215889 	1.003115 	0.000000 	0.000000 	0.064118 	0.000000 	0.286167 	0.640086 	-0.239241 	0.000000 	0.000000 	0.863217 	-2.091998 	-1.071556 	0.000000 	0.325553 	0.404748 	-0.314131 	-0.610849 	0.535567 	0.620457 	-1.450612 	0.529689 	-1.151211 	1.753843 	0.612398 	
0.889021 	-0.205089 	0.732990 	-0.781570 	1.202313 	-1.120947 	1.168172 	0.000000 	-1.239697 	0.407072 	-0.478393 	-0.251766 	1.330820 	0.000000 	0.000000 	0.000000 	0.403790 	-0.314174 	0.841577 	0.872012 	0.568839 	0.000000 	0.980957 	0.000000 	-0.337850 	-0.275636 	0.000000 	0.163060 	0.000000 	-0.491694 	-1.321013 	0.000000 	-0.303551 	-2.130721 	0.000000 	0.000000 	-0.771680 	-0.606318 	0.000000 	0.401823 	1.540044 	1.331319 	-0.821458 	-1.557608 	0.974413 	-0.790337 	
-0.742380 	0.786465 	0.545960 	-0.350712 	-0.546346 	0.370372 	-0.781615 	1.255506 	0.266399 	0.747133 	0.243009 	-0.317902 	-1.243047 	-0.382504 	1.803172 	0.000000 	-0.252010 	0.940714 	-0.526769 	1.029893 	0.427487 	0.184844 	0.197515 	0.000000 	1.026094 	-1.326193 	-0.541491 	1.099523 	-1.143592 	0.669053 	0.712466 	0.000000 	-0.699468 	0.250935 	0.234952 	-0.807975 	1.044384 	-1.065233 	-0.763212 	0.835450 	-0.143746 	0.000000 	-0.908808 	-0.682639 	-0.257561 	-0.804417 	
0.668009 	1.768848 	0.214391 	0.640299 	-0.489075 	0.000000 	-1.559454 	0.000000 	-0.559752 	0.000000 	0.000000 	1.388858 	-0.339373 	0.814613 	0.547633 	-1.224443 	-0.305876 	0.000000 	-0.752660 	-1.225981 	-0.986679 	0.000000 	0.835248 	-1.762631 	0.000000 	0.346441 	0.754546 	0.660037 	0.000000 	0.580275 	-0.835368 	0.000000 	1.520784 	0.000000 	-0.559827 	0.792186 	1.478647 	-0.848829 	-0.571908 	0.000000 	-0.459352 	0.000000 	0.000000 	0.000000 	-1.163707 	1.573309 	
