-1.351667 	0.622790 	0.000000 	1.113379 	1.044607 	0.000000 	0.000000 	0.239753 	0.000000 	-2.022884 	-2.614316 	0.000000 	-0.663687 	-0.465667 	0.000000 	-1.575303 	-0.801347 	0.000000 	-1.510372 	0.673298 	0.909505 	0.000000 	2.286555 	0.938857 	0.867860 	0.251065 	0.979595 	-0.563230 	2.033297 	0.750453 	1.962369 	-1.355565 	0.971133 	-0.486382 	-0.958417 	0.000000 	-0.263182 	0.244759 	0.298188 	1.692417 	0.726929 	-2.251545 	
1.270003 	0.543247 	0.900879 	-1.382542 	1.050335 	0.840493 	-0.942237 	-0.631775 	0.504521 	0.633918 	0.783205 	0.000000 	-0.411248 	-0.322898 	-0.356992 	-0.433847 	0.000000 	-0.826723 	0.147776 	0.000000 	0.244104 	-0.615874 	0.807735 	2.081747 	-0.374206 	-0.728260 	-1.495253 	-0.555116 	-0.280801 	1.357619 	-0.983712 	0.351924 	-0.139529 	0.000000 	0.492757 	-1.270972 	1.243007 	1.340049 	-0.837694 	-0.217701 	-1.330259 	0.395179 	
0.285366 	1.480855 	-0.465962 	0.111026 	0.813747 	-1.248749 	0.367538 	-1.447110 	2.071832 	-1.727640 	-0.480000 	0.644075 	0.000000 	-2.603980 	1.115896 	1.104905 	0.983230 	0.804671 	-1.042169 	0.000000 	-0.455217 	-0.949165 	0.870893 	0.366673 	0.000000 	-1.225005 	-0.821507 	0.000000 	0.926624 	0.000000 	0.994601 	-1.571011 	0.231134 	-0.861932 	-0.460066 	-0.734570 	1.547769 	2.049620 	0.000000 	1.349051 	-0.271247 	-0.503946 	
0.455954 	-0.693296 	-0.360072 	1.130278 	1.315211 	-1.237738 	-0.232277 	-1.107643 	-0.616890 	0.432354 	0.000000 	-1.313422 	0.000000 	0.000000 	1.330465 	1.380692 	-0.304376 	0.201126 	0.967461 	0.844727 	-0.945743 	-1.503686 	0.422896 	-0.670572 	0.799708 	0.434732 	-0.535639 	0.000000 	-1.589333 	0.816419 	-1.113004 	-0.356092 	-1.156799 	-0.762810 	2.436416 	-0.586637 	0.000000 	1.672047 	0.947527 	-0.323396 	0.000000 	0.427649 	
-1.976667 	0.356634 	-1.482134 	1.033873 	-1.789519 	0.000000 	-0.713574 	-1.050233 	1.105027 	-2.318567 	-1.296844 	1.915913 	-0.753597 	-0.295998 	-0.872809 	0.601908 	0.000000 	1.629258 	-0.904411 	0.757728 	0.179667 	0.772816 	-0.921549 	0.587960 	1.604288 	0.000000 	0.577098 	1.964753 	-0.288013 	1.539009 	-1.903962 	-0.826391 	-0.513674 	1.389083 	-1.399918 	0.497891 	0.586319 	0.517977 	-0.527186 	2.755138 	0.000000 	0.000000 	
0.125937 	-1.549836 	0.583298 	1.250754 	0.887233 	0.193348 	-0.451723 	0.966419 	-2.218552 	0.967798 	0.304763 	-1.021814 	-0.295680 	1.139254 	-1.130479 	0.442447 	-1.257945 	0.996826 	0.536387 	0.000000 	0.000000 	-0.123934 	1.133874 	0.478997 	0.674413 	1.701609 	0.489265 	-1.267304 	0.450420 	0.000000 	-1.778194 	0.000000 	-0.630279 	0.821090 	3.312416 	-1.022282 	0.000000 	0.000000 	0.000000 	-1.839142 	-1.126794 	-0.371367 	
-1.231171 	0.000000 	-0.072994 	0.741069 	0.000000 	0.688261 	-0.316419 	0.000000 	0.763774 	-1.504844 	-1.286110 	0.000000 	0.371384 	1.868325 	-1.347062 	-1.851324 	0.000000 	0.000000 	-0.869539 	0.093505 	0.000000 	0.589349 	0.000000 	1.863162 	1.569177 	2.215563 	0.750659 	0.698811 	0.259377 	-0.683750 	0.492388 	0.562548 	0.000000 	0.000000 	0.000000 	-0.775052 	0.340973 	-0.620402 	0.479443 	0.136483 	-0.927355 	-1.221672 	
-0.949543 	0.822243 	-0.667347 	1.068305 	-0.218458 	0.000000 	1.045457 	-0.769224 	0.276148 	0.000000 	0.560239 	-0.297514 	-0.438152 	-0.665357 	0.502797 	1.246914 	-0.160254 	1.478760 	0.826998 	-0.516501 	-1.344453 	-0.322964 	-1.410619 	0.268701 	0.881093 	-0.866602 	-1.391210 	0.000000 	-0.183311 	0.000000 	-0.656552 	-0.980102 	-0.767594 	0.770127 	0.419316 	-0.362920 	0.731285 	0.462731 	-0.343071 	1.331533 	0.000000 	0.762581 	
-1.246021 	-0.773005 	0.868450 	1.209922 	0.000000 	0.211760 	1.141142 	0.000000 	0.460201 	-0.472687 	-0.861290 	-1.295296 	0.257869 	-0.563171 	0.386337 	0.000000 	0.306203 	-1.213984 	0.000000 	1.685065 	-1.197435 	0.666833 	1.013055 	0.000000 	0.000000 	0.883742 	-0.059510 	-1.992247 	-2.124890 	0.978776 	1.963023 	-0.712332 	-0.535514 	0.000000 	-1.249978 	1.741537 	-0.408315 	-0.215261 	0.499888 	2.685440 	0.272984 	-1.660560 	
-0.859527 	-1.382816 	1.348741 	2.607157 	-0.869549 	-1.122351 	0.882044 	0.000000 	0.935778 	-1.532348 	-0.760546 	0.000000 	1.001312 	0.000000 	0.880761 	0.922393 	1.770048 	1.121700 	-0.585162 	0.688991 	-2.010587 	-1.704497 	0.000000 	-2.591137 	1.611432 	1.580203 	0.425688 	0.383895 	-0.745872 	-1.931528 	0.204638 	0.336247 	-0.965776 	-0.751023 	1.013610 	0.308000 	-0.830917 	1.111322 	0.000000 	-0.167545 	0.803117 	-1.216838 	
