-1.883486 	0.000000 	0.000000 	0.498612 	0.000000 	-1.352690 	0.000000 	0.974236 	1.409668 	-1.000940 	0.000000 	0.433749 	0.000000 	-1.644895 	-0.645863 	0.000000 	0.875506 	-1.905754 	0.000000 	0.685932 	-1.313729 	0.000000 	0.000000 	0.000000 	0.350293 	2.007586 	1.775150 	-0.285166 	0.000000 	2.759567 	0.000000 	2.122652 	-0.201709 	0.955824 	0.000000 	-2.070496 	0.000000 	0.190909 	-1.249447 	
-1.314128 	0.000000 	0.405759 	1.478489 	-1.286374 	0.000000 	0.000000 	0.000000 	0.000000 	-1.035704 	-1.606316 	0.000000 	-0.943612 	-0.291071 	0.179618 	0.000000 	-0.155091 	-0.169561 	0.000000 	1.868569 	0.000000 	0.637182 	0.124630 	-0.734065 	1.872744 	-1.333986 	0.571867 	0.000000 	1.310539 	0.000000 	0.504704 	1.412820 	-1.604614 	0.362378 	0.809311 	-0.576020 	0.000000 	0.000000 	0.000000 	
0.000000 	0.074827 	0.803867 	0.000000 	1.670077 	0.525183 	-1.610120 	0.000000 	0.256058 	1.408722 	0.000000 	-0.442382 	-0.286135 	-1.167666 	0.491241 	-0.524966 	0.000000 	0.000000 	0.555501 	0.476308 	0.000000 	0.000000 	-1.148906 	-1.003815 	0.000000 	0.727139 	0.000000 	1.865370 	-0.178854 	-0.944355 	0.000000 	-0.568390 	0.828737 	0.385376 	-1.421938 	1.651818 	0.222589 	-0.898022 	-1.568336 	
1.053049 	0.000000 	0.690343 	0.000000 	0.000000 	0.000000 	-1.485735 	0.000000 	0.263768 	0.000000 	0.663949 	-0.311147 	0.000000 	-1.593903 	-0.511123 	0.335905 	0.000000 	-0.459257 	-0.372281 	0.878867 	0.627753 	0.000000 	-0.379182 	-1.373413 	0.000000 	0.000000 	1.774925 	0.000000 	0.206330 	1.479869 	0.000000 	0.000000 	-1.511400 	1.387511 	0.665879 	-1.273476 	0.000000 	-0.652510 	0.594214 	
0.982777 	0.634120 	0.552557 	0.940770 	0.267527 	0.091762 	0.469909 	-1.530213 	0.000000 	-1.139119 	-0.167314 	0.576799 	1.200364 	-0.052664 	-0.397296 	-1.166640 	0.000000 	0.492420 	0.000000 	-0.634510 	0.738551 	-0.748912 	0.736071 	0.136778 	0.000000 	0.000000 	0.683802 	0.000000 	-0.997150 	-0.381532 	-0.697530 	-1.071461 	1.004626 	1.459523 	0.000000 	-0.961917 	-0.664548 	1.381502 	-1.062077 	
0.000000 	0.000000 	-1.605020 	0.000000 	-0.715100 	-0.957363 	0.722027 	-0.220689 	-0.532015 	-0.046278 	0.363824 	0.000000 	-1.343441 	0.000000 	0.530520 	0.000000 	0.000000 	1.450112 	-1.684405 	0.000000 	0.000000 	0.731556 	1.452737 	-0.605499 	-0.724146 	-1.413959 	0.896603 	0.220689 	0.738212 	-0.479172 	0.000000 	0.000000 	0.000000 	1.040195 	0.557899 	-0.561023 	0.606995 	0.000000 	2.164854 	
-0.677949 	0.377060 	0.840274 	0.681859 	-0.605473 	-1.356917 	0.000000 	0.336727 	0.000000 	0.000000 	0.606653 	1.048466 	-1.011451 	-1.368452 	0.613261 	-0.627785 	0.000000 	-0.562708 	-0.627897 	-0.983777 	-0.848131 	0.000000 	1.933633 	0.000000 	0.000000 	0.000000 	1.272340 	0.840972 	0.603805 	-0.576466 	1.431111 	0.948847 	0.000000 	1.358180 	-0.774444 	-1.221432 	0.000000 	-0.750249 	0.697551 	
0.000000 	0.000000 	-0.222176 	-1.406590 	1.073260 	0.000000 	-0.856163 	0.000000 	0.883396 	0.000000 	-0.890930 	0.489971 	0.000000 	0.760284 	0.000000 	-1.637842 	-1.118988 	-1.990396 	1.060334 	-0.775329 	-1.402343 	0.000000 	0.000000 	1.119313 	-0.211335 	1.324751 	0.102346 	0.882983 	0.000000 	0.600567 	-1.360654 	0.000000 	1.124598 	0.000000 	0.000000 	0.000000 	-1.718225 	1.667095 	1.744965 	
0.164163 	0.562551 	0.989849 	0.537297 	-0.804125 	1.126819 	0.970843 	0.000000 	0.000000 	-1.340794 	0.711952 	-0.121473 	-1.319295 	0.000000 	-1.137960 	0.000000 	-0.352653 	0.000000 	0.000000 	1.239140 	0.121473 	-0.626781 	0.000000 	-0.288975 	0.226107 	-1.741020 	-0.480772 	0.000000 	0.691711 	-1.027650 	-0.546594 	0.720138 	0.756044 	0.000000 	-1.156567 	1.011692 	0.145104 	0.000000 	0.962088 	
-0.753308 	1.944377 	-0.631870 	0.000000 	-1.639057 	0.000000 	-0.332323 	0.573729 	0.000000 	0.093786 	0.000000 	-0.938129 	0.000000 	0.000000 	0.000000 	0.000000 	0.151796 	-0.880032 	-0.310730 	0.000000 	0.465451 	0.000000 	-0.260073 	0.000000 	1.886321 	0.000000 	-0.981559 	1.358908 	0.000000 	-1.427068 	0.507427 	1.626246 	-0.333914 	0.670613 	0.000000 	-1.695348 	1.691438 	-1.459958 	0.998502 	
0.399832 	-0.543917 	-0.567165 	0.000000 	0.937562 	0.000000 	-0.529903 	0.000000 	0.516432 	0.000000 	1.136246 	-0.392356 	-0.587683 	-0.249603 	-0.945317 	0.926929 	1.468179 	-1.452682 	1.003908 	0.000000 	-1.525971 	0.744567 	-0.599932 	0.000000 	-1.261817 	0.605119 	0.447833 	-0.225045 	-1.147573 	1.451086 	0.000000 	-0.219756 	0.000000 	-0.937886 	0.645110 	0.280320 	0.421408 	1.216442 	-0.747808 	
-0.370059 	0.000000 	-1.467826 	0.000000 	-1.301642 	-0.442505 	1.193803 	0.000000 	0.511465 	-0.060581 	0.000000 	0.194725 	0.000000 	0.881341 	-0.169695 	-0.647347 	-0.323440 	-1.074930 	-0.177742 	0.000000 	-0.717534 	0.878899 	-0.497375 	-0.166435 	0.464379 	0.000000 	-0.450513 	0.000000 	-0.462538 	0.145867 	-1.470781 	0.000000 	1.419863 	0.443573 	0.898097 	0.000000 	0.000000 	1.170156 	1.348295 	
-1.627640 	0.000000 	0.000000 	-2.469491 	0.602389 	-0.461468 	0.547634 	0.000000 	0.330412 	-1.421795 	0.000000 	0.000000 	1.065218 	0.000000 	-1.344198 	0.000000 	-1.255200 	0.543764 	0.000000 	1.754991 	0.000000 	0.000000 	-0.780969 	0.000000 	1.252191 	1.450918 	1.173030 	0.000000 	-0.704393 	-1.334806 	0.000000 	1.188006 	0.000000 	0.000000 	-1.150057 	1.334347 	0.886508 	0.000000 	0.000000 	
