0.308502 	0.000000 	-2.152722 	1.941235 	-3.142139 	0.000000 	0.354865 	0.000000 	1.306654 	1.573263 	-0.680869 	2.884283 	0.000000 	-4.076466 	0.000000 	2.769738 	-0.727216 	-3.150885 	0.634576 	-1.311041 	1.577653 	0.841671 	0.000000 	0.000000 	-1.467451 	0.000000 	-0.363610 	0.000000 	-0.680842 	2.879931 	
-1.075802 	0.547306 	1.073086 	-0.985444 	0.200642 	2.963533 	0.000000 	1.790605 	-2.550503 	0.000000 	1.501645 	0.000000 	0.989578 	0.000000 	-0.696765 	-0.417810 	-0.930665 	-1.936230 	0.317019 	2.085668 	0.000000 	-0.777959 	0.613542 	0.823771 	0.000000 	0.920428 	-1.408167 	0.000000 	-0.772351 	-1.933068 	
-0.672430 	2.089686 	-2.156854 	1.237024 	0.000000 	0.470503 	0.000000 	1.614650 	-1.784529 	1.901257 	2.241534 	-2.112075 	0.000000 	0.297553 	1.097139 	0.000000 	0.944523 	-0.418120 	-1.166785 	-0.542204 	-0.114425 	0.000000 	0.657916 	0.000000 	-0.702175 	-1.509884 	-0.616976 	-0.364970 	0.000000 	-0.402319 	
2.212680 	-2.025132 	0.000000 	0.225270 	0.819461 	0.119764 	-1.814119 	-1.684223 	1.460759 	-0.528457 	-0.989541 	0.000000 	-2.042599 	3.794362 	0.000000 	-1.487534 	1.684223 	2.322143 	0.000000 	-1.232279 	0.935267 	0.451944 	0.947038 	-1.689986 	0.920364 	-0.747964 	0.000000 	-1.741630 	0.000000 	0.000000 	
1.517729 	-2.016699 	0.000000 	0.656744 	0.000000 	0.872946 	0.000000 	-0.308062 	1.088919 	-0.455638 	-1.276233 	0.979902 	0.000000 	0.000000 	-0.313487 	0.997059 	0.308062 	0.503514 	-0.241496 	-0.308062 	1.154833 	0.000000 	1.716775 	-1.261137 	-1.524035 	0.308062 	-0.199046 	-1.572793 	-0.829614 	0.000000 	
0.723914 	-1.048743 	1.306037 	-2.014376 	1.305556 	0.260471 	-0.879684 	0.000000 	0.075534 	-1.665635 	-1.308783 	0.759224 	1.157846 	0.708531 	-1.145660 	0.905215 	0.572496 	0.548285 	0.000000 	1.306037 	-0.419143 	0.000000 	0.932575 	0.000000 	-1.761198 	2.049686 	0.781344 	0.331260 	-1.031612 	-1.878533 	
0.667989 	-2.090367 	0.000000 	1.607058 	2.821343 	1.956918 	1.849222 	1.809071 	-0.452140 	-2.338338 	0.000000 	-2.693163 	1.161157 	2.794805 	2.155811 	1.005684 	1.329948 	2.467755 	-1.511471 	0.802998 	-0.643035 	-1.006072 	4.810818 	-1.148732 	-4.361567 	-2.308007 	-0.783062 	-3.655481 	-1.115859 	-3.139018 	
0.000000 	-0.849998 	-0.828316 	1.791841 	0.000000 	-2.367720 	2.460365 	0.000000 	1.502230 	0.000000 	-0.967183 	-0.925873 	0.000000 	-1.619956 	1.368853 	0.288407 	-0.679310 	1.882391 	-0.540525 	-1.475395 	0.000000 	-0.647098 	0.444079 	-0.476369 	0.000000 	-1.700913 	0.000000 	-0.375074 	1.459410 	1.507669 	
1.021951 	4.644915 	0.000000 	0.558060 	-0.848317 	-0.507569 	2.102225 	-1.366200 	0.329371 	0.748929 	2.475698 	-3.926062 	0.000000 	-0.504341 	0.091493 	1.339110 	1.095452 	2.009030 	-2.920092 	0.000000 	-2.819367 	1.366169 	-0.820142 	-0.717392 	-1.573990 	-1.868599 	2.423921 	0.000000 	-1.450545 	0.270754 	
2.488875 	-1.507198 	-0.977801 	1.785690 	-1.885866 	0.965438 	0.102488 	-0.818482 	1.332961 	2.163383 	-0.650442 	1.144193 	-1.373413 	-1.381410 	-1.193404 	0.000000 	-0.301120 	0.473086 	-0.676557 	-1.796283 	2.879607 	0.000000 	1.056697 	-2.453815 	0.827602 	0.000000 	-0.986013 	-1.700726 	-0.229411 	2.097403 	
2.052848 	2.098553 	-1.235469 	-0.816087 	-1.295509 	0.066834 	-3.808310 	-1.594301 	0.000000 	1.488210 	0.698842 	0.000000 	-1.630760 	3.392632 	-2.243627 	-1.808458 	2.829769 	-0.081743 	0.174578 	-0.819790 	1.046607 	2.009979 	0.444127 	-1.411339 	0.721438 	0.000000 	1.357760 	0.544428 	-1.220015 	0.000000 	
-2.103719 	0.000000 	-3.175763 	1.953853 	0.000000 	-1.855474 	0.318309 	1.651895 	0.000000 	1.389780 	-0.215793 	0.875070 	1.092510 	-3.494053 	2.635543 	3.224619 	0.000000 	-2.110265 	-0.296866 	-1.523877 	0.123520 	0.000000 	-1.059652 	1.321788 	-2.452606 	0.000000 	-0.100871 	0.444240 	0.798676 	1.523861 	
